Urad za delo,1+2 - OŠ ali manj,"3+4 - nižje, srednje poklicno izobr.","5 - srednje tehniško, strokovno, splošno izobr.","6+7+8 - visokošolsko izobr. prve, druge, tretje stopnje",Skupaj,month,year
OS Kranj,1022.0,754.0,888.0,648.0,3312.0,FEB,2023
UD Jesenice,160.0,124.0,98.0,54.0,436.0,FEB,2023
UD Kranj,545.0,326.0,412.0,302.0,1585.0,FEB,2023
UD Radovljica,137.0,118.0,175.0,139.0,569.0,FEB,2023
UD Škofja Loka,106.0,129.0,134.0,118.0,487.0,FEB,2023
UD Tržič,74.0,57.0,69.0,35.0,235.0,FEB,2023
OS Ljubljana,4624.0,3144.0,4031.0,3162.0,14961.0,FEB,2023
UD Cerknica,83.0,82.0,78.0,53.0,296.0,FEB,2023
UD Domžale,325.0,305.0,348.0,237.0,1215.0,FEB,2023
UD Grosuplje,323.0,186.0,178.0,108.0,795.0,FEB,2023
UD Kamnik,205.0,190.0,190.0,93.0,678.0,FEB,2023
UD Kočevje,346.0,175.0,126.0,59.0,706.0,FEB,2023
UD Ljubljana,3033.0,1937.0,2861.0,2429.0,10260.0,FEB,2023
UD Logatec,71.0,63.0,54.0,46.0,234.0,FEB,2023
UD Ribnica,91.0,61.0,45.0,36.0,233.0,FEB,2023
UD Vrhnika,147.0,145.0,151.0,101.0,544.0,FEB,2023
OS Maribor,2184.0,1847.0,1897.0,1293.0,7221.0,FEB,2023
UD Lenart,87.0,99.0,68.0,31.0,285.0,FEB,2023
UD Maribor,1661.0,1332.0,1425.0,1021.0,5439.0,FEB,2023
UD Pesnica,155.0,160.0,123.0,64.0,502.0,FEB,2023
UD Ruše,67.0,88.0,78.0,55.0,288.0,FEB,2023
UD Slovenska Bistrica,214.0,168.0,203.0,122.0,707.0,FEB,2023
OS Murska Sobota,1371.0,1071.0,792.0,472.0,3706.0,FEB,2023
UD Gornja Radgona,160.0,158.0,123.0,66.0,507.0,FEB,2023
UD Lendava,358.0,281.0,181.0,77.0,897.0,FEB,2023
UD Ljutomer,110.0,125.0,116.0,68.0,419.0,FEB,2023
UD Murska Sobota,743.0,507.0,372.0,261.0,1883.0,FEB,2023
OS Nova Gorica,627.0,443.0,484.0,382.0,1936.0,FEB,2023
UD Ajdovščina,164.0,134.0,134.0,81.0,513.0,FEB,2023
UD Idrija,54.0,45.0,44.0,32.0,175.0,FEB,2023
UD Nova Gorica,327.0,197.0,238.0,207.0,969.0,FEB,2023
UD Tolmin,82.0,67.0,68.0,62.0,279.0,FEB,2023
OS Novo mesto,1500.0,588.0,480.0,296.0,2864.0,FEB,2023
UD Črnomelj,370.0,140.0,92.0,43.0,645.0,FEB,2023
UD Metlika,188.0,83.0,54.0,19.0,344.0,FEB,2023
UD Novo mesto,771.0,308.0,256.0,191.0,1526.0,FEB,2023
UD Trebnje,171.0,57.0,78.0,43.0,349.0,FEB,2023
OS Ptuj,515.0,708.0,591.0,268.0,2082.0,FEB,2023
UD Ormož,110.0,140.0,116.0,42.0,408.0,FEB,2023
UD Ptuj,405.0,568.0,475.0,226.0,1674.0,FEB,2023
OS Sevnica,960.0,675.0,511.0,242.0,2388.0,FEB,2023
UD Brežice,282.0,239.0,221.0,98.0,840.0,FEB,2023
UD Krško,577.0,327.0,201.0,92.0,1197.0,FEB,2023
UD Sevnica,101.0,109.0,89.0,52.0,351.0,FEB,2023
OS Trbovlje,594.0,433.0,351.0,172.0,1550.0,FEB,2023
UD Hrastnik,126.0,87.0,61.0,37.0,311.0,FEB,2023
UD Litija,129.0,111.0,64.0,31.0,335.0,FEB,2023
UD Trbovlje,241.0,159.0,143.0,71.0,614.0,FEB,2023
UD Zagorje,98.0,76.0,83.0,33.0,290.0,FEB,2023
OS Velenje,1097.0,993.0,906.0,499.0,3495.0,FEB,2023
UD Dravograd,59.0,57.0,54.0,25.0,195.0,FEB,2023
UD Mozirje,124.0,120.0,124.0,66.0,434.0,FEB,2023
UD Radlje ob Dravi,107.0,148.0,110.0,53.0,418.0,FEB,2023
UD Ravne na Koroškem,154.0,174.0,157.0,64.0,549.0,FEB,2023
UD Slovenj Gradec,148.0,169.0,122.0,91.0,530.0,FEB,2023
UD Velenje,505.0,325.0,339.0,200.0,1369.0,FEB,2023
OS Celje,2896.0,2746.0,2629.0,1496.0,9767.0,JAN,izob
UD Celje,920.0,847.0,894.0,610.0,3271.0,JAN,izob
UD Laško,197.0,200.0,169.0,80.0,646.0,JAN,izob
UD Slovenske Konjice,443.0,397.0,381.0,181.0,1402.0,JAN,izob
UD Šentjur,218.0,280.0,244.0,146.0,888.0,JAN,izob
UD Šmarje pri Jelšah,603.0,565.0,459.0,203.0,1830.0,JAN,izob
UD Žalec,515.0,457.0,482.0,276.0,1730.0,JAN,izob
OS Koper,2228.0,1735.0,1865.0,1023.0,6851.0,JAN,izob
UD Ilirska Bistrica,129.0,126.0,110.0,73.0,438.0,JAN,izob
UD Izola,301.0,195.0,193.0,100.0,789.0,JAN,izob
UD Koper,839.0,691.0,770.0,418.0,2718.0,JAN,izob
UD Piran,318.0,279.0,315.0,170.0,1082.0,JAN,izob
UD Postojna,338.0,218.0,226.0,120.0,902.0,JAN,izob
UD Sežana,303.0,226.0,251.0,142.0,922.0,JAN,izob
OS Kranj,2046.0,1590.0,1894.0,1136.0,6666.0,JAN,izob
UD Jesenice,335.0,311.0,265.0,126.0,1037.0,JAN,izob
UD Kranj,1044.0,634.0,823.0,561.0,3062.0,JAN,izob
UD Radovljica,289.0,277.0,398.0,215.0,1179.0,JAN,izob
UD Škofja Loka,239.0,252.0,268.0,181.0,940.0,JAN,izob
UD Tržič,139.0,116.0,140.0,53.0,448.0,JAN,izob
OS Ljubljana,7717.0,5752.0,7140.0,5067.0,25676.0,JAN,izob
UD Cerknica,106.0,134.0,129.0,67.0,436.0,JAN,izob
UD Domžale,550.0,500.0,554.0,370.0,1974.0,JAN,izob
UD Grosuplje,495.0,344.0,346.0,218.0,1403.0,JAN,izob
UD Kamnik,364.0,302.0,338.0,160.0,1164.0,JAN,izob
UD Kočevje,499.0,370.0,225.0,96.0,1190.0,JAN,izob
UD Ljubljana,5221.0,3615.0,5086.0,3859.0,17781.0,JAN,izob
UD Logatec,89.0,119.0,119.0,65.0,392.0,JAN,izob
UD Ribnica,140.0,110.0,84.0,58.0,392.0,JAN,izob
UD Vrhnika,253.0,258.0,259.0,174.0,944.0,JAN,izob
OS Maribor,3799.0,3373.0,3457.0,2157.0,12786.0,JAN,izob
UD Lenart,162.0,182.0,147.0,74.0,565.0,JAN,izob
UD Maribor,2769.0,2305.0,2509.0,1628.0,9211.0,JAN,izob
UD Pesnica,266.0,284.0,223.0,107.0,880.0,JAN,izob
UD Ruše,174.0,238.0,188.0,101.0,701.0,JAN,izob
UD Slovenska Bistrica,428.0,364.0,390.0,247.0,1429.0,JAN,izob
OS Murska Sobota,2421.0,1890.0,1438.0,764.0,6513.0,JAN,izob
UD Gornja Radgona,278.0,325.0,216.0,131.0,950.0,JAN,izob
UD Lendava,564.0,423.0,287.0,124.0,1398.0,JAN,izob
UD Ljutomer,237.0,227.0,199.0,105.0,768.0,JAN,izob
UD Murska Sobota,1342.0,915.0,736.0,404.0,3397.0,JAN,izob
OS Nova Gorica,1158.0,839.0,927.0,691.0,3615.0,JAN,izob
UD Ajdovščina,249.0,210.0,192.0,138.0,789.0,JAN,izob
UD Idrija,106.0,94.0,97.0,71.0,368.0,JAN,izob
UD Nova Gorica,672.0,392.0,523.0,398.0,1985.0,JAN,izob
UD Tolmin,131.0,143.0,115.0,84.0,473.0,JAN,izob
OS Novo mesto,1863.0,952.0,836.0,491.0,4142.0,JAN,izob
UD Črnomelj,472.0,241.0,176.0,63.0,952.0,JAN,izob
UD Metlika,231.0,126.0,77.0,42.0,476.0,JAN,izob
UD Novo mesto,913.0,452.0,466.0,304.0,2135.0,JAN,izob
UD Trebnje,247.0,133.0,117.0,82.0,579.0,JAN,izob
OS Ptuj,925.0,1192.0,1099.0,489.0,3705.0,JAN,izob
UD Ormož,180.0,261.0,188.0,77.0,706.0,JAN,izob
UD Ptuj,745.0,931.0,911.0,412.0,2999.0,JAN,izob
OS Sevnica,1343.0,1152.0,802.0,474.0,3771.0,JAN,izob
UD Brežice,350.0,413.0,315.0,176.0,1254.0,JAN,izob
UD Krško,770.0,446.0,322.0,177.0,1715.0,JAN,izob
UD Sevnica,223.0,293.0,165.0,121.0,802.0,JAN,izob
OS Trbovlje,1004.0,758.0,639.0,349.0,2750.0,JAN,izob
UD Hrastnik,195.0,144.0,111.0,63.0,513.0,JAN,izob
UD Litija,239.0,180.0,123.0,80.0,622.0,JAN,izob
UD Trbovlje,362.0,277.0,248.0,138.0,1025.0,JAN,izob
UD Zagorje,208.0,157.0,157.0,68.0,590.0,JAN,izob
OS Velenje,1469.0,1546.0,1427.0,815.0,5257.0,JAN,izob
UD Dravograd,88.0,106.0,79.0,41.0,314.0,JAN,izob
UD Mozirje,132.0,153.0,164.0,84.0,533.0,JAN,izob
UD Radlje ob Dravi,178.0,229.0,178.0,87.0,672.0,JAN,izob
UD Ravne na Koroškem,200.0,294.0,253.0,119.0,866.0,JAN,izob
UD Slovenj Gradec,182.0,226.0,203.0,144.0,755.0,JAN,izob
UD Velenje,689.0,538.0,550.0,340.0,2117.0,JAN,izob
OS Celje,2781.0,2660.0,2512.0,1441.0,9394.0,FEB,izob
UD Celje,880.0,815.0,858.0,577.0,3130.0,FEB,izob
UD Laško,196.0,192.0,166.0,79.0,633.0,FEB,izob
UD Slovenske Konjice,421.0,379.0,359.0,178.0,1337.0,FEB,izob
UD Šentjur,213.0,284.0,233.0,145.0,875.0,FEB,izob
UD Šmarje pri Jelšah,578.0,541.0,443.0,200.0,1762.0,FEB,izob
UD Žalec,493.0,449.0,453.0,262.0,1657.0,FEB,izob
OS Koper,2214.0,1698.0,1815.0,960.0,6687.0,FEB,izob
UD Ilirska Bistrica,125.0,123.0,109.0,63.0,420.0,FEB,izob
UD Izola,296.0,203.0,192.0,91.0,782.0,FEB,izob
UD Koper,850.0,661.0,742.0,393.0,2646.0,FEB,izob
UD Piran,324.0,275.0,309.0,167.0,1075.0,FEB,izob
UD Postojna,329.0,210.0,216.0,110.0,865.0,FEB,izob
UD Sežana,290.0,226.0,247.0,136.0,899.0,FEB,izob
OS Kranj,1939.0,1508.0,1799.0,1056.0,6302.0,FEB,izob
UD Jesenice,340.0,296.0,254.0,122.0,1012.0,FEB,izob
UD Kranj,963.0,600.0,777.0,512.0,2852.0,FEB,izob
UD Radovljica,284.0,273.0,382.0,201.0,1140.0,FEB,izob
UD Škofja Loka,222.0,239.0,261.0,169.0,891.0,FEB,izob
UD Tržič,130.0,100.0,125.0,52.0,407.0,FEB,izob
OS Ljubljana,7536.0,5586.0,6943.0,4938.0,25003.0,FEB,izob
UD Cerknica,106.0,129.0,120.0,68.0,423.0,FEB,izob
UD Domžale,532.0,496.0,530.0,356.0,1914.0,FEB,izob
UD Grosuplje,489.0,334.0,343.0,200.0,1366.0,FEB,izob
UD Kamnik,345.0,283.0,308.0,150.0,1086.0,FEB,izob
UD Kočevje,493.0,352.0,206.0,89.0,1140.0,FEB,izob
UD Ljubljana,5102.0,3527.0,4992.0,3779.0,17400.0,FEB,izob
UD Logatec,82.0,115.0,114.0,67.0,378.0,FEB,izob
UD Ribnica,138.0,103.0,89.0,56.0,386.0,FEB,izob
UD Vrhnika,249.0,247.0,241.0,173.0,910.0,FEB,izob
OS Maribor,3630.0,3220.0,3306.0,2059.0,12215.0,FEB,izob
UD Lenart,139.0,168.0,129.0,75.0,511.0,FEB,izob
UD Maribor,2657.0,2212.0,2434.0,1565.0,8868.0,FEB,izob
UD Pesnica,247.0,268.0,209.0,97.0,821.0,FEB,izob
UD Ruše,174.0,227.0,177.0,93.0,671.0,FEB,izob
UD Slovenska Bistrica,413.0,345.0,357.0,229.0,1344.0,FEB,izob
OS Murska Sobota,2283.0,1797.0,1357.0,727.0,6164.0,FEB,izob
UD Gornja Radgona,260.0,308.0,214.0,126.0,908.0,FEB,izob
UD Lendava,531.0,415.0,282.0,120.0,1348.0,FEB,izob
UD Ljutomer,231.0,213.0,184.0,95.0,723.0,FEB,izob
UD Murska Sobota,1261.0,861.0,677.0,386.0,3185.0,FEB,izob
OS Nova Gorica,1114.0,834.0,881.0,681.0,3510.0,FEB,izob
UD Ajdovščina,242.0,204.0,180.0,134.0,760.0,FEB,izob
UD Idrija,106.0,92.0,88.0,67.0,353.0,FEB,izob
UD Nova Gorica,643.0,397.0,503.0,397.0,1940.0,FEB,izob
UD Tolmin,123.0,141.0,110.0,83.0,457.0,FEB,izob
OS Novo mesto,1820.0,909.0,792.0,474.0,3995.0,FEB,izob
UD Črnomelj,460.0,231.0,164.0,62.0,917.0,FEB,izob
UD Metlika,226.0,125.0,73.0,40.0,464.0,FEB,izob
UD Novo mesto,897.0,429.0,442.0,292.0,2060.0,FEB,izob
UD Trebnje,237.0,124.0,113.0,80.0,554.0,FEB,izob
OS Ptuj,913.0,1171.0,1048.0,459.0,3591.0,FEB,izob
UD Ormož,179.0,258.0,181.0,68.0,686.0,FEB,izob
UD Ptuj,734.0,913.0,867.0,391.0,2905.0,FEB,izob
OS Sevnica,1279.0,1127.0,762.0,447.0,3615.0,FEB,izob
UD Brežice,331.0,408.0,296.0,168.0,1203.0,FEB,izob
UD Krško,734.0,432.0,312.0,165.0,1643.0,FEB,izob
UD Sevnica,214.0,287.0,154.0,114.0,769.0,FEB,izob
OS Trbovlje,979.0,743.0,609.0,332.0,2663.0,FEB,izob
UD Hrastnik,190.0,140.0,108.0,58.0,496.0,FEB,izob
UD Litija,244.0,181.0,125.0,74.0,624.0,FEB,izob
UD Trbovlje,353.0,270.0,230.0,135.0,988.0,FEB,izob
UD Zagorje,192.0,152.0,146.0,65.0,555.0,FEB,izob
OS Velenje,1361.0,1454.0,1330.0,767.0,4912.0,FEB,izob
UD Dravograd,75.0,96.0,73.0,39.0,283.0,FEB,izob
UD Mozirje,127.0,145.0,151.0,83.0,506.0,FEB,izob
UD Radlje ob Dravi,161.0,216.0,167.0,81.0,625.0,FEB,izob
UD Ravne na Koroškem,178.0,270.0,234.0,108.0,790.0,FEB,izob
UD Slovenj Gradec,173.0,222.0,198.0,125.0,718.0,FEB,izob
UD Velenje,647.0,505.0,507.0,331.0,1990.0,FEB,izob
OS Celje,2476.0,2515.0,2409.0,1365.0,8765.0,MAR,izob
UD Celje,756.0,765.0,815.0,550.0,2886.0,MAR,izob
UD Laško,187.0,179.0,155.0,78.0,599.0,MAR,izob
UD Slovenske Konjice,378.0,357.0,341.0,168.0,1244.0,MAR,izob
UD Šentjur,193.0,261.0,219.0,132.0,805.0,MAR,izob
UD Šmarje pri Jelšah,529.0,528.0,429.0,194.0,1680.0,MAR,izob
UD Žalec,433.0,425.0,450.0,243.0,1551.0,MAR,izob
OS Koper,2100.0,1618.0,1739.0,928.0,6385.0,MAR,izob
UD Ilirska Bistrica,110.0,118.0,102.0,54.0,384.0,MAR,izob
UD Izola,279.0,194.0,190.0,90.0,753.0,MAR,izob
UD Koper,805.0,628.0,709.0,377.0,2519.0,MAR,izob
UD Piran,312.0,268.0,305.0,164.0,1049.0,MAR,izob
UD Postojna,316.0,193.0,196.0,107.0,812.0,MAR,izob
UD Sežana,278.0,217.0,237.0,136.0,868.0,MAR,izob
OS Kranj,1731.0,1424.0,1709.0,989.0,5853.0,MAR,izob
UD Jesenice,305.0,277.0,236.0,116.0,934.0,MAR,izob
UD Kranj,812.0,567.0,743.0,480.0,2602.0,MAR,izob
UD Radovljica,269.0,254.0,360.0,193.0,1076.0,MAR,izob
UD Škofja Loka,222.0,227.0,253.0,151.0,853.0,MAR,izob
UD Tržič,123.0,99.0,117.0,49.0,388.0,MAR,izob
OS Ljubljana,7145.0,5247.0,6691.0,4709.0,23792.0,MAR,izob
UD Cerknica,92.0,116.0,119.0,59.0,386.0,MAR,izob
UD Domžale,513.0,475.0,500.0,338.0,1826.0,MAR,izob
UD Grosuplje,452.0,324.0,321.0,177.0,1274.0,MAR,izob
UD Kamnik,311.0,259.0,299.0,151.0,1020.0,MAR,izob
UD Kočevje,480.0,325.0,189.0,75.0,1069.0,MAR,izob
UD Ljubljana,4858.0,3312.0,4829.0,3623.0,16622.0,MAR,izob
UD Logatec,80.0,104.0,110.0,72.0,366.0,MAR,izob
UD Ribnica,119.0,106.0,83.0,51.0,359.0,MAR,izob
UD Vrhnika,240.0,226.0,241.0,163.0,870.0,MAR,izob
OS Maribor,3337.0,2971.0,3158.0,1965.0,11431.0,MAR,izob
UD Lenart,120.0,154.0,122.0,73.0,469.0,MAR,izob
UD Maribor,2455.0,2061.0,2343.0,1503.0,8362.0,MAR,izob
UD Pesnica,230.0,243.0,185.0,92.0,750.0,MAR,izob
UD Ruše,172.0,208.0,170.0,91.0,641.0,MAR,izob
UD Slovenska Bistrica,360.0,305.0,338.0,206.0,1209.0,MAR,izob
OS Murska Sobota,2108.0,1592.0,1224.0,676.0,5600.0,MAR,izob
UD Gornja Radgona,234.0,271.0,198.0,116.0,819.0,MAR,izob
UD Lendava,490.0,379.0,264.0,110.0,1243.0,MAR,izob
UD Ljutomer,218.0,188.0,155.0,88.0,649.0,MAR,izob
UD Murska Sobota,1166.0,754.0,607.0,362.0,2889.0,MAR,izob
OS Nova Gorica,1089.0,779.0,852.0,634.0,3354.0,MAR,izob
UD Ajdovščina,230.0,182.0,168.0,123.0,703.0,MAR,izob
UD Idrija,106.0,82.0,83.0,63.0,334.0,MAR,izob
UD Nova Gorica,631.0,383.0,498.0,376.0,1888.0,MAR,izob
UD Tolmin,122.0,132.0,103.0,72.0,429.0,MAR,izob
OS Novo mesto,1738.0,841.0,720.0,444.0,3743.0,MAR,izob
UD Črnomelj,449.0,218.0,153.0,64.0,884.0,MAR,izob
UD Metlika,225.0,112.0,66.0,37.0,440.0,MAR,izob
UD Novo mesto,832.0,395.0,403.0,271.0,1901.0,MAR,izob
UD Trebnje,232.0,116.0,98.0,72.0,518.0,MAR,izob
OS Ptuj,832.0,1079.0,991.0,407.0,3309.0,MAR,izob
UD Ormož,159.0,221.0,180.0,64.0,624.0,MAR,izob
UD Ptuj,673.0,858.0,811.0,343.0,2685.0,MAR,izob
OS Sevnica,1182.0,1036.0,718.0,407.0,3343.0,MAR,izob
UD Brežice,308.0,375.0,288.0,153.0,1124.0,MAR,izob
UD Krško,677.0,395.0,284.0,144.0,1500.0,MAR,izob
UD Sevnica,197.0,266.0,146.0,110.0,719.0,MAR,izob
OS Trbovlje,922.0,708.0,573.0,306.0,2509.0,MAR,izob
UD Hrastnik,175.0,133.0,98.0,51.0,457.0,MAR,izob
UD Litija,233.0,173.0,119.0,66.0,591.0,MAR,izob
UD Trbovlje,331.0,260.0,216.0,127.0,934.0,MAR,izob
UD Zagorje,183.0,142.0,140.0,62.0,527.0,MAR,izob
OS Velenje,1216.0,1317.0,1270.0,751.0,4554.0,MAR,izob
UD Dravograd,66.0,77.0,73.0,39.0,255.0,MAR,izob
UD Mozirje,114.0,137.0,139.0,73.0,463.0,MAR,izob
UD Radlje ob Dravi,140.0,201.0,163.0,78.0,582.0,MAR,izob
UD Ravne na Koroškem,164.0,248.0,230.0,116.0,758.0,MAR,izob
UD Slovenj Gradec,158.0,208.0,189.0,114.0,669.0,MAR,izob
UD Velenje,574.0,446.0,476.0,331.0,1827.0,MAR,izob
OS Celje,2369.0,2409.0,2312.0,1323.0,8413.0,APR,izob
UD Celje,696.0,724.0,776.0,532.0,2728.0,APR,izob
UD Laško,187.0,169.0,146.0,74.0,576.0,APR,izob
UD Slovenske Konjice,366.0,345.0,328.0,159.0,1198.0,APR,izob
UD Šentjur,189.0,247.0,211.0,134.0,781.0,APR,izob
UD Šmarje pri Jelšah,514.0,509.0,419.0,189.0,1631.0,APR,izob
UD Žalec,417.0,415.0,432.0,235.0,1499.0,APR,izob
OS Koper,2031.0,1576.0,1665.0,891.0,6163.0,APR,izob
UD Ilirska Bistrica,109.0,115.0,99.0,51.0,374.0,APR,izob
UD Izola,264.0,186.0,180.0,91.0,721.0,APR,izob
UD Koper,791.0,617.0,686.0,367.0,2461.0,APR,izob
UD Piran,292.0,247.0,286.0,154.0,979.0,APR,izob
UD Postojna,296.0,192.0,190.0,102.0,780.0,APR,izob
UD Sežana,279.0,219.0,224.0,126.0,848.0,APR,izob
OS Kranj,1623.0,1354.0,1643.0,948.0,5568.0,APR,izob
UD Jesenice,293.0,271.0,231.0,112.0,907.0,APR,izob
UD Kranj,762.0,533.0,704.0,459.0,2458.0,APR,izob
UD Radovljica,241.0,249.0,342.0,188.0,1020.0,APR,izob
UD Škofja Loka,207.0,213.0,249.0,139.0,808.0,APR,izob
UD Tržič,120.0,88.0,117.0,50.0,375.0,APR,izob
OS Ljubljana,6924.0,5070.0,6459.0,4549.0,23002.0,APR,izob
UD Cerknica,90.0,110.0,108.0,51.0,359.0,APR,izob
UD Domžale,512.0,449.0,483.0,330.0,1774.0,APR,izob
UD Grosuplje,434.0,307.0,309.0,171.0,1221.0,APR,izob
UD Kamnik,300.0,254.0,296.0,144.0,994.0,APR,izob
UD Kočevje,457.0,311.0,180.0,68.0,1016.0,APR,izob
UD Ljubljana,4711.0,3228.0,4674.0,3515.0,16128.0,APR,izob
UD Logatec,80.0,94.0,100.0,68.0,342.0,APR,izob
UD Ribnica,111.0,95.0,81.0,45.0,332.0,APR,izob
UD Vrhnika,229.0,222.0,228.0,157.0,836.0,APR,izob
OS Maribor,3187.0,2797.0,3021.0,1906.0,10911.0,APR,izob
UD Lenart,108.0,136.0,111.0,74.0,429.0,APR,izob
UD Maribor,2361.0,1951.0,2248.0,1463.0,8023.0,APR,izob
UD Pesnica,222.0,223.0,181.0,87.0,713.0,APR,izob
UD Ruše,153.0,200.0,162.0,86.0,601.0,APR,izob
UD Slovenska Bistrica,343.0,287.0,319.0,196.0,1145.0,APR,izob
OS Murska Sobota,1990.0,1477.0,1135.0,626.0,5228.0,APR,izob
UD Gornja Radgona,222.0,251.0,181.0,109.0,763.0,APR,izob
UD Lendava,467.0,363.0,244.0,109.0,1183.0,APR,izob
UD Ljutomer,206.0,169.0,149.0,83.0,607.0,APR,izob
UD Murska Sobota,1095.0,694.0,561.0,325.0,2675.0,APR,izob
OS Nova Gorica,1071.0,743.0,816.0,605.0,3235.0,APR,izob
UD Ajdovščina,230.0,182.0,163.0,115.0,690.0,APR,izob
UD Idrija,100.0,77.0,78.0,59.0,314.0,APR,izob
UD Nova Gorica,619.0,365.0,474.0,357.0,1815.0,APR,izob
UD Tolmin,122.0,119.0,101.0,74.0,416.0,APR,izob
OS Novo mesto,1710.0,824.0,702.0,421.0,3657.0,APR,izob
UD Črnomelj,444.0,214.0,151.0,57.0,866.0,APR,izob
UD Metlika,220.0,106.0,68.0,34.0,428.0,APR,izob
UD Novo mesto,817.0,383.0,392.0,265.0,1857.0,APR,izob
UD Trebnje,229.0,121.0,91.0,65.0,506.0,APR,izob
OS Ptuj,782.0,973.0,926.0,389.0,3070.0,APR,izob
UD Ormož,153.0,199.0,163.0,63.0,578.0,APR,izob
UD Ptuj,629.0,774.0,763.0,326.0,2492.0,APR,izob
OS Sevnica,1166.0,1023.0,695.0,389.0,3273.0,APR,izob
UD Brežice,304.0,376.0,288.0,145.0,1113.0,APR,izob
UD Krško,664.0,387.0,268.0,136.0,1455.0,APR,izob
UD Sevnica,198.0,260.0,139.0,108.0,705.0,APR,izob
OS Trbovlje,881.0,688.0,555.0,290.0,2414.0,APR,izob
UD Hrastnik,170.0,127.0,92.0,44.0,433.0,APR,izob
UD Litija,218.0,170.0,118.0,65.0,571.0,APR,izob
UD Trbovlje,321.0,250.0,210.0,121.0,902.0,APR,izob
UD Zagorje,172.0,141.0,135.0,60.0,508.0,APR,izob
OS Velenje,1168.0,1275.0,1196.0,712.0,4351.0,APR,izob
UD Dravograd,59.0,71.0,66.0,36.0,232.0,APR,izob
UD Mozirje,107.0,133.0,139.0,62.0,441.0,APR,izob
UD Radlje ob Dravi,134.0,201.0,149.0,76.0,560.0,APR,izob
UD Ravne na Koroškem,156.0,231.0,215.0,102.0,704.0,APR,izob
UD Slovenj Gradec,151.0,203.0,176.0,112.0,642.0,APR,izob
UD Velenje,561.0,436.0,451.0,324.0,1772.0,APR,izob
OS Celje,2286.0,2316.0,2183.0,1245.0,8030.0,MAJ,izob
UD Celje,664.0,694.0,733.0,506.0,2597.0,MAJ,izob
UD Laško,182.0,167.0,135.0,60.0,544.0,MAJ,izob
UD Slovenske Konjice,355.0,339.0,314.0,151.0,1159.0,MAJ,izob
UD Šentjur,191.0,236.0,200.0,119.0,746.0,MAJ,izob
UD Šmarje pri Jelšah,492.0,491.0,386.0,183.0,1552.0,MAJ,izob
UD Žalec,402.0,389.0,415.0,226.0,1432.0,MAJ,izob
OS Koper,1860.0,1459.0,1537.0,845.0,5701.0,MAJ,izob
UD Ilirska Bistrica,104.0,107.0,92.0,52.0,355.0,MAJ,izob
UD Izola,235.0,168.0,171.0,85.0,659.0,MAJ,izob
UD Koper,717.0,574.0,636.0,352.0,2279.0,MAJ,izob
UD Piran,256.0,224.0,254.0,141.0,875.0,MAJ,izob
UD Postojna,283.0,185.0,174.0,101.0,743.0,MAJ,izob
UD Sežana,265.0,201.0,210.0,114.0,790.0,MAJ,izob
OS Kranj,1524.0,1266.0,1497.0,884.0,5171.0,MAJ,izob
UD Jesenice,270.0,255.0,212.0,101.0,838.0,MAJ,izob
UD Kranj,718.0,498.0,646.0,428.0,2290.0,MAJ,izob
UD Radovljica,229.0,227.0,310.0,180.0,946.0,MAJ,izob
UD Škofja Loka,199.0,210.0,230.0,134.0,773.0,MAJ,izob
UD Tržič,108.0,76.0,99.0,41.0,324.0,MAJ,izob
OS Ljubljana,6657.0,4865.0,6183.0,4331.0,22036.0,MAJ,izob
UD Cerknica,79.0,105.0,105.0,40.0,329.0,MAJ,izob
UD Domžale,503.0,424.0,467.0,319.0,1713.0,MAJ,izob
UD Grosuplje,408.0,299.0,286.0,173.0,1166.0,MAJ,izob
UD Kamnik,292.0,254.0,271.0,144.0,961.0,MAJ,izob
UD Kočevje,431.0,279.0,171.0,65.0,946.0,MAJ,izob
UD Ljubljana,4549.0,3120.0,4499.0,3338.0,15506.0,MAJ,izob
UD Logatec,73.0,86.0,95.0,65.0,319.0,MAJ,izob
UD Ribnica,103.0,83.0,76.0,38.0,300.0,MAJ,izob
UD Vrhnika,219.0,215.0,213.0,149.0,796.0,MAJ,izob
OS Maribor,3027.0,2662.0,2856.0,1788.0,10333.0,MAJ,izob
UD Lenart,106.0,115.0,100.0,68.0,389.0,MAJ,izob
UD Maribor,2247.0,1874.0,2114.0,1376.0,7611.0,MAJ,izob
UD Pesnica,209.0,212.0,172.0,81.0,674.0,MAJ,izob
UD Ruše,137.0,189.0,153.0,86.0,565.0,MAJ,izob
UD Slovenska Bistrica,328.0,272.0,317.0,177.0,1094.0,MAJ,izob
OS Murska Sobota,1855.0,1346.0,1021.0,570.0,4792.0,MAJ,izob
UD Gornja Radgona,192.0,228.0,164.0,95.0,679.0,MAJ,izob
UD Lendava,452.0,330.0,218.0,100.0,1100.0,MAJ,izob
UD Ljutomer,188.0,150.0,129.0,82.0,549.0,MAJ,izob
UD Murska Sobota,1023.0,638.0,510.0,293.0,2464.0,MAJ,izob
OS Nova Gorica,980.0,702.0,756.0,564.0,3002.0,MAJ,izob
UD Ajdovščina,212.0,173.0,161.0,107.0,653.0,MAJ,izob
UD Idrija,89.0,73.0,74.0,58.0,294.0,MAJ,izob
UD Nova Gorica,565.0,346.0,430.0,335.0,1676.0,MAJ,izob
UD Tolmin,114.0,110.0,91.0,64.0,379.0,MAJ,izob
