Urad za delo,15 do 24 let,25 do 29 let,30 do 39 let,40 do 49 let,50 do 54 let,55 ali več,Skupaj,month,year,"15-24
let","25-29
let","30-39
let","40-49
let","50-54
let","55 let
ali več"
UD Laško,53.0,54.0,128.0,124.0,62.0,182.0,603.0,NOV,2020,,,,,,
UD Slovenske Konjice,137.0,138.0,240.0,235.0,143.0,358.0,1251.0,NOV,2020,,,,,,
UD Šentjur,91.0,89.0,185.0,175.0,92.0,187.0,819.0,NOV,2020,,,,,,
UD Šmarje pri Jelšah,137.0,155.0,303.0,311.0,229.0,490.0,1625.0,NOV,2020,,,,,,
UD Žalec,137.0,167.0,317.0,332.0,162.0,457.0,1572.0,NOV,2020,,,,,,
OS Koper,473.0,604.0,1444.0,1417.0,675.0,1660.0,6273.0,NOV,2020,,,,,,
UD Ilirska Bistrica,35.0,33.0,100.0,91.0,53.0,122.0,434.0,NOV,2020,,,,,,
UD Izola,55.0,75.0,169.0,168.0,74.0,184.0,725.0,NOV,2020,,,,,,
UD Koper,183.0,242.0,597.0,557.0,271.0,656.0,2506.0,NOV,2020,,,,,,
UD Piran,57.0,89.0,213.0,241.0,109.0,224.0,933.0,NOV,2020,,,,,,
UD Postojna,90.0,78.0,196.0,170.0,75.0,233.0,842.0,NOV,2020,,,,,,
UD Sežana,53.0,87.0,169.0,190.0,93.0,241.0,833.0,NOV,2020,,,,,,
OS Kranj,639.0,690.0,1452.0,1221.0,549.0,1563.0,6114.0,NOV,2020,,,,,,
UD Jesenice,130.0,102.0,231.0,197.0,73.0,198.0,931.0,NOV,2020,,,,,,
UD Kranj,250.0,294.0,672.0,558.0,245.0,736.0,2755.0,NOV,2020,,,,,,
UD Radovljica,100.0,119.0,252.0,239.0,113.0,265.0,1088.0,NOV,2020,,,,,,
UD Škofja Loka,105.0,112.0,192.0,145.0,76.0,272.0,902.0,NOV,2020,,,,,,
UD Tržič,54.0,63.0,105.0,82.0,42.0,92.0,438.0,NOV,2020,,,,,,
OS Ljubljana,1949.0,2879.0,6059.0,5287.0,2337.0,5797.0,24308.0,NOV,2020,,,,,,
UD Cerknica,53.0,38.0,91.0,82.0,41.0,128.0,433.0,NOV,2020,,,,,,
UD Domžale,162.0,212.0,441.0,407.0,239.0,412.0,1873.0,NOV,2020,,,,,,
UD Grosuplje,189.0,165.0,324.0,295.0,125.0,279.0,1377.0,NOV,2020,,,,,,
UD Kamnik,94.0,108.0,249.0,220.0,116.0,311.0,1098.0,NOV,2020,,,,,,
UD Kočevje,148.0,132.0,259.0,232.0,92.0,265.0,1128.0,NOV,2020,,,,,,
UD Ljubljana,1119.0,2024.0,4320.0,3708.0,1570.0,4029.0,16770.0,NOV,2020,,,,,,
UD Logatec,32.0,45.0,88.0,80.0,50.0,91.0,386.0,NOV,2020,,,,,,
UD Ribnica,60.0,52.0,81.0,59.0,30.0,62.0,344.0,NOV,2020,,,,,,
UD Vrhnika,92.0,103.0,206.0,204.0,74.0,220.0,899.0,NOV,2020,,,,,,
OS Maribor,1273.0,1399.0,2557.0,2313.0,1206.0,2715.0,11463.0,NOV,2020,,,,,,
UD Lenart,82.0,56.0,89.0,71.0,43.0,106.0,447.0,NOV,2020,,,,,,
UD Maribor,850.0,1024.0,1913.0,1694.0,884.0,2020.0,8385.0,NOV,2020,,,,,,
UD Pesnica,95.0,86.0,150.0,157.0,79.0,186.0,753.0,NOV,2020,,,,,,
UD Ruše,79.0,72.0,114.0,141.0,68.0,139.0,613.0,NOV,2020,,,,,,
UD Slovenska Bistrica,167.0,161.0,291.0,250.0,132.0,264.0,1265.0,NOV,2020,,,,,,
OS Murska Sobota,758.0,570.0,1031.0,1094.0,680.0,1521.0,5654.0,NOV,2020,,,,,,
UD Gornja Radgona,98.0,73.0,166.0,165.0,105.0,234.0,841.0,NOV,2020,,,,,,
UD Lendava,144.0,106.0,207.0,244.0,159.0,375.0,1235.0,NOV,2020,,,,,,
UD Ljutomer,92.0,69.0,117.0,124.0,75.0,188.0,665.0,NOV,2020,,,,,,
UD Murska Sobota,424.0,322.0,541.0,561.0,341.0,724.0,2913.0,NOV,2020,,,,,,
OS Nova Gorica,277.0,373.0,735.0,703.0,339.0,958.0,3385.0,NOV,2020,,,,,,
UD Ajdovščina,72.0,81.0,144.0,156.0,86.0,210.0,749.0,NOV,2020,,,,,,
UD Idrija,36.0,45.0,72.0,84.0,36.0,73.0,346.0,NOV,2020,,,,,,
UD Nova Gorica,136.0,217.0,435.0,409.0,167.0,502.0,1866.0,NOV,2020,,,,,,
UD Tolmin,33.0,30.0,84.0,54.0,50.0,173.0,424.0,NOV,2020,,,,,,
OS Novo mesto,464.0,413.0,889.0,783.0,361.0,1012.0,3922.0,NOV,2020,,,,,,
UD Črnomelj,122.0,81.0,185.0,181.0,97.0,274.0,940.0,NOV,2020,,,,,,
UD Metlika,81.0,39.0,87.0,97.0,46.0,110.0,460.0,NOV,2020,,,,,,
UD Novo mesto,205.0,217.0,501.0,393.0,173.0,497.0,1986.0,NOV,2020,,,,,,
UD Trebnje,56.0,76.0,116.0,112.0,45.0,131.0,536.0,NOV,2020,,,,,,
OS Ptuj,438.0,412.0,663.0,661.0,441.0,758.0,3373.0,NOV,2020,,,,,,
UD Ormož,112.0,77.0,124.0,113.0,80.0,150.0,656.0,NOV,2020,,,,,,
UD Ptuj,326.0,335.0,539.0,548.0,361.0,608.0,2717.0,NOV,2020,,,,,,
OS Sevnica,379.0,358.0,643.0,652.0,365.0,1010.0,3407.0,NOV,2020,,,,,,
UD Brežice,105.0,129.0,186.0,234.0,131.0,356.0,1141.0,NOV,2020,,,,,,
UD Krško,195.0,157.0,325.0,286.0,159.0,436.0,1558.0,NOV,2020,,,,,,
UD Sevnica,79.0,72.0,132.0,132.0,75.0,218.0,708.0,NOV,2020,,,,,,
OS Trbovlje,269.0,265.0,601.0,553.0,269.0,640.0,2597.0,NOV,2020,,,,,,
UD Hrastnik,53.0,53.0,118.0,96.0,56.0,98.0,474.0,NOV,2020,,,,,,
UD Litija,85.0,58.0,120.0,132.0,57.0,154.0,606.0,NOV,2020,,,,,,
UD Trbovlje,75.0,91.0,239.0,209.0,98.0,244.0,956.0,NOV,2020,,,,,,
UD Zagorje,56.0,63.0,124.0,116.0,58.0,144.0,561.0,NOV,2020,,,,,,
OS Velenje,516.0,559.0,1010.0,896.0,476.0,1420.0,4877.0,NOV,2020,,,,,,
UD Dravograd,29.0,28.0,64.0,43.0,33.0,84.0,281.0,NOV,2020,,,,,,
UD Mozirje,54.0,73.0,108.0,110.0,51.0,135.0,531.0,NOV,2020,,,,,,
UD Radlje ob Dravi,52.0,63.0,112.0,131.0,88.0,161.0,607.0,NOV,2020,,,,,,
UD Ravne na Koroškem,109.0,102.0,155.0,137.0,73.0,204.0,780.0,NOV,2020,,,,,,
UD Slovenj Gradec,72.0,100.0,131.0,147.0,64.0,188.0,702.0,NOV,2020,,,,,,
UD Velenje,200.0,193.0,440.0,328.0,167.0,648.0,1976.0,NOV,2020,,,,,,
,,,,,,,,NOV,2020,,,,,,
,,,,,,,84139.0,NOV,2020,,,,,,
OS Celje,882.0,1038.0,1956.0,1919.0,1033.0,2417.0,9245.0,DEC,2020,,,,,,
UD Celje,295.0,379.0,712.0,686.0,308.0,700.0,3080.0,DEC,2020,,,,,,
UD Laško,56.0,59.0,139.0,120.0,68.0,178.0,620.0,DEC,2020,,,,,,
UD Slovenske Konjice,141.0,152.0,264.0,255.0,154.0,374.0,1340.0,DEC,2020,,,,,,
UD Šentjur,93.0,104.0,194.0,178.0,98.0,200.0,867.0,DEC,2020,,,,,,
UD Šmarje pri Jelšah,147.0,161.0,309.0,339.0,236.0,498.0,1690.0,DEC,2020,,,,,,
UD Žalec,150.0,183.0,338.0,341.0,169.0,467.0,1648.0,DEC,2020,,,,,,
OS Koper,493.0,624.0,1512.0,1488.0,689.0,1669.0,6475.0,DEC,2020,,,,,,
UD Ilirska Bistrica,35.0,33.0,102.0,94.0,52.0,124.0,440.0,DEC,2020,,,,,,
UD Izola,62.0,75.0,170.0,174.0,68.0,190.0,739.0,DEC,2020,,,,,,
UD Koper,196.0,253.0,619.0,568.0,280.0,650.0,2566.0,DEC,2020,,,,,,
UD Piran,60.0,94.0,236.0,267.0,117.0,228.0,1002.0,DEC,2020,,,,,,
UD Postojna,88.0,85.0,203.0,182.0,77.0,237.0,872.0,DEC,2020,,,,,,
UD Sežana,52.0,84.0,182.0,203.0,95.0,240.0,856.0,DEC,2020,,,,,,
OS Kranj,685.0,742.0,1530.0,1295.0,576.0,1567.0,6395.0,DEC,2020,,,,,,
UD Jesenice,141.0,109.0,241.0,209.0,78.0,199.0,977.0,DEC,2020,,,,,,
UD Kranj,273.0,325.0,721.0,605.0,251.0,751.0,2926.0,DEC,2020,,,,,,
UD Radovljica,108.0,128.0,264.0,245.0,118.0,255.0,1118.0,DEC,2020,,,,,,
UD Škofja Loka,111.0,116.0,201.0,147.0,87.0,265.0,927.0,DEC,2020,,,,,,
UD Tržič,52.0,64.0,103.0,89.0,42.0,97.0,447.0,DEC,2020,,,,,,
OS Ljubljana,1952.0,2922.0,6185.0,5438.0,2430.0,5893.0,24820.0,DEC,2020,,,,,,
UD Cerknica,56.0,44.0,100.0,79.0,40.0,131.0,450.0,DEC,2020,,,,,,
UD Domžale,166.0,206.0,445.0,429.0,243.0,424.0,1913.0,DEC,2020,,,,,,
UD Grosuplje,181.0,164.0,324.0,302.0,126.0,285.0,1382.0,DEC,2020,,,,,,
UD Kamnik,100.0,113.0,262.0,228.0,127.0,312.0,1142.0,DEC,2020,,,,,,
UD Kočevje,143.0,130.0,266.0,234.0,93.0,264.0,1130.0,DEC,2020,,,,,,
UD Ljubljana,1125.0,2045.0,4389.0,3818.0,1642.0,4100.0,17119.0,DEC,2020,,,,,,
UD Logatec,32.0,52.0,87.0,76.0,48.0,93.0,388.0,DEC,2020,,,,,,
UD Ribnica,63.0,61.0,90.0,62.0,33.0,64.0,373.0,DEC,2020,,,,,,
UD Vrhnika,86.0,107.0,222.0,210.0,78.0,220.0,923.0,DEC,2020,,,,,,
OS Maribor,1315.0,1439.0,2736.0,2506.0,1256.0,2824.0,12076.0,DEC,2020,,,,,,
UD Lenart,87.0,58.0,109.0,94.0,50.0,113.0,511.0,DEC,2020,,,,,,
UD Maribor,883.0,1052.0,2024.0,1801.0,912.0,2090.0,8762.0,DEC,2020,,,,,,
UD Pesnica,96.0,88.0,169.0,191.0,90.0,198.0,832.0,DEC,2020,,,,,,
UD Ruše,79.0,71.0,129.0,152.0,72.0,146.0,649.0,DEC,2020,,,,,,
UD Slovenska Bistrica,170.0,170.0,305.0,268.0,132.0,277.0,1322.0,DEC,2020,,,,,,
OS Murska Sobota,799.0,618.0,1120.0,1201.0,735.0,1538.0,6011.0,DEC,2020,,,,,,
UD Gornja Radgona,110.0,82.0,186.0,174.0,110.0,236.0,898.0,DEC,2020,,,,,,
UD Lendava,145.0,118.0,226.0,262.0,168.0,383.0,1302.0,DEC,2020,,,,,,
UD Ljutomer,103.0,75.0,127.0,133.0,88.0,198.0,724.0,DEC,2020,,,,,,
UD Murska Sobota,441.0,343.0,581.0,632.0,369.0,721.0,3087.0,DEC,2020,,,,,,
OS Nova Gorica,274.0,395.0,748.0,739.0,346.0,967.0,3469.0,DEC,2020,,,,,,
UD Ajdovščina,69.0,81.0,148.0,170.0,84.0,217.0,769.0,DEC,2020,,,,,,
UD Idrija,35.0,49.0,70.0,84.0,42.0,74.0,354.0,DEC,2020,,,,,,
UD Nova Gorica,138.0,230.0,444.0,434.0,168.0,505.0,1919.0,DEC,2020,,,,,,
UD Tolmin,32.0,35.0,86.0,51.0,52.0,171.0,427.0,DEC,2020,,,,,,
OS Novo mesto,468.0,412.0,907.0,807.0,374.0,1044.0,4012.0,DEC,2020,,,,,,
UD Črnomelj,118.0,85.0,182.0,181.0,93.0,279.0,938.0,DEC,2020,,,,,,
UD Metlika,77.0,39.0,88.0,100.0,51.0,115.0,470.0,DEC,2020,,,,,,
UD Novo mesto,217.0,212.0,513.0,409.0,187.0,512.0,2050.0,DEC,2020,,,,,,
UD Trebnje,56.0,76.0,124.0,117.0,43.0,138.0,554.0,DEC,2020,,,,,,
OS Ptuj,445.0,457.0,691.0,687.0,462.0,771.0,3513.0,DEC,2020,,,,,,
UD Ormož,110.0,89.0,128.0,117.0,85.0,154.0,683.0,DEC,2020,,,,,,
UD Ptuj,335.0,368.0,563.0,570.0,377.0,617.0,2830.0,DEC,2020,,,,,,
OS Sevnica,401.0,379.0,687.0,696.0,388.0,1037.0,3588.0,DEC,2020,,,,,,
UD Brežice,108.0,134.0,206.0,250.0,138.0,365.0,1201.0,DEC,2020,,,,,,
UD Krško,220.0,169.0,341.0,307.0,168.0,455.0,1660.0,DEC,2020,,,,,,
UD Sevnica,73.0,76.0,140.0,139.0,82.0,217.0,727.0,DEC,2020,,,,,,
OS Trbovlje,275.0,265.0,625.0,570.0,270.0,649.0,2654.0,DEC,2020,,,,,,
UD Hrastnik,57.0,51.0,122.0,99.0,58.0,103.0,490.0,DEC,2020,,,,,,
UD Litija,87.0,55.0,128.0,132.0,55.0,151.0,608.0,DEC,2020,,,,,,
UD Trbovlje,78.0,95.0,248.0,221.0,103.0,245.0,990.0,DEC,2020,,,,,,
UD Zagorje,53.0,64.0,127.0,118.0,54.0,150.0,566.0,DEC,2020,,,,,,
OS Velenje,497.0,559.0,1075.0,940.0,509.0,1445.0,5025.0,DEC,2020,,,,,,
UD Dravograd,29.0,29.0,65.0,44.0,34.0,82.0,283.0,DEC,2020,,,,,,
UD Mozirje,51.0,70.0,108.0,105.0,54.0,139.0,527.0,DEC,2020,,,,,,
UD Radlje ob Dravi,54.0,63.0,117.0,146.0,89.0,169.0,638.0,DEC,2020,,,,,,
UD Ravne na Koroškem,98.0,100.0,170.0,144.0,83.0,213.0,808.0,DEC,2020,,,,,,
UD Slovenj Gradec,71.0,103.0,140.0,153.0,68.0,188.0,723.0,DEC,2020,,,,,,
UD Velenje,194.0,194.0,475.0,348.0,181.0,654.0,2046.0,DEC,2020,,,,,,
,,,,,,,,DEC,2020,,,,,,
,,,,,,,87283.0,DEC,2020,,,,,,
OS Celje,,,,,,,9767.0,JAN,2021,901.0,1076.0,2099.0,2053.0,1096.0,2542.0
UD Celje,,,,,,,3271.0,JAN,2021,296.0,397.0,776.0,740.0,312.0,750.0
UD Laško,,,,,,,646.0,JAN,2021,56.0,62.0,148.0,121.0,73.0,186.0
UD Slovenske Konjice,,,,,,,1402.0,JAN,2021,145.0,159.0,272.0,273.0,159.0,394.0
UD Šentjur,,,,,,,888.0,JAN,2021,88.0,105.0,206.0,183.0,102.0,204.0
UD Šmarje pri Jelšah,,,,,,,1830.0,JAN,2021,155.0,163.0,335.0,366.0,276.0,535.0
UD Žalec,,,,,,,1730.0,JAN,2021,161.0,190.0,362.0,370.0,174.0,473.0
OS Koper,,,,,,,6851.0,JAN,2021,515.0,658.0,1595.0,1591.0,724.0,1768.0
UD Ilirska Bistrica,,,,,,,438.0,JAN,2021,33.0,33.0,92.0,103.0,50.0,127.0
UD Izola,,,,,,,789.0,JAN,2021,68.0,80.0,176.0,191.0,75.0,199.0
UD Koper,,,,,,,2718.0,JAN,2021,206.0,261.0,659.0,611.0,298.0,683.0
UD Piran,,,,,,,1082.0,JAN,2021,68.0,104.0,254.0,284.0,123.0,249.0
UD Postojna,,,,,,,902.0,JAN,2021,88.0,87.0,204.0,194.0,74.0,255.0
UD Sežana,,,,,,,922.0,JAN,2021,52.0,93.0,210.0,208.0,104.0,255.0
OS Kranj,,,,,,,6666.0,JAN,2021,703.0,764.0,1589.0,1377.0,610.0,1623.0
UD Jesenice,,,,,,,1037.0,JAN,2021,146.0,113.0,255.0,227.0,79.0,217.0
UD Kranj,,,,,,,3062.0,JAN,2021,290.0,322.0,754.0,647.0,275.0,774.0
UD Radovljica,,,,,,,1179.0,JAN,2021,108.0,146.0,274.0,260.0,128.0,263.0
UD Škofja Loka,,,,,,,940.0,JAN,2021,102.0,123.0,203.0,154.0,89.0,269.0
UD Tržič,,,,,,,448.0,JAN,2021,57.0,60.0,103.0,89.0,39.0,100.0
OS Ljubljana,,,,,,,25676.0,JAN,2021,1972.0,2974.0,6384.0,5647.0,2534.0,6165.0
UD Cerknica,,,,,,,436.0,JAN,2021,53.0,41.0,98.0,67.0,41.0,136.0
UD Domžale,,,,,,,1974.0,JAN,2021,170.0,210.0,460.0,443.0,254.0,437.0
UD Grosuplje,,,,,,,1403.0,JAN,2021,189.0,174.0,323.0,299.0,127.0,291.0
UD Kamnik,,,,,,,1164.0,JAN,2021,95.0,108.0,268.0,232.0,129.0,332.0
UD Kočevje,,,,,,,1190.0,JAN,2021,140.0,139.0,293.0,243.0,96.0,279.0
UD Ljubljana,,,,,,,17781.0,JAN,2021,1144.0,2094.0,4531.0,4001.0,1716.0,4295.0
UD Logatec,,,,,,,392.0,JAN,2021,34.0,46.0,85.0,83.0,48.0,96.0
UD Ribnica,,,,,,,392.0,JAN,2021,65.0,58.0,100.0,69.0,32.0,68.0
UD Vrhnika,,,,,,,944.0,JAN,2021,82.0,104.0,226.0,210.0,91.0,231.0
OS Maribor,,,,,,,12786.0,JAN,2021,1357.0,1521.0,2906.0,2655.0,1355.0,2992.0
UD Lenart,,,,,,,565.0,JAN,2021,89.0,73.0,123.0,101.0,55.0,124.0
UD Maribor,,,,,,,9211.0,JAN,2021,910.0,1085.0,2126.0,1911.0,980.0,2199.0
UD Pesnica,,,,,,,880.0,JAN,2021,98.0,103.0,184.0,191.0,99.0,205.0
UD Ruše,,,,,,,701.0,JAN,2021,84.0,77.0,142.0,162.0,78.0,158.0
UD Slovenska Bistrica,,,,,,,1429.0,JAN,2021,176.0,183.0,331.0,290.0,143.0,306.0
OS Murska Sobota,,,,,,,6513.0,JAN,2021,841.0,658.0,1247.0,1312.0,793.0,1662.0
UD Gornja Radgona,,,,,,,950.0,JAN,2021,111.0,83.0,206.0,187.0,109.0,254.0
UD Lendava,,,,,,,1398.0,JAN,2021,151.0,121.0,247.0,281.0,188.0,410.0
UD Ljutomer,,,,,,,768.0,JAN,2021,107.0,80.0,140.0,143.0,94.0,204.0
UD Murska Sobota,,,,,,,3397.0,JAN,2021,472.0,374.0,654.0,701.0,402.0,794.0
OS Nova Gorica,,,,,,,3615.0,JAN,2021,287.0,409.0,784.0,749.0,364.0,1022.0
UD Ajdovščina,,,,,,,789.0,JAN,2021,67.0,80.0,151.0,167.0,91.0,233.0
UD Idrija,,,,,,,368.0,JAN,2021,37.0,51.0,73.0,86.0,42.0,79.0
UD Nova Gorica,,,,,,,1985.0,JAN,2021,146.0,237.0,460.0,437.0,178.0,527.0
UD Tolmin,,,,,,,473.0,JAN,2021,37.0,41.0,100.0,59.0,53.0,183.0
OS Novo mesto,,,,,,,4142.0,JAN,2021,460.0,428.0,942.0,817.0,395.0,1100.0
UD Črnomelj,,,,,,,952.0,JAN,2021,116.0,88.0,186.0,175.0,96.0,291.0
UD Metlika,,,,,,,476.0,JAN,2021,74.0,42.0,92.0,101.0,54.0,113.0
UD Novo mesto,,,,,,,2135.0,JAN,2021,215.0,224.0,533.0,420.0,194.0,549.0
UD Trebnje,,,,,,,579.0,JAN,2021,55.0,74.0,131.0,121.0,51.0,147.0
OS Ptuj,,,,,,,3705.0,JAN,2021,462.0,480.0,738.0,723.0,473.0,829.0
UD Ormož,,,,,,,706.0,JAN,2021,107.0,90.0,137.0,122.0,84.0,166.0
UD Ptuj,,,,,,,2999.0,JAN,2021,355.0,390.0,601.0,601.0,389.0,663.0
OS Sevnica,,,,,,,3771.0,JAN,2021,403.0,381.0,723.0,747.0,414.0,1103.0
UD Brežice,,,,,,,1254.0,JAN,2021,115.0,125.0,219.0,262.0,144.0,389.0
UD Krško,,,,,,,1715.0,JAN,2021,215.0,174.0,355.0,330.0,175.0,466.0
UD Sevnica,,,,,,,802.0,JAN,2021,73.0,82.0,149.0,155.0,95.0,248.0
OS Trbovlje,,,,,,,2750.0,JAN,2021,274.0,264.0,644.0,585.0,283.0,700.0
UD Hrastnik,,,,,,,513.0,JAN,2021,59.0,57.0,122.0,104.0,59.0,112.0
UD Litija,,,,,,,622.0,JAN,2021,83.0,53.0,134.0,133.0,56.0,163.0
UD Trbovlje,,,,,,,1025.0,JAN,2021,77.0,93.0,258.0,227.0,108.0,262.0
UD Zagorje,,,,,,,590.0,JAN,2021,55.0,61.0,130.0,121.0,60.0,163.0
OS Velenje,,,,,,,5257.0,JAN,2021,499.0,563.0,1139.0,988.0,541.0,1527.0
UD Dravograd,,,,,,,314.0,JAN,2021,32.0,28.0,73.0,53.0,43.0,85.0
UD Mozirje,,,,,,,533.0,JAN,2021,51.0,67.0,109.0,104.0,55.0,147.0
UD Radlje ob Dravi,,,,,,,672.0,JAN,2021,53.0,66.0,129.0,154.0,95.0,175.0
UD Ravne na Koroškem,,,,,,,866.0,JAN,2021,108.0,108.0,188.0,148.0,84.0,230.0
UD Slovenj Gradec,,,,,,,755.0,JAN,2021,79.0,99.0,158.0,154.0,67.0,198.0
UD Velenje,,,,,,,2117.0,JAN,2021,176.0,195.0,482.0,375.0,197.0,692.0
OS Celje,,,,,,,9394.0,FEB,2021,868.0,1020.0,2036.0,1929.0,1039.0,2502.0
UD Celje,,,,,,,3130.0,FEB,2021,294.0,387.0,742.0,683.0,296.0,728.0
UD Laško,,,,,,,633.0,FEB,2021,50.0,56.0,149.0,118.0,72.0,188.0
UD Slovenske Konjice,,,,,,,1337.0,FEB,2021,134.0,147.0,263.0,252.0,151.0,390.0
UD Šentjur,,,,,,,875.0,FEB,2021,82.0,106.0,200.0,179.0,97.0,211.0
UD Šmarje pri Jelšah,,,,,,,1762.0,FEB,2021,157.0,149.0,328.0,356.0,253.0,519.0
UD Žalec,,,,,,,1657.0,FEB,2021,151.0,175.0,354.0,341.0,170.0,466.0
OS Koper,,,,,,,6687.0,FEB,2021,502.0,658.0,1532.0,1570.0,705.0,1720.0
UD Ilirska Bistrica,,,,,,,420.0,FEB,2021,34.0,31.0,90.0,91.0,48.0,126.0
UD Izola,,,,,,,782.0,FEB,2021,67.0,76.0,175.0,192.0,74.0,198.0
UD Koper,,,,,,,2646.0,FEB,2021,197.0,260.0,638.0,605.0,291.0,655.0
UD Piran,,,,,,,1075.0,FEB,2021,62.0,104.0,250.0,288.0,123.0,248.0
UD Postojna,,,,,,,865.0,FEB,2021,85.0,88.0,191.0,187.0,74.0,240.0
UD Sežana,,,,,,,899.0,FEB,2021,57.0,99.0,188.0,207.0,95.0,253.0
OS Kranj,,,,,,,6302.0,FEB,2021,604.0,715.0,1515.0,1308.0,588.0,1572.0
UD Jesenice,,,,,,,1012.0,FEB,2021,135.0,110.0,248.0,227.0,78.0,214.0
UD Kranj,,,,,,,2852.0,FEB,2021,233.0,297.0,710.0,598.0,263.0,751.0
UD Radovljica,,,,,,,1140.0,FEB,2021,101.0,143.0,260.0,253.0,123.0,260.0
UD Škofja Loka,,,,,,,891.0,FEB,2021,89.0,117.0,195.0,147.0,85.0,258.0
UD Tržič,,,,,,,407.0,FEB,2021,46.0,48.0,102.0,83.0,39.0,89.0
OS Ljubljana,,,,,,,25003.0,FEB,2021,1903.0,2831.0,6222.0,5533.0,2418.0,6096.0
UD Cerknica,,,,,,,423.0,FEB,2021,41.0,43.0,97.0,65.0,40.0,137.0
UD Domžale,,,,,,,1914.0,FEB,2021,167.0,203.0,439.0,425.0,248.0,432.0
UD Grosuplje,,,,,,,1366.0,FEB,2021,187.0,161.0,321.0,288.0,125.0,284.0
UD Kamnik,,,,,,,1086.0,FEB,2021,85.0,101.0,244.0,228.0,115.0,313.0
UD Kočevje,,,,,,,1140.0,FEB,2021,138.0,129.0,272.0,231.0,97.0,273.0
UD Ljubljana,,,,,,,17400.0,FEB,2021,1116.0,1993.0,4447.0,3941.0,1631.0,4272.0
UD Logatec,,,,,,,378.0,FEB,2021,34.0,42.0,83.0,82.0,45.0,92.0
UD Ribnica,,,,,,,386.0,FEB,2021,62.0,58.0,98.0,68.0,33.0,67.0
UD Vrhnika,,,,,,,910.0,FEB,2021,73.0,101.0,221.0,205.0,84.0,226.0
OS Maribor,,,,,,,12215.0,FEB,2021,1319.0,1451.0,2746.0,2555.0,1267.0,2877.0
UD Lenart,,,,,,,511.0,FEB,2021,83.0,67.0,110.0,88.0,55.0,108.0
UD Maribor,,,,,,,8868.0,FEB,2021,895.0,1047.0,2030.0,1848.0,925.0,2123.0
UD Pesnica,,,,,,,821.0,FEB,2021,97.0,95.0,166.0,181.0,89.0,193.0
UD Ruše,,,,,,,671.0,FEB,2021,84.0,67.0,137.0,163.0,66.0,154.0
UD Slovenska Bistrica,,,,,,,1344.0,FEB,2021,160.0,175.0,303.0,275.0,132.0,299.0
OS Murska Sobota,,,,,,,6164.0,FEB,2021,778.0,632.0,1179.0,1250.0,732.0,1593.0
UD Gornja Radgona,,,,,,,908.0,FEB,2021,94.0,80.0,205.0,182.0,105.0,242.0
UD Lendava,,,,,,,1348.0,FEB,2021,139.0,123.0,231.0,273.0,173.0,409.0
UD Ljutomer,,,,,,,723.0,FEB,2021,97.0,79.0,128.0,139.0,87.0,193.0
UD Murska Sobota,,,,,,,3185.0,FEB,2021,448.0,350.0,615.0,656.0,367.0,749.0
OS Nova Gorica,,,,,,,3510.0,FEB,2021,257.0,382.0,755.0,742.0,354.0,1020.0
UD Ajdovščina,,,,,,,760.0,FEB,2021,61.0,74.0,149.0,160.0,88.0,228.0
UD Idrija,,,,,,,353.0,FEB,2021,32.0,48.0,70.0,84.0,41.0,78.0
UD Nova Gorica,,,,,,,1940.0,FEB,2021,134.0,226.0,442.0,438.0,171.0,529.0
UD Tolmin,,,,,,,457.0,FEB,2021,30.0,34.0,94.0,60.0,54.0,185.0
OS Novo mesto,,,,,,,3995.0,FEB,2021,432.0,404.0,879.0,795.0,388.0,1097.0
UD Črnomelj,,,,,,,917.0,FEB,2021,117.0,83.0,167.0,168.0,89.0,293.0
UD Metlika,,,,,,,464.0,FEB,2021,67.0,39.0,88.0,102.0,53.0,115.0
UD Novo mesto,,,,,,,2060.0,FEB,2021,198.0,213.0,507.0,406.0,193.0,543.0
UD Trebnje,,,,,,,554.0,FEB,2021,50.0,69.0,117.0,119.0,53.0,146.0
OS Ptuj,,,,,,,3591.0,FEB,2021,433.0,448.0,718.0,708.0,477.0,807.0
UD Ormož,,,,,,,686.0,FEB,2021,102.0,83.0,135.0,116.0,89.0,161.0
UD Ptuj,,,,,,,2905.0,FEB,2021,331.0,365.0,583.0,592.0,388.0,646.0
OS Sevnica,,,,,,,3615.0,FEB,2021,385.0,347.0,679.0,709.0,403.0,1092.0
UD Brežice,,,,,,,1203.0,FEB,2021,116.0,119.0,205.0,241.0,139.0,383.0
UD Krško,,,,,,,1643.0,FEB,2021,198.0,163.0,334.0,321.0,170.0,457.0
UD Sevnica,,,,,,,769.0,FEB,2021,71.0,65.0,140.0,147.0,94.0,252.0
OS Trbovlje,,,,,,,2663.0,FEB,2021,263.0,242.0,623.0,588.0,268.0,679.0
UD Hrastnik,,,,,,,496.0,FEB,2021,57.0,51.0,114.0,102.0,59.0,113.0
UD Litija,,,,,,,624.0,FEB,2021,82.0,52.0,138.0,136.0,56.0,160.0
UD Trbovlje,,,,,,,988.0,FEB,2021,75.0,82.0,249.0,229.0,99.0,254.0
UD Zagorje,,,,,,,555.0,FEB,2021,49.0,57.0,122.0,121.0,54.0,152.0
OS Velenje,,,,,,,4912.0,FEB,2021,443.0,507.0,1046.0,901.0,511.0,1504.0
UD Dravograd,,,,,,,283.0,FEB,2021,29.0,26.0,62.0,43.0,40.0,83.0
