Urad za delo,15 do 24 let,25 do 29 let,30 do 39 let,40 do 49 let,50 do 54 let,55 ali več,Skupaj,month,year,"15-24
let","25-29
let","30-39
let","40-49
let","50-54
let","55 let
ali več"
OS Maribor,,,,,,,7500.0,JUN,2022,650.0,770.0,1632.0,1561.0,739.0,2148.0
UD Lenart,,,,,,,254.0,JUN,2022,36.0,23.0,52.0,31.0,22.0,90.0
UD Maribor,,,,,,,5685.0,JUN,2022,476.0,571.0,1261.0,1202.0,582.0,1593.0
UD Pesnica,,,,,,,477.0,JUN,2022,38.0,45.0,95.0,93.0,44.0,162.0
UD Ruše,,,,,,,329.0,JUN,2022,28.0,41.0,69.0,68.0,37.0,86.0
UD Slovenska Bistrica,,,,,,,755.0,JUN,2022,72.0,90.0,155.0,167.0,54.0,217.0
OS Murska Sobota,,,,,,,3297.0,JUN,2022,382.0,297.0,592.0,620.0,371.0,1035.0
UD Gornja Radgona,,,,,,,475.0,JUN,2022,41.0,32.0,94.0,83.0,56.0,169.0
UD Lendava,,,,,,,789.0,JUN,2022,81.0,67.0,121.0,137.0,98.0,285.0
UD Ljutomer,,,,,,,388.0,JUN,2022,36.0,34.0,74.0,63.0,49.0,132.0
UD Murska Sobota,,,,,,,1645.0,JUN,2022,224.0,164.0,303.0,337.0,168.0,449.0
OS Nova Gorica,,,,,,,1996.0,JUN,2022,113.0,188.0,352.0,430.0,197.0,716.0
UD Ajdovščina,,,,,,,497.0,JUN,2022,32.0,43.0,81.0,110.0,48.0,183.0
UD Idrija,,,,,,,172.0,JUN,2022,10.0,20.0,32.0,42.0,14.0,54.0
UD Nova Gorica,,,,,,,1095.0,JUN,2022,62.0,109.0,203.0,251.0,110.0,360.0
UD Tolmin,,,,,,,232.0,JUN,2022,9.0,16.0,36.0,27.0,25.0,119.0
OS Novo mesto,,,,,,,2910.0,JUN,2022,332.0,289.0,615.0,563.0,249.0,862.0
UD Črnomelj,,,,,,,663.0,JUN,2022,93.0,63.0,135.0,114.0,47.0,211.0
UD Metlika,,,,,,,325.0,JUN,2022,41.0,30.0,57.0,76.0,37.0,84.0
UD Novo mesto,,,,,,,1558.0,JUN,2022,174.0,157.0,342.0,285.0,139.0,461.0
UD Trebnje,,,,,,,364.0,JUN,2022,24.0,39.0,81.0,88.0,26.0,106.0
OS Ptuj,,,,,,,2061.0,JUN,2022,211.0,219.0,370.0,377.0,250.0,634.0
UD Ormož,,,,,,,433.0,JUN,2022,59.0,31.0,66.0,81.0,58.0,138.0
UD Ptuj,,,,,,,1628.0,JUN,2022,152.0,188.0,304.0,296.0,192.0,496.0
OS Sevnica,,,,,,,2390.0,JUN,2022,262.0,194.0,442.0,467.0,254.0,771.0
UD Brežice,,,,,,,811.0,JUN,2022,76.0,62.0,142.0,148.0,91.0,292.0
UD Krško,,,,,,,1152.0,JUN,2022,140.0,87.0,216.0,232.0,121.0,356.0
UD Sevnica,,,,,,,427.0,JUN,2022,46.0,45.0,84.0,87.0,42.0,123.0
OS Trbovlje,,,,,,,1789.0,JUN,2022,163.0,158.0,398.0,404.0,170.0,496.0
UD Hrastnik,,,,,,,335.0,JUN,2022,39.0,26.0,72.0,58.0,47.0,93.0
UD Litija,,,,,,,394.0,JUN,2022,29.0,44.0,92.0,94.0,23.0,112.0
UD Trbovlje,,,,,,,677.0,JUN,2022,56.0,55.0,145.0,172.0,63.0,186.0
UD Zagorje,,,,,,,383.0,JUN,2022,39.0,33.0,89.0,80.0,37.0,105.0
OS Velenje,,,,,,,3285.0,JUN,2022,286.0,302.0,588.0,576.0,297.0,1236.0
UD Dravograd,,,,,,,163.0,JUN,2022,11.0,14.0,30.0,21.0,15.0,72.0
UD Mozirje,,,,,,,349.0,JUN,2022,33.0,31.0,81.0,59.0,23.0,122.0
UD Radlje ob Dravi,,,,,,,399.0,JUN,2022,32.0,33.0,66.0,79.0,56.0,133.0
UD Ravne na Koroškem,,,,,,,518.0,JUN,2022,55.0,59.0,104.0,86.0,49.0,165.0
UD Slovenj Gradec,,,,,,,558.0,JUN,2022,48.0,66.0,81.0,95.0,58.0,210.0
UD Velenje,,,,,,,1298.0,JUN,2022,107.0,99.0,226.0,236.0,96.0,534.0
OS Celje,,,,,,,6138.0,JUL,2022,464.0,536.0,1200.0,1300.0,657.0,1981.0
UD Celje,,,,,,,1925.0,JUL,2022,165.0,174.0,442.0,458.0,185.0,501.0
UD Laško,,,,,,,437.0,JUL,2022,26.0,40.0,92.0,84.0,48.0,147.0
UD Slovenske Konjice,,,,,,,902.0,JUL,2022,67.0,76.0,139.0,170.0,90.0,360.0
UD Šentjur,,,,,,,621.0,JUL,2022,40.0,62.0,118.0,138.0,73.0,190.0
UD Šmarje pri Jelšah,,,,,,,1151.0,JUL,2022,78.0,95.0,197.0,219.0,146.0,416.0
UD Žalec,,,,,,,1102.0,JUL,2022,88.0,89.0,212.0,231.0,115.0,367.0
OS Koper,,,,,,,3529.0,JUL,2022,211.0,316.0,760.0,841.0,348.0,1053.0
UD Ilirska Bistrica,,,,,,,219.0,JUL,2022,17.0,14.0,41.0,47.0,24.0,76.0
UD Izola,,,,,,,328.0,JUL,2022,21.0,30.0,74.0,85.0,29.0,89.0
UD Koper,,,,,,,1599.0,JUL,2022,91.0,153.0,368.0,380.0,151.0,456.0
UD Piran,,,,,,,470.0,JUL,2022,20.0,30.0,96.0,128.0,42.0,154.0
UD Postojna,,,,,,,427.0,JUL,2022,36.0,48.0,86.0,82.0,46.0,129.0
UD Sežana,,,,,,,486.0,JUL,2022,26.0,41.0,95.0,119.0,56.0,149.0
OS Kranj,,,,,,,3289.0,JUL,2022,261.0,318.0,715.0,663.0,290.0,1042.0
UD Jesenice,,,,,,,439.0,JUL,2022,49.0,47.0,90.0,111.0,40.0,102.0
UD Kranj,,,,,,,1574.0,JUL,2022,122.0,131.0,342.0,333.0,154.0,492.0
UD Radovljica,,,,,,,521.0,JUL,2022,31.0,56.0,125.0,89.0,50.0,170.0
UD Škofja Loka,,,,,,,534.0,JUL,2022,39.0,58.0,110.0,90.0,33.0,204.0
UD Tržič,,,,,,,221.0,JUL,2022,20.0,26.0,48.0,40.0,13.0,74.0
OS Ljubljana,,,,,,,15978.0,JUL,2022,1012.0,1637.0,3780.0,3653.0,1523.0,4373.0
UD Cerknica,,,,,,,254.0,JUL,2022,22.0,27.0,63.0,49.0,12.0,81.0
UD Domžale,,,,,,,1362.0,JUL,2022,92.0,131.0,305.0,299.0,146.0,389.0
UD Grosuplje,,,,,,,799.0,JUL,2022,86.0,85.0,196.0,165.0,55.0,212.0
UD Kamnik,,,,,,,701.0,JUL,2022,55.0,66.0,135.0,139.0,75.0,231.0
UD Kočevje,,,,,,,740.0,JUL,2022,103.0,88.0,198.0,162.0,66.0,123.0
UD Ljubljana,,,,,,,11009.0,JUL,2022,545.0,1116.0,2647.0,2593.0,1076.0,3032.0
UD Logatec,,,,,,,289.0,JUL,2022,20.0,29.0,61.0,73.0,24.0,82.0
UD Ribnica,,,,,,,227.0,JUL,2022,42.0,37.0,54.0,38.0,13.0,43.0
UD Vrhnika,,,,,,,597.0,JUL,2022,47.0,58.0,121.0,135.0,56.0,180.0
OS Maribor,,,,,,,7508.0,JUL,2022,630.0,790.0,1636.0,1575.0,754.0,2123.0
UD Lenart,,,,,,,255.0,JUL,2022,29.0,22.0,52.0,33.0,24.0,95.0
UD Maribor,,,,,,,5709.0,JUL,2022,468.0,588.0,1263.0,1210.0,597.0,1583.0
UD Pesnica,,,,,,,468.0,JUL,2022,37.0,50.0,87.0,88.0,49.0,157.0
UD Ruše,,,,,,,333.0,JUL,2022,26.0,40.0,68.0,77.0,32.0,90.0
UD Slovenska Bistrica,,,,,,,743.0,JUL,2022,70.0,90.0,166.0,167.0,52.0,198.0
OS Murska Sobota,,,,,,,3321.0,JUL,2022,374.0,309.0,621.0,618.0,362.0,1037.0
UD Gornja Radgona,,,,,,,483.0,JUL,2022,42.0,33.0,99.0,87.0,53.0,169.0
UD Lendava,,,,,,,791.0,JUL,2022,79.0,73.0,124.0,132.0,93.0,290.0
UD Ljutomer,,,,,,,392.0,JUL,2022,38.0,35.0,79.0,66.0,48.0,126.0
UD Murska Sobota,,,,,,,1655.0,JUL,2022,215.0,168.0,319.0,333.0,168.0,452.0
OS Nova Gorica,,,,,,,2003.0,JUL,2022,117.0,192.0,372.0,434.0,199.0,689.0
UD Ajdovščina,,,,,,,506.0,JUL,2022,31.0,47.0,90.0,114.0,49.0,175.0
UD Idrija,,,,,,,174.0,JUL,2022,11.0,17.0,35.0,42.0,14.0,55.0
UD Nova Gorica,,,,,,,1089.0,JUL,2022,64.0,110.0,211.0,252.0,111.0,341.0
UD Tolmin,,,,,,,234.0,JUL,2022,11.0,18.0,36.0,26.0,25.0,118.0
OS Novo mesto,,,,,,,2952.0,JUL,2022,327.0,310.0,629.0,576.0,249.0,861.0
UD Črnomelj,,,,,,,677.0,JUL,2022,90.0,70.0,145.0,115.0,49.0,208.0
UD Metlika,,,,,,,320.0,JUL,2022,40.0,30.0,55.0,74.0,35.0,86.0
UD Novo mesto,,,,,,,1591.0,JUL,2022,174.0,172.0,348.0,302.0,137.0,458.0
UD Trebnje,,,,,,,364.0,JUL,2022,23.0,38.0,81.0,85.0,28.0,109.0
OS Ptuj,,,,,,,2087.0,JUL,2022,207.0,219.0,393.0,386.0,246.0,636.0
UD Ormož,,,,,,,433.0,JUL,2022,54.0,30.0,75.0,81.0,51.0,142.0
UD Ptuj,,,,,,,1654.0,JUL,2022,153.0,189.0,318.0,305.0,195.0,494.0
OS Sevnica,,,,,,,2408.0,JUL,2022,261.0,210.0,457.0,471.0,257.0,752.0
UD Brežice,,,,,,,810.0,JUL,2022,76.0,66.0,144.0,145.0,93.0,286.0
UD Krško,,,,,,,1177.0,JUL,2022,140.0,99.0,222.0,242.0,121.0,353.0
UD Sevnica,,,,,,,421.0,JUL,2022,45.0,45.0,91.0,84.0,43.0,113.0
OS Trbovlje,,,,,,,1799.0,JUL,2022,150.0,170.0,409.0,415.0,164.0,491.0
UD Hrastnik,,,,,,,337.0,JUL,2022,35.0,29.0,76.0,61.0,45.0,91.0
UD Litija,,,,,,,399.0,JUL,2022,30.0,46.0,93.0,97.0,23.0,110.0
UD Trbovlje,,,,,,,689.0,JUL,2022,52.0,62.0,150.0,174.0,62.0,189.0
UD Zagorje,,,,,,,374.0,JUL,2022,33.0,33.0,90.0,83.0,34.0,101.0
OS Velenje,,,,,,,3329.0,JUL,2022,273.0,327.0,630.0,589.0,300.0,1210.0
UD Dravograd,,,,,,,155.0,JUL,2022,10.0,12.0,31.0,20.0,14.0,68.0
UD Mozirje,,,,,,,359.0,JUL,2022,30.0,36.0,82.0,66.0,25.0,120.0
UD Radlje ob Dravi,,,,,,,402.0,JUL,2022,29.0,31.0,69.0,81.0,57.0,135.0
UD Ravne na Koroškem,,,,,,,540.0,JUL,2022,54.0,72.0,115.0,92.0,44.0,163.0
UD Slovenj Gradec,,,,,,,552.0,JUL,2022,46.0,63.0,87.0,93.0,59.0,204.0
UD Velenje,,,,,,,1321.0,JUL,2022,104.0,113.0,246.0,237.0,101.0,520.0
OS Celje,,,,,,,6117.0,AVG,2022,448.0,540.0,1194.0,1325.0,650.0,1960.0
UD Celje,,,,,,,1923.0,AVG,2022,161.0,170.0,436.0,480.0,185.0,491.0
UD Laško,,,,,,,440.0,AVG,2022,27.0,40.0,91.0,81.0,48.0,153.0
UD Slovenske Konjice,,,,,,,916.0,AVG,2022,65.0,86.0,145.0,171.0,91.0,358.0
UD Šentjur,,,,,,,610.0,AVG,2022,38.0,56.0,119.0,139.0,71.0,187.0
UD Šmarje pri Jelšah,,,,,,,1140.0,AVG,2022,74.0,98.0,194.0,221.0,143.0,410.0
UD Žalec,,,,,,,1088.0,AVG,2022,83.0,90.0,209.0,233.0,112.0,361.0
OS Koper,,,,,,,3559.0,AVG,2022,210.0,322.0,790.0,843.0,370.0,1024.0
UD Ilirska Bistrica,,,,,,,233.0,AVG,2022,16.0,17.0,48.0,51.0,29.0,72.0
UD Izola,,,,,,,334.0,AVG,2022,23.0,35.0,71.0,78.0,37.0,90.0
UD Koper,,,,,,,1608.0,AVG,2022,94.0,144.0,388.0,374.0,164.0,444.0
UD Piran,,,,,,,465.0,AVG,2022,17.0,34.0,98.0,129.0,41.0,146.0
UD Postojna,,,,,,,441.0,AVG,2022,36.0,48.0,88.0,95.0,45.0,129.0
UD Sežana,,,,,,,478.0,AVG,2022,24.0,44.0,97.0,116.0,54.0,143.0
OS Kranj,,,,,,,3259.0,AVG,2022,253.0,330.0,716.0,652.0,279.0,1029.0
UD Jesenice,,,,,,,446.0,AVG,2022,50.0,51.0,96.0,110.0,41.0,98.0
UD Kranj,,,,,,,1556.0,AVG,2022,116.0,143.0,341.0,327.0,144.0,485.0
UD Radovljica,,,,,,,506.0,AVG,2022,28.0,51.0,121.0,89.0,45.0,172.0
UD Škofja Loka,,,,,,,518.0,AVG,2022,37.0,55.0,106.0,86.0,36.0,198.0
UD Tržič,,,,,,,233.0,AVG,2022,22.0,30.0,52.0,40.0,13.0,76.0
OS Ljubljana,,,,,,,15738.0,AVG,2022,988.0,1625.0,3709.0,3608.0,1502.0,4306.0
UD Cerknica,,,,,,,257.0,AVG,2022,20.0,29.0,62.0,54.0,14.0,78.0
UD Domžale,,,,,,,1344.0,AVG,2022,92.0,135.0,299.0,297.0,139.0,382.0
UD Grosuplje,,,,,,,804.0,AVG,2022,85.0,83.0,209.0,169.0,48.0,210.0
UD Kamnik,,,,,,,688.0,AVG,2022,56.0,64.0,132.0,140.0,74.0,222.0
UD Kočevje,,,,,,,722.0,AVG,2022,102.0,85.0,191.0,156.0,66.0,122.0
UD Ljubljana,,,,,,,10821.0,AVG,2022,527.0,1106.0,2585.0,2557.0,1063.0,2983.0
UD Logatec,,,,,,,290.0,AVG,2022,21.0,26.0,63.0,71.0,25.0,84.0
UD Ribnica,,,,,,,230.0,AVG,2022,45.0,40.0,48.0,39.0,16.0,42.0
UD Vrhnika,,,,,,,582.0,AVG,2022,40.0,57.0,120.0,125.0,57.0,183.0
OS Maribor,,,,,,,7399.0,AVG,2022,608.0,777.0,1626.0,1555.0,751.0,2082.0
UD Lenart,,,,,,,271.0,AVG,2022,26.0,31.0,53.0,43.0,23.0,95.0
UD Maribor,,,,,,,5621.0,AVG,2022,451.0,578.0,1253.0,1193.0,594.0,1552.0
UD Pesnica,,,,,,,464.0,AVG,2022,36.0,46.0,94.0,80.0,47.0,161.0
UD Ruše,,,,,,,316.0,AVG,2022,27.0,40.0,70.0,66.0,31.0,82.0
UD Slovenska Bistrica,,,,,,,727.0,AVG,2022,68.0,82.0,156.0,173.0,56.0,192.0
OS Murska Sobota,,,,,,,3306.0,AVG,2022,359.0,323.0,622.0,615.0,350.0,1037.0
UD Gornja Radgona,,,,,,,478.0,AVG,2022,42.0,34.0,96.0,87.0,52.0,167.0
UD Lendava,,,,,,,809.0,AVG,2022,83.0,76.0,124.0,142.0,88.0,296.0
UD Ljutomer,,,,,,,393.0,AVG,2022,37.0,43.0,77.0,61.0,45.0,130.0
UD Murska Sobota,,,,,,,1626.0,AVG,2022,197.0,170.0,325.0,325.0,165.0,444.0
OS Nova Gorica,,,,,,,1991.0,AVG,2022,117.0,185.0,385.0,439.0,191.0,674.0
UD Ajdovščina,,,,,,,517.0,AVG,2022,31.0,47.0,96.0,117.0,50.0,176.0
UD Idrija,,,,,,,173.0,AVG,2022,10.0,19.0,41.0,41.0,12.0,50.0
UD Nova Gorica,,,,,,,1062.0,AVG,2022,65.0,103.0,207.0,257.0,102.0,328.0
UD Tolmin,,,,,,,239.0,AVG,2022,11.0,16.0,41.0,24.0,27.0,120.0
OS Novo mesto,,,,,,,2995.0,AVG,2022,340.0,319.0,640.0,577.0,256.0,863.0
UD Črnomelj,,,,,,,685.0,AVG,2022,95.0,68.0,146.0,117.0,52.0,207.0
UD Metlika,,,,,,,329.0,AVG,2022,42.0,34.0,55.0,76.0,38.0,84.0
UD Novo mesto,,,,,,,1611.0,AVG,2022,180.0,176.0,350.0,305.0,137.0,463.0
UD Trebnje,,,,,,,370.0,AVG,2022,23.0,41.0,89.0,79.0,29.0,109.0
OS Ptuj,,,,,,,2055.0,AVG,2022,203.0,210.0,382.0,390.0,243.0,627.0
UD Ormož,,,,,,,404.0,AVG,2022,49.0,27.0,74.0,74.0,44.0,136.0
UD Ptuj,,,,,,,1651.0,AVG,2022,154.0,183.0,308.0,316.0,199.0,491.0
OS Sevnica,,,,,,,2397.0,AVG,2022,266.0,213.0,463.0,465.0,255.0,735.0
UD Brežice,,,,,,,812.0,AVG,2022,81.0,63.0,143.0,151.0,92.0,282.0
UD Krško,,,,,,,1176.0,AVG,2022,143.0,105.0,228.0,234.0,120.0,346.0
UD Sevnica,,,,,,,409.0,AVG,2022,42.0,45.0,92.0,80.0,43.0,107.0
OS Trbovlje,,,,,,,1773.0,AVG,2022,150.0,181.0,406.0,408.0,157.0,471.0
UD Hrastnik,,,,,,,338.0,AVG,2022,37.0,35.0,75.0,61.0,43.0,87.0
UD Litija,,,,,,,402.0,AVG,2022,30.0,48.0,91.0,100.0,25.0,108.0
UD Trbovlje,,,,,,,672.0,AVG,2022,52.0,69.0,145.0,167.0,61.0,178.0
UD Zagorje,,,,,,,361.0,AVG,2022,31.0,29.0,95.0,80.0,28.0,98.0
OS Velenje,,,,,,,3346.0,AVG,2022,282.0,327.0,653.0,603.0,303.0,1178.0
UD Dravograd,,,,,,,152.0,AVG,2022,10.0,13.0,26.0,25.0,13.0,65.0
UD Mozirje,,,,,,,365.0,AVG,2022,32.0,36.0,89.0,69.0,25.0,114.0
UD Radlje ob Dravi,,,,,,,397.0,AVG,2022,28.0,34.0,71.0,81.0,52.0,131.0
UD Ravne na Koroškem,,,,,,,546.0,AVG,2022,56.0,68.0,122.0,89.0,47.0,164.0
UD Slovenj Gradec,,,,,,,538.0,AVG,2022,49.0,59.0,88.0,93.0,58.0,191.0
UD Velenje,,,,,,,1348.0,AVG,2022,107.0,117.0,257.0,246.0,108.0,513.0
OS Celje,,,,,,,5901.0,SEP,2022,463.0,484.0,1124.0,1272.0,643.0,1915.0
UD Celje,,,,,,,1817.0,SEP,2022,156.0,150.0,401.0,453.0,185.0,472.0
UD Laško,,,,,,,410.0,SEP,2022,24.0,35.0,86.0,72.0,44.0,149.0
UD Slovenske Konjice,,,,,,,882.0,SEP,2022,68.0,81.0,141.0,164.0,84.0,344.0
UD Šentjur,,,,,,,622.0,SEP,2022,43.0,57.0,120.0,140.0,73.0,189.0
UD Šmarje pri Jelšah,,,,,,,1115.0,SEP,2022,82.0,84.0,184.0,212.0,151.0,402.0
UD Žalec,,,,,,,1055.0,SEP,2022,90.0,77.0,192.0,231.0,106.0,359.0
OS Koper,,,,,,,3518.0,SEP,2022,225.0,315.0,767.0,854.0,368.0,989.0
UD Ilirska Bistrica,,,,,,,230.0,SEP,2022,13.0,16.0,42.0,56.0,30.0,73.0
UD Izola,,,,,,,323.0,SEP,2022,25.0,29.0,65.0,82.0,31.0,91.0
UD Koper,,,,,,,1571.0,SEP,2022,97.0,138.0,383.0,367.0,160.0,426.0
UD Piran,,,,,,,468.0,SEP,2022,20.0,39.0,94.0,128.0,47.0,140.0
UD Postojna,,,,,,,441.0,SEP,2022,38.0,50.0,88.0,95.0,49.0,121.0
UD Sežana,,,,,,,485.0,SEP,2022,32.0,43.0,95.0,126.0,51.0,138.0
OS Kranj,,,,,,,3161.0,SEP,2022,263.0,316.0,672.0,635.0,267.0,1008.0
UD Jesenice,,,,,,,426.0,SEP,2022,43.0,53.0,98.0,107.0,37.0,88.0
UD Kranj,,,,,,,1524.0,SEP,2022,122.0,139.0,325.0,328.0,140.0,470.0
UD Radovljica,,,,,,,504.0,SEP,2022,32.0,55.0,111.0,85.0,41.0,180.0
UD Škofja Loka,,,,,,,477.0,SEP,2022,44.0,43.0,88.0,78.0,32.0,192.0
UD Tržič,,,,,,,230.0,SEP,2022,22.0,26.0,50.0,37.0,17.0,78.0
OS Ljubljana,,,,,,,15182.0,SEP,2022,1016.0,1518.0,3531.0,3484.0,1433.0,4200.0
UD Cerknica,,,,,,,240.0,SEP,2022,17.0,24.0,50.0,54.0,16.0,79.0
UD Domžale,,,,,,,1292.0,SEP,2022,98.0,118.0,290.0,277.0,140.0,369.0
UD Grosuplje,,,,,,,767.0,SEP,2022,92.0,74.0,176.0,171.0,43.0,211.0
UD Kamnik,,,,,,,681.0,SEP,2022,59.0,64.0,132.0,133.0,79.0,214.0
UD Kočevje,,,,,,,716.0,SEP,2022,97.0,83.0,191.0,158.0,60.0,127.0
UD Ljubljana,,,,,,,10432.0,SEP,2022,545.0,1042.0,2468.0,2468.0,1009.0,2900.0
UD Logatec,,,,,,,280.0,SEP,2022,21.0,22.0,61.0,68.0,23.0,85.0
UD Ribnica,,,,,,,222.0,SEP,2022,46.0,41.0,50.0,34.0,11.0,40.0
UD Vrhnika,,,,,,,552.0,SEP,2022,41.0,50.0,113.0,121.0,52.0,175.0
OS Maribor,,,,,,,7030.0,SEP,2022,591.0,703.0,1483.0,1485.0,716.0,2052.0
UD Lenart,,,,,,,238.0,SEP,2022,21.0,29.0,44.0,36.0,22.0,86.0
UD Maribor,,,,,,,5390.0,SEP,2022,450.0,524.0,1169.0,1152.0,562.0,1533.0
UD Pesnica,,,,,,,433.0,SEP,2022,34.0,38.0,79.0,78.0,46.0,158.0
UD Ruše,,,,,,,285.0,SEP,2022,27.0,33.0,56.0,61.0,28.0,80.0
UD Slovenska Bistrica,,,,,,,684.0,SEP,2022,59.0,79.0,135.0,158.0,58.0,195.0
OS Murska Sobota,,,,,,,3200.0,SEP,2022,365.0,287.0,588.0,612.0,346.0,1002.0
UD Gornja Radgona,,,,,,,471.0,SEP,2022,42.0,29.0,94.0,91.0,52.0,163.0
UD Lendava,,,,,,,808.0,SEP,2022,85.0,74.0,126.0,142.0,90.0,291.0
UD Ljutomer,,,,,,,368.0,SEP,2022,34.0,35.0,67.0,63.0,41.0,128.0
UD Murska Sobota,,,,,,,1553.0,SEP,2022,204.0,149.0,301.0,316.0,163.0,420.0
OS Nova Gorica,,,,,,,1886.0,SEP,2022,129.0,149.0,359.0,408.0,188.0,653.0
UD Ajdovščina,,,,,,,501.0,SEP,2022,33.0,39.0,85.0,112.0,55.0,177.0
UD Idrija,,,,,,,164.0,SEP,2022,9.0,13.0,40.0,40.0,11.0,51.0
UD Nova Gorica,,,,,,,998.0,SEP,2022,79.0,87.0,195.0,231.0,96.0,310.0
UD Tolmin,,,,,,,223.0,SEP,2022,8.0,10.0,39.0,25.0,26.0,115.0
OS Novo mesto,,,,,,,2943.0,SEP,2022,377.0,297.0,608.0,575.0,252.0,834.0
UD Črnomelj,,,,,,,675.0,SEP,2022,98.0,68.0,138.0,121.0,53.0,197.0
UD Metlika,,,,,,,316.0,SEP,2022,46.0,35.0,46.0,75.0,37.0,77.0
UD Novo mesto,,,,,,,1582.0,SEP,2022,204.0,157.0,333.0,300.0,136.0,452.0
UD Trebnje,,,,,,,370.0,SEP,2022,29.0,37.0,91.0,79.0,26.0,108.0
OS Ptuj,,,,,,,1965.0,SEP,2022,197.0,208.0,343.0,361.0,230.0,626.0
UD Ormož,,,,,,,382.0,SEP,2022,50.0,30.0,62.0,61.0,44.0,135.0
UD Ptuj,,,,,,,1583.0,SEP,2022,147.0,178.0,281.0,300.0,186.0,491.0
OS Sevnica,,,,,,,2346.0,SEP,2022,273.0,191.0,453.0,452.0,247.0,730.0
UD Brežice,,,,,,,806.0,SEP,2022,86.0,52.0,144.0,150.0,89.0,285.0
UD Krško,,,,,,,1137.0,SEP,2022,145.0,96.0,214.0,223.0,117.0,342.0
UD Sevnica,,,,,,,403.0,SEP,2022,42.0,43.0,95.0,79.0,41.0,103.0
OS Trbovlje,,,,,,,1673.0,SEP,2022,142.0,161.0,396.0,370.0,152.0,452.0
UD Hrastnik,,,,,,,323.0,SEP,2022,36.0,29.0,73.0,58.0,42.0,85.0
UD Litija,,,,,,,364.0,SEP,2022,27.0,38.0,90.0,81.0,25.0,103.0
UD Trbovlje,,,,,,,636.0,SEP,2022,48.0,63.0,137.0,160.0,58.0,170.0
UD Zagorje,,,,,,,350.0,SEP,2022,31.0,31.0,96.0,71.0,27.0,94.0
OS Velenje,,,,,,,3238.0,SEP,2022,288.0,291.0,606.0,593.0,297.0,1163.0
UD Dravograd,,,,,,,161.0,SEP,2022,18.0,12.0,29.0,26.0,14.0,62.0
UD Mozirje,,,,,,,373.0,SEP,2022,36.0,34.0,93.0,67.0,26.0,117.0
UD Radlje ob Dravi,,,,,,,372.0,SEP,2022,24.0,26.0,65.0,79.0,50.0,128.0
UD Ravne na Koroškem,,,,,,,529.0,SEP,2022,58.0,63.0,110.0,87.0,51.0,160.0
UD Slovenj Gradec,,,,,,,517.0,SEP,2022,48.0,55.0,77.0,89.0,53.0,195.0
UD Velenje,,,,,,,1286.0,SEP,2022,104.0,101.0,232.0,245.0,103.0,501.0
OS Celje,,,,,,,6091.0,OKT,2022,622.0,542.0,1121.0,1243.0,651.0,1912.0
UD Celje,,,,,,,1902.0,OKT,2022,210.0,181.0,410.0,438.0,184.0,479.0
UD Laško,,,,,,,406.0,OKT,2022,33.0,33.0,82.0,69.0,42.0,147.0
UD Slovenske Konjice,,,,,,,894.0,OKT,2022,88.0,88.0,134.0,164.0,86.0,334.0
UD Šentjur,,,,,,,653.0,OKT,2022,64.0,59.0,121.0,139.0,72.0,198.0
UD Šmarje pri Jelšah,,,,,,,1153.0,OKT,2022,113.0,96.0,176.0,212.0,156.0,400.0
UD Žalec,,,,,,,1083.0,OKT,2022,114.0,85.0,198.0,221.0,111.0,354.0
OS Koper,,,,,,,3583.0,OKT,2022,301.0,329.0,751.0,855.0,358.0,989.0
UD Ilirska Bistrica,,,,,,,231.0,OKT,2022,17.0,20.0,35.0,57.0,29.0,73.0
UD Izola,,,,,,,340.0,OKT,2022,27.0,35.0,73.0,87.0,28.0,90.0
UD Koper,,,,,,,1595.0,OKT,2022,134.0,145.0,369.0,366.0,158.0,423.0
UD Piran,,,,,,,507.0,OKT,2022,35.0,40.0,96.0,139.0,50.0,147.0
UD Postojna,,,,,,,460.0,OKT,2022,52.0,49.0,88.0,98.0,49.0,124.0
UD Sežana,,,,,,,450.0,OKT,2022,36.0,40.0,90.0,108.0,44.0,132.0
OS Kranj,,,,,,,3194.0,OKT,2022,332.0,348.0,642.0,643.0,262.0,967.0
UD Jesenice,,,,,,,438.0,OKT,2022,60.0,52.0,91.0,114.0,36.0,85.0
UD Kranj,,,,,,,1517.0,OKT,2022,135.0,155.0,315.0,329.0,138.0,445.0
UD Radovljica,,,,,,,535.0,OKT,2022,48.0,66.0,111.0,86.0,43.0,181.0
UD Škofja Loka,,,,,,,479.0,OKT,2022,61.0,48.0,79.0,78.0,30.0,183.0
UD Tržič,,,,,,,225.0,OKT,2022,28.0,27.0,46.0,36.0,15.0,73.0
OS Ljubljana,,,,,,,15389.0,OKT,2022,1216.0,1696.0,3493.0,3455.0,1396.0,4133.0
UD Cerknica,,,,,,,249.0,OKT,2022,24.0,30.0,50.0,52.0,15.0,78.0
UD Domžale,,,,,,,1320.0,OKT,2022,115.0,134.0,285.0,273.0,140.0,373.0
UD Grosuplje,,,,,,,775.0,OKT,2022,111.0,83.0,176.0,165.0,36.0,204.0
UD Kamnik,,,,,,,682.0,OKT,2022,70.0,67.0,129.0,130.0,73.0,213.0
UD Kočevje,,,,,,,734.0,OKT,2022,106.0,90.0,190.0,164.0,57.0,127.0
UD Ljubljana,,,,,,,10546.0,OKT,2022,654.0,1172.0,2441.0,2460.0,988.0,2831.0
