Kohezijska / statistična regija,Do 2 meseca,3 do 5 mesecev,6 do 8 mesecev,9 do 11 mesecev,"12 do 23
 mesecev","24 do 35
 mesecev",36 mesecev ali več,Skupaj,month,year,"Kohezijska /
statistična regija","do 2
mes.","3-5
mes.","6-8
mes.","9-11
mes.","12-23
mes.","24-35
mes.","36 mes.
ali več"
,,,,,,,,2156.0,AVG,2021,Zasavska,291.0,183.0,172.0,184.0,534.0,241.0,551.0
,,,,,,,,,AVG,2021,,,,,,,,
,,,,,,,,29294.0,AVG,2021,Zahodna Slovenija,3959.0,2510.0,2625.0,2870.0,7756.0,2823.0,6751.0
,,,,,,,,4659.0,AVG,2021,Gorenjska,857.0,484.0,473.0,513.0,1438.0,408.0,486.0
,,,,,,,,2700.0,AVG,2021,Goriška,432.0,234.0,255.0,301.0,663.0,230.0,585.0
,,,,,,,,3787.0,AVG,2021,Obalno-kraška,552.0,338.0,364.0,397.0,1051.0,345.0,740.0
,,,,,,,,18148.0,AVG,2021,Osrednjeslovenska,2118.0,1454.0,1533.0,1659.0,4604.0,1840.0,4940.0
,,,,,,,,,AVG,2021,,,,,,,,
,,,,,,,,498.0,AVG,2021,Občina izven RS,159.0,64.0,57.0,38.0,123.0,37.0,20.0
,,,,,,,,66122.0,SEP,2021,Slovenija,9789.0,5428.0,5871.0,5463.0,15918.0,6439.0,17214.0
,,,,,,,,,SEP,2021,,,,,,,,
,,,,,,,,37663.0,SEP,2021,Vzhodna Slovenija,5665.0,3125.0,3355.0,3072.0,8440.0,3572.0,10434.0
,,,,,,,,4640.0,SEP,2021,Jugovzhodna Slovenija,645.0,343.0,357.0,323.0,959.0,456.0,1557.0
,,,,,,,,1928.0,SEP,2021,Koroška,353.0,195.0,199.0,131.0,410.0,162.0,478.0
,,,,,,,,11694.0,SEP,2021,Podravska,1828.0,999.0,1005.0,1064.0,2869.0,1183.0,2746.0
,,,,,,,,4092.0,SEP,2021,Pomurska,668.0,335.0,347.0,341.0,722.0,356.0,1323.0
,,,,,,,,2987.0,SEP,2021,Posavska,367.0,197.0,235.0,203.0,588.0,267.0,1130.0
,,,,,,,,1247.0,SEP,2021,Primorsko-notranjska,196.0,115.0,133.0,83.0,299.0,106.0,315.0
,,,,,,,,8962.0,SEP,2021,Savinjska,1301.0,774.0,909.0,766.0,2085.0,793.0,2334.0
,,,,,,,,2113.0,SEP,2021,Zasavska,307.0,167.0,170.0,161.0,508.0,249.0,551.0
,,,,,,,,,SEP,2021,,,,,,,,
,,,,,,,,27955.0,SEP,2021,Zahodna Slovenija,3935.0,2248.0,2462.0,2360.0,7364.0,2827.0,6759.0
,,,,,,,,4328.0,SEP,2021,Gorenjska,788.0,427.0,453.0,413.0,1345.0,405.0,497.0
,,,,,,,,2542.0,SEP,2021,Goriška,418.0,211.0,236.0,237.0,636.0,222.0,582.0
,,,,,,,,3637.0,SEP,2021,Obalno-kraška,606.0,286.0,351.0,327.0,989.0,348.0,730.0
,,,,,,,,17448.0,SEP,2021,Osrednjeslovenska,2123.0,1324.0,1422.0,1383.0,4394.0,1852.0,4950.0
,,,,,,,,,SEP,2021,,,,,,,,
,,,,,,,,504.0,SEP,2021,Občina izven RS,189.0,55.0,54.0,31.0,114.0,40.0,21.0
,,,,,,,,66654.0,OKT,2021,Slovenija,12079.0,5850.0,4020.0,5412.0,15544.0,6556.0,17193.0
,,,,,,,,,OKT,2021,,,,,,,,
,,,,,,,,38194.0,OKT,2021,Vzhodna Slovenija,7164.0,3399.0,2288.0,3086.0,8246.0,3606.0,10405.0
,,,,,,,,4600.0,OKT,2021,Jugovzhodna Slovenija,723.0,349.0,245.0,344.0,939.0,450.0,1550.0
,,,,,,,,2004.0,OKT,2021,Koroška,498.0,195.0,144.0,160.0,375.0,157.0,475.0
,,,,,,,,11909.0,OKT,2021,Podravska,2247.0,1191.0,720.0,950.0,2835.0,1203.0,2763.0
,,,,,,,,4139.0,OKT,2021,Pomurska,861.0,371.0,232.0,324.0,706.0,349.0,1296.0
,,,,,,,,3022.0,OKT,2021,Posavska,472.0,196.0,155.0,218.0,580.0,263.0,1138.0
,,,,,,,,1268.0,OKT,2021,Primorsko-notranjska,270.0,105.0,88.0,104.0,281.0,103.0,317.0
,,,,,,,,9090.0,OKT,2021,Savinjska,1687.0,816.0,573.0,833.0,2049.0,822.0,2310.0
,,,,,,,,2162.0,OKT,2021,Zasavska,406.0,176.0,131.0,153.0,481.0,259.0,556.0
,,,,,,,,,OKT,2021,,,,,,,,
,,,,,,,,27978.0,OKT,2021,Zahodna Slovenija,4730.0,2392.0,1695.0,2288.0,7199.0,2911.0,6763.0
,,,,,,,,4322.0,OKT,2021,Gorenjska,969.0,474.0,289.0,400.0,1256.0,429.0,505.0
,,,,,,,,2559.0,OKT,2021,Goriška,509.0,226.0,168.0,221.0,642.0,217.0,576.0
,,,,,,,,3707.0,OKT,2021,Obalno-kraška,769.0,328.0,238.0,315.0,960.0,363.0,734.0
,,,,,,,,17390.0,OKT,2021,Osrednjeslovenska,2483.0,1364.0,1000.0,1352.0,4341.0,1902.0,4948.0
,,,,,,,,,OKT,2021,,,,,,,,
,,,,,,,,482.0,OKT,2021,Občina izven RS,185.0,59.0,37.0,38.0,99.0,39.0,25.0
,,,,,,,,65379.0,NOV,2021,Slovenija,12455.0,6047.0,3978.0,4615.0,14739.0,6500.0,17045.0
,,,,,,,,,NOV,2021,,,,,,,,
,,,,,,,,37429.0,NOV,2021,Vzhodna Slovenija,7288.0,3544.0,2247.0,2651.0,7833.0,3570.0,10296.0
,,,,,,,,4509.0,NOV,2021,Jugovzhodna Slovenija,715.0,381.0,258.0,303.0,890.0,442.0,1520.0
,,,,,,,,2035.0,NOV,2021,Koroška,534.0,232.0,148.0,136.0,344.0,168.0,473.0
,,,,,,,,11599.0,NOV,2021,Podravska,2268.0,1223.0,690.0,794.0,2703.0,1186.0,2735.0
,,,,,,,,4088.0,NOV,2021,Pomurska,946.0,369.0,235.0,248.0,683.0,337.0,1270.0
,,,,,,,,2979.0,NOV,2021,Posavska,462.0,216.0,141.0,202.0,557.0,256.0,1145.0
,,,,,,,,1208.0,NOV,2021,Primorsko-notranjska,260.0,112.0,81.0,95.0,256.0,96.0,308.0
,,,,,,,,8912.0,NOV,2021,Savinjska,1726.0,833.0,555.0,750.0,1936.0,824.0,2288.0
,,,,,,,,2099.0,NOV,2021,Zasavska,377.0,178.0,139.0,123.0,464.0,261.0,557.0
,,,,,,,,,NOV,2021,,,,,,,,
,,,,,,,,27441.0,NOV,2021,Zahodna Slovenija,4966.0,2422.0,1696.0,1929.0,6811.0,2895.0,6722.0
,,,,,,,,4299.0,NOV,2021,Gorenjska,1082.0,486.0,294.0,319.0,1170.0,430.0,518.0
,,,,,,,,2485.0,NOV,2021,Goriška,504.0,229.0,164.0,189.0,608.0,216.0,575.0
,,,,,,,,3748.0,NOV,2021,Obalno-kraška,890.0,360.0,229.0,268.0,898.0,368.0,735.0
,,,,,,,,16909.0,NOV,2021,Osrednjeslovenska,2490.0,1347.0,1009.0,1153.0,4135.0,1881.0,4894.0
,,,,,,,,,NOV,2021,,,,,,,,
,,,,,,,,509.0,NOV,2021,Občina izven RS,201.0,81.0,35.0,35.0,95.0,35.0,27.0
,,,,,,,,65969.0,DEC,2021,Slovenija,13422.0,7179.0,3762.0,4427.0,13893.0,6579.0,16707.0
,,,,,,,,,DEC,2021,,,,,,,,
,,,,,,,,38000.0,DEC,2021,Vzhodna Slovenija,8010.0,4202.0,2159.0,2524.0,7445.0,3603.0,10057.0
,,,,,,,,4468.0,DEC,2021,Jugovzhodna Slovenija,689.0,477.0,232.0,282.0,847.0,446.0,1495.0
,,,,,,,,2186.0,DEC,2021,Koroška,679.0,267.0,139.0,150.0,335.0,163.0,453.0
,,,,,,,,11792.0,DEC,2021,Podravska,2507.0,1401.0,711.0,739.0,2546.0,1222.0,2666.0
,,,,,,,,4292.0,DEC,2021,Pomurska,1160.0,435.0,215.0,252.0,660.0,327.0,1243.0
,,,,,,,,2987.0,DEC,2021,Posavska,479.0,283.0,137.0,181.0,540.0,261.0,1106.0
,,,,,,,,1192.0,DEC,2021,Primorsko-notranjska,239.0,141.0,76.0,94.0,243.0,96.0,303.0
,,,,,,,,9026.0,DEC,2021,Savinjska,1901.0,969.0,535.0,702.0,1840.0,832.0,2247.0
,,,,,,,,2057.0,DEC,2021,Zasavska,356.0,229.0,114.0,124.0,434.0,256.0,544.0
,,,,,,,,,DEC,2021,,,,,,,,
,,,,,,,,27357.0,DEC,2021,Zahodna Slovenija,5102.0,2882.0,1573.0,1867.0,6365.0,2943.0,6625.0
,,,,,,,,4348.0,DEC,2021,Gorenjska,1220.0,549.0,281.0,301.0,1044.0,447.0,506.0
,,,,,,,,2492.0,DEC,2021,Goriška,509.0,303.0,147.0,185.0,545.0,236.0,567.0
,,,,,,,,3698.0,DEC,2021,Obalno-kraška,825.0,461.0,198.0,278.0,846.0,370.0,720.0
,,,,,,,,16819.0,DEC,2021,Osrednjeslovenska,2548.0,1569.0,947.0,1103.0,3930.0,1890.0,4832.0
,,,,,,,,,DEC,2021,,,,,,,,
,,,,,,,,612.0,DEC,2021,Občina izven RS,310.0,95.0,30.0,36.0,83.0,33.0,25.0
,,,,,,,,67834.0,JAN,2022,Slovenija,15586.0,8165.0,4059.0,3024.0,13427.0,6686.0,16887.0
,,,,,,,,,JAN,2022,,,,,,,,
,,,,,,,,39337.0,JAN,2022,Vzhodna Slovenija,9448.0,4818.0,2341.0,1717.0,7196.0,3649.0,10168.0
,,,,,,,,4718.0,JAN,2022,Jugovzhodna Slovenija,977.0,503.0,254.0,198.0,821.0,447.0,1518.0
,,,,,,,,2238.0,JAN,2022,Koroška,716.0,337.0,135.0,101.0,326.0,163.0,460.0
,,,,,,,,12046.0,JAN,2022,Podravska,2828.0,1524.0,814.0,527.0,2399.0,1243.0,2711.0
,,,,,,,,4678.0,JAN,2022,Pomurska,1527.0,537.0,239.0,164.0,630.0,332.0,1249.0
,,,,,,,,3008.0,JAN,2022,Posavska,528.0,323.0,147.0,114.0,533.0,269.0,1094.0
,,,,,,,,1244.0,JAN,2022,Primorsko-notranjska,311.0,165.0,68.0,60.0,241.0,101.0,298.0
,,,,,,,,9303.0,JAN,2022,Savinjska,2180.0,1166.0,565.0,448.0,1844.0,835.0,2265.0
,,,,,,,,2102.0,JAN,2022,Zasavska,381.0,263.0,119.0,105.0,402.0,259.0,573.0
,,,,,,,,,JAN,2022,,,,,,,,
,,,,,,,,27797.0,JAN,2022,Zahodna Slovenija,5715.0,3262.0,1683.0,1277.0,6158.0,3010.0,6692.0
,,,,,,,,4430.0,JAN,2022,Gorenjska,1333.0,621.0,315.0,205.0,987.0,447.0,522.0
,,,,,,,,2485.0,JAN,2022,Goriška,543.0,323.0,150.0,132.0,530.0,223.0,584.0
,,,,,,,,3794.0,JAN,2022,Obalno-kraška,916.0,546.0,231.0,176.0,808.0,393.0,724.0
,,,,,,,,17088.0,JAN,2022,Osrednjeslovenska,2923.0,1772.0,987.0,764.0,3833.0,1947.0,4862.0
,,,,,,,,,JAN,2022,,,,,,,,
,,,,,,,,700.0,JAN,2022,Občina izven RS,423.0,85.0,35.0,30.0,73.0,27.0,27.0
,,,,,,,,64783.0,FEB,2022,Slovenija,13019.0,8752.0,4254.0,3029.0,12486.0,6635.0,16608.0
,,,,,,,,,FEB,2022,,,,,,,,
,,,,,,,,37420.0,FEB,2022,Vzhodna Slovenija,7798.0,5076.0,2478.0,1717.0,6757.0,3578.0,10016.0
,,,,,,,,4523.0,FEB,2022,Jugovzhodna Slovenija,823.0,499.0,286.0,204.0,752.0,460.0,1499.0
,,,,,,,,2059.0,FEB,2022,Koroška,530.0,341.0,166.0,107.0,299.0,157.0,459.0
,,,,,,,,11385.0,FEB,2022,Podravska,2332.0,1577.0,845.0,518.0,2228.0,1213.0,2672.0
,,,,,,,,4400.0,FEB,2022,Pomurska,1217.0,644.0,240.0,171.0,581.0,329.0,1218.0
,,,,,,,,2917.0,FEB,2022,Posavska,449.0,338.0,159.0,111.0,512.0,275.0,1073.0
,,,,,,,,1193.0,FEB,2022,Primorsko-notranjska,263.0,184.0,73.0,58.0,224.0,101.0,290.0
,,,,,,,,8906.0,FEB,2022,Savinjska,1852.0,1205.0,592.0,441.0,1780.0,798.0,2238.0
,,,,,,,,2037.0,FEB,2022,Zasavska,332.0,288.0,117.0,107.0,381.0,245.0,567.0
,,,,,,,,,FEB,2022,,,,,,,,
,,,,,,,,26710.0,FEB,2022,Zahodna Slovenija,4854.0,3585.0,1727.0,1287.0,5663.0,3029.0,6565.0
,,,,,,,,4189.0,FEB,2022,Gorenjska,1073.0,728.0,325.0,207.0,912.0,430.0,514.0
,,,,,,,,2403.0,FEB,2022,Goriška,506.0,348.0,146.0,118.0,485.0,233.0,567.0
,,,,,,,,3658.0,FEB,2022,Obalno-kraška,754.0,641.0,260.0,170.0,731.0,388.0,714.0
,,,,,,,,16460.0,FEB,2022,Osrednjeslovenska,2521.0,1868.0,996.0,792.0,3535.0,1978.0,4770.0
,,,,,,,,,FEB,2022,,,,,,,,
,,,,,,,,653.0,FEB,2022,Občina izven RS,367.0,91.0,49.0,25.0,66.0,28.0,27.0
,,,,,,,,60534.0,MAR,2022,Slovenija,11239.0,7803.0,4827.0,2789.0,11063.0,6730.0,16083.0
,,,,,,,,,MAR,2022,,,,,,,,
,,,,,,,,34893.0,MAR,2022,Vzhodna Slovenija,6570.0,4566.0,2820.0,1606.0,6041.0,3583.0,9707.0
,,,,,,,,4251.0,MAR,2022,Jugovzhodna Slovenija,775.0,425.0,330.0,181.0,687.0,434.0,1419.0
,,,,,,,,1893.0,MAR,2022,Koroška,416.0,314.0,175.0,97.0,281.0,169.0,441.0
,,,,,,,,10564.0,MAR,2022,Podravska,1943.0,1405.0,933.0,508.0,1933.0,1243.0,2599.0
,,,,,,,,3978.0,MAR,2022,Pomurska,862.0,654.0,264.0,156.0,542.0,307.0,1193.0
,,,,,,,,2802.0,MAR,2022,Posavska,443.0,287.0,202.0,105.0,464.0,265.0,1036.0
,,,,,,,,1114.0,MAR,2022,Primorsko-notranjska,244.0,151.0,90.0,54.0,186.0,105.0,284.0
,,,,,,,,8340.0,MAR,2022,Savinjska,1557.0,1104.0,668.0,411.0,1583.0,830.0,2187.0
,,,,,,,,1951.0,MAR,2022,Zasavska,330.0,226.0,158.0,94.0,365.0,230.0,548.0
,,,,,,,,,MAR,2022,,,,,,,,
,,,,,,,,25163.0,MAR,2022,Zahodna Slovenija,4464.0,3148.0,1952.0,1166.0,4961.0,3120.0,6352.0
,,,,,,,,3843.0,MAR,2022,Gorenjska,907.0,664.0,348.0,186.0,785.0,457.0,496.0
,,,,,,,,2290.0,MAR,2022,Goriška,490.0,306.0,195.0,99.0,411.0,237.0,552.0
,,,,,,,,3464.0,MAR,2022,Obalno-kraška,717.0,533.0,310.0,148.0,670.0,401.0,685.0
,,,,,,,,15566.0,MAR,2022,Osrednjeslovenska,2350.0,1645.0,1099.0,733.0,3095.0,2025.0,4619.0
,,,,,,,,,MAR,2022,,,,,,,,
,,,,,,,,478.0,MAR,2022,Občina izven RS,205.0,89.0,55.0,17.0,61.0,27.0,24.0
,,,,,,,,58081.0,APR,2022,Slovenija,8985.0,8391.0,5396.0,2950.0,10058.0,6588.0,15713.0
,,,,,,,,,APR,2022,,,,,,,,
,,,,,,,,33690.0,APR,2022,Vzhodna Slovenija,5182.0,5017.0,3188.0,1716.0,5569.0,3497.0,9521.0
,,,,,,,,4259.0,APR,2022,Jugovzhodna Slovenija,665.0,565.0,357.0,205.0,643.0,423.0,1401.0
,,,,,,,,1834.0,APR,2022,Koroška,300.0,356.0,207.0,102.0,271.0,162.0,436.0
,,,,,,,,10176.0,APR,2022,Podravska,1581.0,1461.0,995.0,582.0,1768.0,1231.0,2558.0
,,,,,,,,3730.0,APR,2022,Pomurska,587.0,686.0,328.0,162.0,509.0,299.0,1159.0
,,,,,,,,2697.0,APR,2022,Posavska,368.0,293.0,238.0,109.0,434.0,254.0,1001.0
,,,,,,,,1043.0,APR,2022,Primorsko-notranjska,186.0,168.0,104.0,48.0,163.0,103.0,271.0
,,,,,,,,8068.0,APR,2022,Savinjska,1214.0,1259.0,785.0,414.0,1448.0,793.0,2155.0
,,,,,,,,1883.0,APR,2022,Zasavska,281.0,229.0,174.0,94.0,333.0,232.0,540.0
,,,,,,,,,APR,2022,,,,,,,,
,,,,,,,,23930.0,APR,2022,Zahodna Slovenija,3610.0,3279.0,2158.0,1213.0,4436.0,3064.0,6170.0
,,,,,,,,3580.0,APR,2022,Gorenjska,692.0,682.0,409.0,206.0,686.0,434.0,471.0
,,,,,,,,2190.0,APR,2022,Goriška,397.0,333.0,207.0,108.0,376.0,234.0,535.0
,,,,,,,,3172.0,APR,2022,Obalno-kraška,542.0,511.0,325.0,159.0,580.0,386.0,669.0
,,,,,,,,14988.0,APR,2022,Osrednjeslovenska,1979.0,1753.0,1217.0,740.0,2794.0,2010.0,4495.0
,,,,,,,,,APR,2022,,,,,,,,
,,,,,,,,461.0,APR,2022,Občina izven RS,193.0,95.0,50.0,21.0,53.0,27.0,22.0
,,,,,,,,55854.0,MAJ,2022,Slovenija,9094.0,7166.0,5530.0,3039.0,9354.0,6336.0,15335.0
,,,,,,,,,MAJ,2022,,,,,,,,
,,,,,,,,32532.0,MAJ,2022,Vzhodna Slovenija,5228.0,4302.0,3207.0,1819.0,5244.0,3399.0,9333.0
,,,,,,,,4145.0,MAJ,2022,Jugovzhodna Slovenija,642.0,511.0,345.0,237.0,625.0,413.0,1372.0
,,,,,,,,1756.0,MAJ,2022,Koroška,314.0,269.0,200.0,129.0,252.0,162.0,430.0
,,,,,,,,9824.0,MAJ,2022,Podravska,1607.0,1263.0,988.0,605.0,1647.0,1191.0,2523.0
,,,,,,,,3573.0,MAJ,2022,Pomurska,551.0,589.0,378.0,158.0,487.0,291.0,1119.0
,,,,,,,,2586.0,MAJ,2022,Posavska,343.0,256.0,226.0,121.0,404.0,260.0,976.0
,,,,,,,,1004.0,MAJ,2022,Primorsko-notranjska,206.0,133.0,105.0,45.0,148.0,100.0,267.0
,,,,,,,,7824.0,MAJ,2022,Savinjska,1263.0,1080.0,784.0,428.0,1385.0,758.0,2126.0
,,,,,,,,1820.0,MAJ,2022,Zasavska,302.0,201.0,181.0,96.0,296.0,224.0,520.0
,,,,,,,,,MAJ,2022,,,,,,,,
,,,,,,,,22819.0,MAJ,2022,Zahodna Slovenija,3613.0,2782.0,2278.0,1190.0,4062.0,2915.0,5979.0
,,,,,,,,3348.0,MAJ,2022,Gorenjska,686.0,569.0,442.0,215.0,598.0,398.0,440.0
,,,,,,,,2087.0,MAJ,2022,Goriška,387.0,296.0,214.0,109.0,355.0,214.0,512.0
,,,,,,,,3009.0,MAJ,2022,Obalno-kraška,560.0,376.0,363.0,168.0,528.0,365.0,649.0
,,,,,,,,14375.0,MAJ,2022,Osrednjeslovenska,1980.0,1541.0,1259.0,698.0,2581.0,1938.0,4378.0
,,,,,,,,,MAJ,2022,,,,,,,,
,,,,,,,,503.0,MAJ,2022,Občina izven RS,253.0,82.0,45.0,30.0,48.0,22.0,23.0
,,,,,,,,53860.0,JUN,2022,Slovenija,8888.0,7036.0,4939.0,3435.0,8589.0,6065.0,14908.0
,,,,,,,,,JUN,2022,,,,,,,,
,,,,,,,,31292.0,JUN,2022,Vzhodna Slovenija,4970.0,4143.0,2924.0,2039.0,4890.0,3230.0,9096.0
,,,,,,,,4048.0,JUN,2022,Jugovzhodna Slovenija,609.0,542.0,299.0,266.0,589.0,410.0,1333.0
,,,,,,,,1687.0,JUN,2022,Koroška,299.0,239.0,195.0,125.0,255.0,153.0,421.0
,,,,,,,,9443.0,JUN,2022,Podravska,1552.0,1236.0,887.0,658.0,1545.0,1100.0,2465.0
,,,,,,,,3367.0,JUN,2022,Pomurska,527.0,469.0,388.0,179.0,445.0,276.0,1083.0
,,,,,,,,2454.0,JUN,2022,Posavska,281.0,280.0,184.0,147.0,355.0,255.0,952.0
,,,,,,,,950.0,JUN,2022,Primorsko-notranjska,179.0,135.0,83.0,66.0,133.0,94.0,260.0
,,,,,,,,7587.0,JUN,2022,Savinjska,1256.0,1022.0,733.0,484.0,1293.0,718.0,2081.0
,,,,,,,,1756.0,JUN,2022,Zasavska,267.0,220.0,155.0,114.0,275.0,224.0,501.0
,,,,,,,,,JUN,2022,,,,,,,,
,,,,,,,,21997.0,JUN,2022,Zahodna Slovenija,3581.0,2814.0,1981.0,1362.0,3654.0,2814.0,5791.0
,,,,,,,,3242.0,JUN,2022,Gorenjska,713.0,553.0,402.0,239.0,522.0,389.0,424.0
,,,,,,,,2020.0,JUN,2022,Goriška,384.0,276.0,192.0,136.0,326.0,205.0,501.0
,,,,,,,,2815.0,JUN,2022,Obalno-kraška,484.0,398.0,274.0,196.0,479.0,337.0,647.0
,,,,,,,,13920.0,JUN,2022,Osrednjeslovenska,2000.0,1587.0,1113.0,791.0,2327.0,1883.0,4219.0
,,,,,,,,,JUN,2022,,,,,,,,
,,,,,,,,571.0,JUN,2022,Občina izven RS,337.0,79.0,34.0,34.0,45.0,21.0,21.0
,,,,,,,,54341.0,JUL,2022,Slovenija,10612.0,5637.0,5580.0,3867.0,8237.0,5813.0,14595.0
,,,,,,,,,JUL,2022,,,,,,,,
,,,,,,,,31585.0,JUL,2022,Vzhodna Slovenija,5981.0,3221.0,3343.0,2314.0,4730.0,3071.0,8925.0
,,,,,,,,4106.0,JUL,2022,Jugovzhodna Slovenija,691.0,426.0,415.0,262.0,586.0,400.0,1326.0
,,,,,,,,1702.0,JUL,2022,Koroška,341.0,176.0,215.0,159.0,246.0,145.0,420.0
,,,,,,,,9453.0,JUL,2022,Podravska,1845.0,1003.0,935.0,720.0,1496.0,1024.0,2430.0
,,,,,,,,3376.0,JUL,2022,Pomurska,662.0,319.0,436.0,228.0,428.0,260.0,1043.0
,,,,,,,,2472.0,JUL,2022,Posavska,360.0,229.0,193.0,171.0,335.0,255.0,929.0
,,,,,,,,962.0,JUL,2022,Primorsko-notranjska,216.0,108.0,99.0,72.0,129.0,88.0,250.0
,,,,,,,,7752.0,JUL,2022,Savinjska,1546.0,779.0,884.0,572.0,1241.0,687.0,2043.0
,,,,,,,,1762.0,JUL,2022,Zasavska,320.0,181.0,166.0,130.0,269.0,212.0,484.0
,,,,,,,,,JUL,2022,,,,,,,,
,,,,,,,,22166.0,JUL,2022,Zahodna Slovenija,4282.0,2327.0,2196.0,1525.0,3463.0,2726.0,5647.0
,,,,,,,,3352.0,JUL,2022,Gorenjska,914.0,425.0,444.0,286.0,510.0,361.0,412.0
,,,,,,,,2037.0,JUL,2022,Goriška,451.0,234.0,212.0,146.0,307.0,201.0,486.0
,,,,,,,,2817.0,JUL,2022,Obalno-kraška,570.0,335.0,298.0,208.0,455.0,315.0,636.0
,,,,,,,,13960.0,JUL,2022,Osrednjeslovenska,2347.0,1333.0,1242.0,885.0,2191.0,1849.0,4113.0
,,,,,,,,,JUL,2022,,,,,,,,
,,,,,,,,590.0,JUL,2022,Občina izven RS,349.0,89.0,41.0,28.0,44.0,16.0,23.0
,,,,,,,,53935.0,AVG,2022,Slovenija,10431.0,6432.0,5025.0,4076.0,8016.0,5659.0,14296.0
,,,,,,,,,AVG,2022,,,,,,,,
,,,,,,,,31407.0,AVG,2022,Vzhodna Slovenija,5977.0,3626.0,3025.0,2384.0,4674.0,2984.0,8737.0
,,,,,,,,4124.0,AVG,2022,Jugovzhodna Slovenija,694.0,467.0,390.0,265.0,595.0,398.0,1315.0
,,,,,,,,1678.0,AVG,2022,Koroška,341.0,207.0,177.0,155.0,257.0,139.0,402.0
,,,,,,,,9318.0,AVG,2022,Podravska,1793.0,1121.0,867.0,726.0,1459.0,991.0,2361.0
,,,,,,,,3364.0,AVG,2022,Pomurska,709.0,337.0,386.0,256.0,412.0,250.0,1014.0
,,,,,,,,2482.0,AVG,2022,Posavska,381.0,257.0,181.0,169.0,332.0,256.0,906.0
,,,,,,,,980.0,AVG,2022,Primorsko-notranjska,225.0,135.0,86.0,79.0,123.0,84.0,248.0
,,,,,,,,7747.0,AVG,2022,Savinjska,1553.0,889.0,793.0,592.0,1244.0,655.0,2021.0
,,,,,,,,1714.0,AVG,2022,Zasavska,281.0,213.0,145.0,142.0,252.0,211.0,470.0
,,,,,,,,,AVG,2022,,,,,,,,
,,,,,,,,21903.0,AVG,2022,Zahodna Slovenija,4125.0,2651.0,1962.0,1675.0,3298.0,2657.0,5535.0
,,,,,,,,3321.0,AVG,2022,Gorenjska,880.0,489.0,383.0,319.0,496.0,347.0,407.0
,,,,,,,,2022.0,AVG,2022,Goriška,441.0,267.0,201.0,148.0,296.0,197.0,472.0
,,,,,,,,2816.0,AVG,2022,Obalno-kraška,571.0,397.0,239.0,244.0,440.0,310.0,615.0
,,,,,,,,13744.0,AVG,2022,Osrednjeslovenska,2233.0,1498.0,1139.0,964.0,2066.0,1803.0,4041.0
,,,,,,,,,AVG,2022,,,,,,,,
,,,,,,,,625.0,AVG,2022,Občina izven RS,329.0,155.0,38.0,17.0,44.0,18.0,24.0
,,,,,,,,52043.0,SEP,2022,Slovenija,10115.0,6284.0,4937.0,3579.0,7749.0,5327.0,14052.0
,,,,,,,,,SEP,2022,,,,,,,,
,,,,,,,,30230.0,SEP,2022,Vzhodna Slovenija,5722.0,3429.0,2933.0,2131.0,4550.0,2839.0,8626.0
,,,,,,,,4032.0,SEP,2022,Jugovzhodna Slovenija,695.0,432.0,411.0,235.0,566.0,388.0,1305.0
,,,,,,,,1632.0,SEP,2022,Koroška,355.0,190.0,165.0,147.0,251.0,135.0,389.0
,,,,,,,,8874.0,SEP,2022,Podravska,1696.0,1052.0,844.0,623.0,1422.0,931.0,2306.0
,,,,,,,,3241.0,SEP,2022,Pomurska,690.0,342.0,319.0,259.0,402.0,233.0,996.0
,,,,,,,,2427.0,SEP,2022,Posavska,378.0,224.0,207.0,143.0,332.0,238.0,905.0
,,,,,,,,962.0,SEP,2022,Primorsko-notranjska,235.0,119.0,95.0,57.0,133.0,84.0,239.0
,,,,,,,,7442.0,SEP,2022,Savinjska,1420.0,883.0,740.0,551.0,1198.0,634.0,2016.0
,,,,,,,,1620.0,SEP,2022,Zasavska,253.0,187.0,152.0,116.0,246.0,196.0,470.0
,,,,,,,,,SEP,2022,,,,,,,,
,,,,,,,,21155.0,SEP,2022,Zahodna Slovenija,4093.0,2636.0,1962.0,1433.0,3159.0,2471.0,5401.0
,,,,,,,,3216.0,SEP,2022,Gorenjska,865.0,516.0,376.0,279.0,471.0,315.0,394.0
,,,,,,,,1908.0,SEP,2022,Goriška,406.0,247.0,179.0,135.0,292.0,189.0,460.0
,,,,,,,,2754.0,SEP,2022,Obalno-kraška,608.0,379.0,253.0,187.0,437.0,295.0,595.0
,,,,,,,,13277.0,SEP,2022,Osrednjeslovenska,2214.0,1494.0,1154.0,832.0,1959.0,1672.0,3952.0
,,,,,,,,,SEP,2022,,,,,,,,
,,,,,,,,658.0,SEP,2022,Občina izven RS,300.0,219.0,42.0,15.0,40.0,17.0,25.0
,,,,,,,,52991.0,OKT,2022,Slovenija,12251.0,6422.0,3739.0,4040.0,7481.0,5162.0,13896.0
,,,,,,,,,OKT,2022,,,,,,,,
,,,,,,,,30953.0,OKT,2022,Vzhodna Slovenija,7125.0,3546.0,2133.0,2436.0,4455.0,2743.0,8515.0
,,,,,,,,4032.0,OKT,2022,Jugovzhodna Slovenija,779.0,414.0,301.0,329.0,545.0,363.0,1301.0
,,,,,,,,1697.0,OKT,2022,Koroška,440.0,211.0,106.0,159.0,279.0,128.0,374.0
