Urad za delo,1+2 - OŠ ali manj,"3+4 - nižje, srednje poklicno izobr.","5 - srednje tehniško, strokovno, splošno izobr.","6+7+8 - visokošolsko izobr. prve, druge, tretje stopnje",Skupaj,month,year,"OŠ
ali manj","nižje, srednje poklicno izob.","srednje tehniško, strokovno,
splošno izob.","visokošolsko
izob. prve, druge,
tretje stopnje"
OS Kranj,,,,,3181.0,NOV,2022,898.0,750.0,911.0,622.0
UD Jesenice,,,,,429.0,NOV,2022,152.0,128.0,101.0,48.0
UD Kranj,,,,,1521.0,NOV,2022,438.0,339.0,435.0,309.0
UD Radovljica,,,,,540.0,NOV,2022,129.0,115.0,172.0,124.0
UD Škofja Loka,,,,,465.0,NOV,2022,106.0,123.0,129.0,107.0
UD Tržič,,,,,226.0,NOV,2022,73.0,45.0,74.0,34.0
OS Ljubljana,,,,,15081.0,NOV,2022,4501.0,3159.0,4182.0,3239.0
UD Cerknica,,,,,251.0,NOV,2022,65.0,67.0,67.0,52.0
UD Domžale,,,,,1269.0,NOV,2022,338.0,304.0,365.0,262.0
UD Grosuplje,,,,,771.0,NOV,2022,296.0,171.0,197.0,107.0
UD Kamnik,,,,,645.0,NOV,2022,182.0,183.0,176.0,104.0
UD Kočevje,,,,,712.0,NOV,2022,338.0,196.0,115.0,63.0
UD Ljubljana,,,,,10395.0,NOV,2022,2967.0,1974.0,2983.0,2471.0
UD Logatec,,,,,281.0,NOV,2022,82.0,72.0,76.0,51.0
UD Ribnica,,,,,215.0,NOV,2022,85.0,56.0,44.0,30.0
UD Vrhnika,,,,,542.0,NOV,2022,148.0,136.0,159.0,99.0
OS Maribor,,,,,7046.0,NOV,2022,2034.0,1774.0,1906.0,1332.0
UD Lenart,,,,,259.0,NOV,2022,69.0,90.0,71.0,29.0
UD Maribor,,,,,5348.0,NOV,2022,1582.0,1285.0,1444.0,1037.0
UD Pesnica,,,,,475.0,NOV,2022,143.0,152.0,119.0,61.0
UD Ruše,,,,,279.0,NOV,2022,58.0,85.0,75.0,61.0
UD Slovenska Bistrica,,,,,685.0,NOV,2022,182.0,162.0,197.0,144.0
OS Murska Sobota,,,,,3408.0,NOV,2022,1247.0,916.0,761.0,484.0
UD Gornja Radgona,,,,,492.0,NOV,2022,160.0,154.0,114.0,64.0
UD Lendava,,,,,839.0,NOV,2022,322.0,255.0,179.0,83.0
UD Ljutomer,,,,,399.0,NOV,2022,107.0,117.0,108.0,67.0
UD Murska Sobota,,,,,1678.0,NOV,2022,658.0,390.0,360.0,270.0
OS Nova Gorica,,,,,1931.0,NOV,2022,608.0,435.0,481.0,407.0
UD Ajdovščina,,,,,509.0,NOV,2022,156.0,132.0,132.0,89.0
UD Idrija,,,,,184.0,NOV,2022,53.0,48.0,46.0,37.0
UD Nova Gorica,,,,,986.0,NOV,2022,327.0,196.0,239.0,224.0
UD Tolmin,,,,,252.0,NOV,2022,72.0,59.0,64.0,57.0
OS Novo mesto,,,,,2848.0,NOV,2022,1459.0,566.0,501.0,322.0
UD Črnomelj,,,,,656.0,NOV,2022,362.0,146.0,96.0,52.0
UD Metlika,,,,,328.0,NOV,2022,176.0,71.0,60.0,21.0
UD Novo mesto,,,,,1520.0,NOV,2022,750.0,296.0,276.0,198.0
UD Trebnje,,,,,344.0,NOV,2022,171.0,53.0,69.0,51.0
OS Ptuj,,,,,2051.0,NOV,2022,506.0,672.0,615.0,258.0
UD Ormož,,,,,441.0,NOV,2022,112.0,162.0,131.0,36.0
UD Ptuj,,,,,1610.0,NOV,2022,394.0,510.0,484.0,222.0
OS Sevnica,,,,,2440.0,NOV,2022,947.0,696.0,534.0,263.0
UD Brežice,,,,,844.0,NOV,2022,269.0,249.0,226.0,100.0
UD Krško,,,,,1208.0,NOV,2022,560.0,330.0,212.0,106.0
UD Sevnica,,,,,388.0,NOV,2022,118.0,117.0,96.0,57.0
OS Trbovlje,,,,,1580.0,NOV,2022,570.0,434.0,398.0,178.0
UD Hrastnik,,,,,304.0,NOV,2022,110.0,91.0,64.0,39.0
UD Litija,,,,,342.0,NOV,2022,134.0,100.0,75.0,33.0
UD Trbovlje,,,,,610.0,NOV,2022,225.0,160.0,160.0,65.0
UD Zagorje,,,,,324.0,NOV,2022,101.0,83.0,99.0,41.0
OS Velenje,,,,,3325.0,NOV,2022,988.0,941.0,886.0,510.0
UD Dravograd,,,,,176.0,NOV,2022,53.0,49.0,50.0,24.0
UD Mozirje,,,,,410.0,NOV,2022,118.0,111.0,117.0,64.0
UD Radlje ob Dravi,,,,,395.0,NOV,2022,91.0,138.0,115.0,51.0
UD Ravne na Koroškem,,,,,534.0,NOV,2022,146.0,157.0,154.0,77.0
UD Slovenj Gradec,,,,,525.0,NOV,2022,145.0,164.0,119.0,97.0
UD Velenje,,,,,1285.0,NOV,2022,435.0,322.0,331.0,197.0
OS Celje,,,,,6084.0,DEC,2022,1797.0,1738.0,1562.0,987.0
UD Celje,,,,,1854.0,DEC,2022,499.0,491.0,486.0,378.0
UD Laško,,,,,416.0,DEC,2022,135.0,109.0,116.0,56.0
UD Slovenske Konjice,,,,,899.0,DEC,2022,269.0,279.0,235.0,116.0
UD Šentjur,,,,,668.0,DEC,2022,167.0,217.0,166.0,118.0
UD Šmarje pri Jelšah,,,,,1178.0,DEC,2022,415.0,361.0,276.0,126.0
UD Žalec,,,,,1069.0,DEC,2022,312.0,281.0,283.0,193.0
OS Koper,,,,,3750.0,DEC,2022,1207.0,880.0,1037.0,626.0
UD Ilirska Bistrica,,,,,238.0,DEC,2022,67.0,80.0,53.0,38.0
UD Izola,,,,,390.0,DEC,2022,138.0,90.0,110.0,52.0
UD Koper,,,,,1613.0,DEC,2022,510.0,362.0,451.0,290.0
UD Piran,,,,,590.0,DEC,2022,168.0,143.0,175.0,104.0
UD Postojna,,,,,462.0,DEC,2022,182.0,107.0,112.0,61.0
UD Sežana,,,,,457.0,DEC,2022,142.0,98.0,136.0,81.0
OS Kranj,,,,,3291.0,DEC,2022,1024.0,746.0,883.0,638.0
UD Jesenice,,,,,437.0,DEC,2022,160.0,129.0,98.0,50.0
UD Kranj,,,,,1599.0,DEC,2022,544.0,333.0,420.0,302.0
UD Radovljica,,,,,555.0,DEC,2022,137.0,116.0,168.0,134.0
UD Škofja Loka,,,,,478.0,DEC,2022,111.0,123.0,130.0,114.0
UD Tržič,,,,,222.0,DEC,2022,72.0,45.0,67.0,38.0
OS Ljubljana,,,,,15002.0,DEC,2022,4535.0,3146.0,4113.0,3208.0
UD Cerknica,,,,,253.0,DEC,2022,64.0,71.0,70.0,48.0
UD Domžale,,,,,1260.0,DEC,2022,339.0,302.0,358.0,261.0
UD Grosuplje,,,,,784.0,DEC,2022,311.0,172.0,191.0,110.0
UD Kamnik,,,,,640.0,DEC,2022,185.0,179.0,179.0,97.0
UD Kočevje,,,,,699.0,DEC,2022,337.0,180.0,120.0,62.0
UD Ljubljana,,,,,10342.0,DEC,2022,2992.0,1977.0,2928.0,2445.0
UD Logatec,,,,,272.0,DEC,2022,78.0,69.0,71.0,54.0
UD Ribnica,,,,,212.0,DEC,2022,84.0,58.0,40.0,30.0
UD Vrhnika,,,,,540.0,DEC,2022,145.0,138.0,156.0,101.0
OS Maribor,,,,,7192.0,DEC,2022,2157.0,1806.0,1895.0,1334.0
UD Lenart,,,,,289.0,DEC,2022,84.0,92.0,82.0,31.0
UD Maribor,,,,,5424.0,DEC,2022,1669.0,1297.0,1422.0,1036.0
UD Pesnica,,,,,498.0,DEC,2022,148.0,164.0,119.0,67.0
UD Ruše,,,,,268.0,DEC,2022,52.0,82.0,74.0,60.0
UD Slovenska Bistrica,,,,,713.0,DEC,2022,204.0,171.0,198.0,140.0
OS Murska Sobota,,,,,3594.0,DEC,2022,1338.0,997.0,775.0,484.0
UD Gornja Radgona,,,,,522.0,DEC,2022,180.0,155.0,122.0,65.0
UD Lendava,,,,,853.0,DEC,2022,339.0,258.0,174.0,82.0
UD Ljutomer,,,,,429.0,DEC,2022,112.0,131.0,113.0,73.0
UD Murska Sobota,,,,,1790.0,DEC,2022,707.0,453.0,366.0,264.0
OS Nova Gorica,,,,,1931.0,DEC,2022,613.0,434.0,466.0,418.0
UD Ajdovščina,,,,,519.0,DEC,2022,160.0,134.0,131.0,94.0
UD Idrija,,,,,174.0,DEC,2022,53.0,44.0,41.0,36.0
UD Nova Gorica,,,,,985.0,DEC,2022,329.0,195.0,232.0,229.0
UD Tolmin,,,,,253.0,DEC,2022,71.0,61.0,62.0,59.0
OS Novo mesto,,,,,2837.0,DEC,2022,1467.0,569.0,483.0,318.0
UD Črnomelj,,,,,662.0,DEC,2022,363.0,147.0,100.0,52.0
UD Metlika,,,,,326.0,DEC,2022,179.0,69.0,58.0,20.0
UD Novo mesto,,,,,1492.0,DEC,2022,745.0,295.0,257.0,195.0
UD Trebnje,,,,,357.0,DEC,2022,180.0,58.0,68.0,51.0
OS Ptuj,,,,,2053.0,DEC,2022,508.0,691.0,600.0,254.0
UD Ormož,,,,,437.0,DEC,2022,108.0,165.0,125.0,39.0
UD Ptuj,,,,,1616.0,DEC,2022,400.0,526.0,475.0,215.0
OS Sevnica,,,,,2450.0,DEC,2022,966.0,693.0,526.0,265.0
UD Brežice,,,,,855.0,DEC,2022,275.0,249.0,229.0,102.0
UD Krško,,,,,1218.0,DEC,2022,575.0,334.0,205.0,104.0
UD Sevnica,,,,,377.0,DEC,2022,116.0,110.0,92.0,59.0
OS Trbovlje,,,,,1559.0,DEC,2022,569.0,436.0,380.0,174.0
UD Hrastnik,,,,,302.0,DEC,2022,115.0,87.0,62.0,38.0
UD Litija,,,,,337.0,DEC,2022,127.0,105.0,74.0,31.0
UD Trbovlje,,,,,609.0,DEC,2022,229.0,161.0,153.0,66.0
UD Zagorje,,,,,311.0,DEC,2022,98.0,83.0,91.0,39.0
OS Velenje,,,,,3438.0,DEC,2022,1037.0,975.0,905.0,521.0
UD Dravograd,,,,,186.0,DEC,2022,52.0,54.0,51.0,29.0
UD Mozirje,,,,,422.0,DEC,2022,128.0,110.0,121.0,63.0
UD Radlje ob Dravi,,,,,420.0,DEC,2022,101.0,145.0,125.0,49.0
UD Ravne na Koroškem,,,,,536.0,DEC,2022,148.0,162.0,145.0,81.0
UD Slovenj Gradec,,,,,539.0,DEC,2022,144.0,171.0,125.0,99.0
UD Velenje,,,,,1335.0,DEC,2022,464.0,333.0,338.0,200.0
OS Celje,,,,,6325.0,JAN,2023,1917.0,1801.0,1601.0,1006.0
UD Celje,,,,,1993.0,JAN,2023,540.0,528.0,517.0,408.0
UD Laško,,,,,414.0,JAN,2023,137.0,111.0,115.0,51.0
UD Slovenske Konjice,,,,,912.0,JAN,2023,285.0,286.0,230.0,111.0
UD Šentjur,,,,,664.0,JAN,2023,177.0,217.0,160.0,110.0
UD Šmarje pri Jelšah,,,,,1220.0,JAN,2023,434.0,375.0,282.0,129.0
UD Žalec,,,,,1122.0,JAN,2023,344.0,284.0,297.0,197.0
OS Koper,,,,,3935.0,JAN,2023,1271.0,922.0,1081.0,661.0
UD Ilirska Bistrica,,,,,234.0,JAN,2023,69.0,72.0,51.0,42.0
UD Izola,,,,,406.0,JAN,2023,142.0,93.0,116.0,55.0
UD Koper,,,,,1678.0,JAN,2023,531.0,380.0,463.0,304.0
UD Piran,,,,,628.0,JAN,2023,176.0,153.0,183.0,116.0
UD Postojna,,,,,519.0,JAN,2023,206.0,123.0,125.0,65.0
UD Sežana,,,,,470.0,JAN,2023,147.0,101.0,143.0,79.0
OS Kranj,,,,,3478.0,JAN,2023,1124.0,783.0,912.0,659.0
UD Jesenice,,,,,466.0,JAN,2023,175.0,134.0,102.0,55.0
UD Kranj,,,,,1672.0,JAN,2023,606.0,336.0,426.0,304.0
UD Radovljica,,,,,586.0,JAN,2023,151.0,120.0,172.0,143.0
UD Škofja Loka,,,,,514.0,JAN,2023,114.0,135.0,142.0,123.0
UD Tržič,,,,,240.0,JAN,2023,78.0,58.0,70.0,34.0
OS Ljubljana,,,,,15344.0,JAN,2023,4721.0,3216.0,4144.0,3263.0
UD Cerknica,,,,,307.0,JAN,2023,84.0,86.0,83.0,54.0
UD Domžale,,,,,1268.0,JAN,2023,344.0,314.0,353.0,257.0
UD Grosuplje,,,,,804.0,JAN,2023,328.0,183.0,182.0,111.0
UD Kamnik,,,,,675.0,JAN,2023,201.0,188.0,184.0,102.0
UD Kočevje,,,,,735.0,JAN,2023,346.0,186.0,138.0,65.0
UD Ljubljana,,,,,10527.0,JAN,2023,3110.0,1983.0,2946.0,2488.0
UD Logatec,,,,,244.0,JAN,2023,71.0,66.0,60.0,47.0
UD Ribnica,,,,,231.0,JAN,2023,87.0,61.0,44.0,39.0
UD Vrhnika,,,,,553.0,JAN,2023,150.0,149.0,154.0,100.0
OS Maribor,,,,,7593.0,JAN,2023,2340.0,1947.0,1962.0,1344.0
UD Lenart,,,,,323.0,JAN,2023,98.0,112.0,83.0,30.0
UD Maribor,,,,,5672.0,JAN,2023,1769.0,1393.0,1460.0,1050.0
UD Pesnica,,,,,532.0,JAN,2023,163.0,177.0,124.0,68.0
UD Ruše,,,,,301.0,JAN,2023,65.0,96.0,84.0,56.0
UD Slovenska Bistrica,,,,,765.0,JAN,2023,245.0,169.0,211.0,140.0
OS Murska Sobota,,,,,3932.0,JAN,2023,1438.0,1132.0,848.0,514.0
UD Gornja Radgona,,,,,549.0,JAN,2023,177.0,165.0,134.0,73.0
UD Lendava,,,,,925.0,JAN,2023,362.0,290.0,188.0,85.0
UD Ljutomer,,,,,451.0,JAN,2023,118.0,138.0,122.0,73.0
UD Murska Sobota,,,,,2007.0,JAN,2023,781.0,539.0,404.0,283.0
OS Nova Gorica,,,,,1961.0,JAN,2023,628.0,449.0,482.0,402.0
UD Ajdovščina,,,,,529.0,JAN,2023,168.0,135.0,139.0,87.0
UD Idrija,,,,,178.0,JAN,2023,56.0,47.0,41.0,34.0
UD Nova Gorica,,,,,980.0,JAN,2023,326.0,198.0,238.0,218.0
UD Tolmin,,,,,274.0,JAN,2023,78.0,69.0,64.0,63.0
OS Novo mesto,,,,,2936.0,JAN,2023,1533.0,591.0,488.0,324.0
UD Črnomelj,,,,,672.0,JAN,2023,379.0,143.0,100.0,50.0
UD Metlika,,,,,347.0,JAN,2023,186.0,85.0,57.0,19.0
UD Novo mesto,,,,,1558.0,JAN,2023,785.0,306.0,260.0,207.0
UD Trebnje,,,,,359.0,JAN,2023,183.0,57.0,71.0,48.0
OS Ptuj,,,,,2165.0,JAN,2023,534.0,744.0,613.0,274.0
UD Ormož,,,,,463.0,JAN,2023,120.0,175.0,127.0,41.0
UD Ptuj,,,,,1702.0,JAN,2023,414.0,569.0,486.0,233.0
OS Sevnica,,,,,2496.0,JAN,2023,991.0,715.0,537.0,253.0
UD Brežice,,,,,882.0,JAN,2023,291.0,259.0,227.0,105.0
UD Krško,,,,,1245.0,JAN,2023,594.0,343.0,213.0,95.0
UD Sevnica,,,,,369.0,JAN,2023,106.0,113.0,97.0,53.0
OS Trbovlje,,,,,1587.0,JAN,2023,604.0,434.0,370.0,179.0
UD Hrastnik,,,,,316.0,JAN,2023,125.0,87.0,66.0,38.0
UD Litija,,,,,344.0,JAN,2023,135.0,104.0,71.0,34.0
UD Trbovlje,,,,,626.0,JAN,2023,242.0,164.0,149.0,71.0
UD Zagorje,,,,,301.0,JAN,2023,102.0,79.0,84.0,36.0
OS Velenje,,,,,3634.0,JAN,2023,1123.0,1043.0,937.0,531.0
UD Dravograd,,,,,207.0,JAN,2023,60.0,63.0,54.0,30.0
UD Mozirje,,,,,430.0,JAN,2023,120.0,118.0,123.0,69.0
UD Radlje ob Dravi,,,,,463.0,JAN,2023,119.0,164.0,124.0,56.0
UD Ravne na Koroškem,,,,,571.0,JAN,2023,160.0,181.0,156.0,74.0
UD Slovenj Gradec,,,,,548.0,JAN,2023,149.0,175.0,127.0,97.0
UD Velenje,,,,,1415.0,JAN,2023,515.0,342.0,353.0,205.0
OS Celje,,,,,6080.0,FEB,2023,1827.0,1731.0,1544.0,978.0
UD Celje,,,,,1896.0,FEB,2023,503.0,499.0,492.0,402.0
UD Laško,,,,,398.0,FEB,2023,131.0,109.0,110.0,48.0
UD Slovenske Konjice,,,,,871.0,FEB,2023,265.0,279.0,219.0,108.0
UD Šentjur,,,,,645.0,FEB,2023,175.0,209.0,156.0,105.0
UD Šmarje pri Jelšah,,,,,1203.0,FEB,2023,437.0,367.0,269.0,130.0
UD Žalec,,,,,1067.0,FEB,2023,316.0,268.0,298.0,185.0
OS Koper,,,,,3809.0,FEB,2023,1230.0,895.0,1036.0,648.0
UD Ilirska Bistrica,,,,,233.0,FEB,2023,69.0,73.0,45.0,46.0
UD Izola,,,,,408.0,FEB,2023,141.0,95.0,119.0,53.0
UD Koper,,,,,1612.0,FEB,2023,506.0,367.0,446.0,293.0
UD Piran,,,,,610.0,FEB,2023,167.0,148.0,177.0,118.0
UD Postojna,,,,,497.0,FEB,2023,204.0,115.0,113.0,65.0
UD Sežana,,,,,449.0,FEB,2023,143.0,97.0,136.0,73.0
OS Kranj,,,,,3312.0,FEB,2023,1022.0,754.0,888.0,648.0
UD Jesenice,,,,,436.0,FEB,2023,160.0,124.0,98.0,54.0
UD Kranj,,,,,1585.0,FEB,2023,545.0,326.0,412.0,302.0
UD Radovljica,,,,,569.0,FEB,2023,137.0,118.0,175.0,139.0
UD Škofja Loka,,,,,487.0,FEB,2023,106.0,129.0,134.0,118.0
UD Tržič,,,,,235.0,FEB,2023,74.0,57.0,69.0,35.0
OS Ljubljana,,,,,14961.0,FEB,2023,4624.0,3144.0,4031.0,3162.0
UD Cerknica,,,,,296.0,FEB,2023,83.0,82.0,78.0,53.0
UD Domžale,,,,,1215.0,FEB,2023,325.0,305.0,348.0,237.0
UD Grosuplje,,,,,795.0,FEB,2023,323.0,186.0,178.0,108.0
UD Kamnik,,,,,678.0,FEB,2023,205.0,190.0,190.0,93.0
UD Kočevje,,,,,706.0,FEB,2023,346.0,175.0,126.0,59.0
UD Ljubljana,,,,,10260.0,FEB,2023,3033.0,1937.0,2861.0,2429.0
UD Logatec,,,,,234.0,FEB,2023,71.0,63.0,54.0,46.0
UD Ribnica,,,,,233.0,FEB,2023,91.0,61.0,45.0,36.0
UD Vrhnika,,,,,544.0,FEB,2023,147.0,145.0,151.0,101.0
OS Maribor,,,,,7221.0,FEB,2023,2184.0,1847.0,1897.0,1293.0
UD Lenart,,,,,285.0,FEB,2023,87.0,99.0,68.0,31.0
UD Maribor,,,,,5439.0,FEB,2023,1661.0,1332.0,1425.0,1021.0
UD Pesnica,,,,,502.0,FEB,2023,155.0,160.0,123.0,64.0
UD Ruše,,,,,288.0,FEB,2023,67.0,88.0,78.0,55.0
UD Slovenska Bistrica,,,,,707.0,FEB,2023,214.0,168.0,203.0,122.0
OS Murska Sobota,,,,,3706.0,FEB,2023,1371.0,1071.0,792.0,472.0
UD Gornja Radgona,,,,,507.0,FEB,2023,160.0,158.0,123.0,66.0
UD Lendava,,,,,897.0,FEB,2023,358.0,281.0,181.0,77.0
UD Ljutomer,,,,,419.0,FEB,2023,110.0,125.0,116.0,68.0
UD Murska Sobota,,,,,1883.0,FEB,2023,743.0,507.0,372.0,261.0
OS Nova Gorica,,,,,1936.0,FEB,2023,627.0,443.0,484.0,382.0
UD Ajdovščina,,,,,513.0,FEB,2023,164.0,134.0,134.0,81.0
UD Idrija,,,,,175.0,FEB,2023,54.0,45.0,44.0,32.0
UD Nova Gorica,,,,,969.0,FEB,2023,327.0,197.0,238.0,207.0
UD Tolmin,,,,,279.0,FEB,2023,82.0,67.0,68.0,62.0
OS Novo mesto,,,,,2864.0,FEB,2023,1500.0,588.0,480.0,296.0
UD Črnomelj,,,,,645.0,FEB,2023,370.0,140.0,92.0,43.0
UD Metlika,,,,,344.0,FEB,2023,188.0,83.0,54.0,19.0
UD Novo mesto,,,,,1526.0,FEB,2023,771.0,308.0,256.0,191.0
UD Trebnje,,,,,349.0,FEB,2023,171.0,57.0,78.0,43.0
OS Ptuj,,,,,2082.0,FEB,2023,515.0,708.0,591.0,268.0
UD Ormož,,,,,408.0,FEB,2023,110.0,140.0,116.0,42.0
UD Ptuj,,,,,1674.0,FEB,2023,405.0,568.0,475.0,226.0
OS Sevnica,,,,,2388.0,FEB,2023,960.0,675.0,511.0,242.0
UD Brežice,,,,,840.0,FEB,2023,282.0,239.0,221.0,98.0
UD Krško,,,,,1197.0,FEB,2023,577.0,327.0,201.0,92.0
UD Sevnica,,,,,351.0,FEB,2023,101.0,109.0,89.0,52.0
OS Trbovlje,,,,,1550.0,FEB,2023,594.0,433.0,351.0,172.0
UD Hrastnik,,,,,311.0,FEB,2023,126.0,87.0,61.0,37.0
UD Litija,,,,,335.0,FEB,2023,129.0,111.0,64.0,31.0
UD Trbovlje,,,,,614.0,FEB,2023,241.0,159.0,143.0,71.0
UD Zagorje,,,,,290.0,FEB,2023,98.0,76.0,83.0,33.0
OS Velenje,,,,,3495.0,FEB,2023,1097.0,993.0,906.0,499.0
UD Dravograd,,,,,195.0,FEB,2023,59.0,57.0,54.0,25.0
UD Mozirje,,,,,434.0,FEB,2023,124.0,120.0,124.0,66.0
UD Radlje ob Dravi,,,,,418.0,FEB,2023,107.0,148.0,110.0,53.0
UD Ravne na Koroškem,,,,,549.0,FEB,2023,154.0,174.0,157.0,64.0
UD Slovenj Gradec,,,,,530.0,FEB,2023,148.0,169.0,122.0,91.0
UD Velenje,,,,,1369.0,FEB,2023,505.0,325.0,339.0,200.0
OS Celje,,,,,9767.0,JAN,izob,2896.0,2746.0,2629.0,1496.0
UD Celje,,,,,3271.0,JAN,izob,920.0,847.0,894.0,610.0
UD Laško,,,,,646.0,JAN,izob,197.0,200.0,169.0,80.0
UD Slovenske Konjice,,,,,1402.0,JAN,izob,443.0,397.0,381.0,181.0
UD Šentjur,,,,,888.0,JAN,izob,218.0,280.0,244.0,146.0
UD Šmarje pri Jelšah,,,,,1830.0,JAN,izob,603.0,565.0,459.0,203.0
UD Žalec,,,,,1730.0,JAN,izob,515.0,457.0,482.0,276.0
OS Koper,,,,,6851.0,JAN,izob,2228.0,1735.0,1865.0,1023.0
UD Ilirska Bistrica,,,,,438.0,JAN,izob,129.0,126.0,110.0,73.0
UD Izola,,,,,789.0,JAN,izob,301.0,195.0,193.0,100.0
UD Koper,,,,,2718.0,JAN,izob,839.0,691.0,770.0,418.0
UD Piran,,,,,1082.0,JAN,izob,318.0,279.0,315.0,170.0
UD Postojna,,,,,902.0,JAN,izob,338.0,218.0,226.0,120.0
UD Sežana,,,,,922.0,JAN,izob,303.0,226.0,251.0,142.0
OS Kranj,,,,,6666.0,JAN,izob,2046.0,1590.0,1894.0,1136.0
UD Jesenice,,,,,1037.0,JAN,izob,335.0,311.0,265.0,126.0
UD Kranj,,,,,3062.0,JAN,izob,1044.0,634.0,823.0,561.0
UD Radovljica,,,,,1179.0,JAN,izob,289.0,277.0,398.0,215.0
UD Škofja Loka,,,,,940.0,JAN,izob,239.0,252.0,268.0,181.0
UD Tržič,,,,,448.0,JAN,izob,139.0,116.0,140.0,53.0
OS Ljubljana,,,,,25676.0,JAN,izob,7717.0,5752.0,7140.0,5067.0
UD Cerknica,,,,,436.0,JAN,izob,106.0,134.0,129.0,67.0
UD Domžale,,,,,1974.0,JAN,izob,550.0,500.0,554.0,370.0
UD Grosuplje,,,,,1403.0,JAN,izob,495.0,344.0,346.0,218.0
UD Kamnik,,,,,1164.0,JAN,izob,364.0,302.0,338.0,160.0
UD Kočevje,,,,,1190.0,JAN,izob,499.0,370.0,225.0,96.0
UD Ljubljana,,,,,17781.0,JAN,izob,5221.0,3615.0,5086.0,3859.0
UD Logatec,,,,,392.0,JAN,izob,89.0,119.0,119.0,65.0
UD Ribnica,,,,,392.0,JAN,izob,140.0,110.0,84.0,58.0
UD Vrhnika,,,,,944.0,JAN,izob,253.0,258.0,259.0,174.0
OS Maribor,,,,,12786.0,JAN,izob,3799.0,3373.0,3457.0,2157.0
UD Lenart,,,,,565.0,JAN,izob,162.0,182.0,147.0,74.0
UD Maribor,,,,,9211.0,JAN,izob,2769.0,2305.0,2509.0,1628.0
UD Pesnica,,,,,880.0,JAN,izob,266.0,284.0,223.0,107.0
UD Ruše,,,,,701.0,JAN,izob,174.0,238.0,188.0,101.0
UD Slovenska Bistrica,,,,,1429.0,JAN,izob,428.0,364.0,390.0,247.0
OS Murska Sobota,,,,,6513.0,JAN,izob,2421.0,1890.0,1438.0,764.0
UD Gornja Radgona,,,,,950.0,JAN,izob,278.0,325.0,216.0,131.0
UD Lendava,,,,,1398.0,JAN,izob,564.0,423.0,287.0,124.0
UD Ljutomer,,,,,768.0,JAN,izob,237.0,227.0,199.0,105.0
UD Murska Sobota,,,,,3397.0,JAN,izob,1342.0,915.0,736.0,404.0
OS Nova Gorica,,,,,3615.0,JAN,izob,1158.0,839.0,927.0,691.0
UD Ajdovščina,,,,,789.0,JAN,izob,249.0,210.0,192.0,138.0
UD Idrija,,,,,368.0,JAN,izob,106.0,94.0,97.0,71.0
UD Nova Gorica,,,,,1985.0,JAN,izob,672.0,392.0,523.0,398.0
UD Tolmin,,,,,473.0,JAN,izob,131.0,143.0,115.0,84.0
OS Novo mesto,,,,,4142.0,JAN,izob,1863.0,952.0,836.0,491.0
UD Črnomelj,,,,,952.0,JAN,izob,472.0,241.0,176.0,63.0
UD Metlika,,,,,476.0,JAN,izob,231.0,126.0,77.0,42.0
UD Novo mesto,,,,,2135.0,JAN,izob,913.0,452.0,466.0,304.0
UD Trebnje,,,,,579.0,JAN,izob,247.0,133.0,117.0,82.0
OS Ptuj,,,,,3705.0,JAN,izob,925.0,1192.0,1099.0,489.0
UD Ormož,,,,,706.0,JAN,izob,180.0,261.0,188.0,77.0
UD Ptuj,,,,,2999.0,JAN,izob,745.0,931.0,911.0,412.0
OS Sevnica,,,,,3771.0,JAN,izob,1343.0,1152.0,802.0,474.0
UD Brežice,,,,,1254.0,JAN,izob,350.0,413.0,315.0,176.0
UD Krško,,,,,1715.0,JAN,izob,770.0,446.0,322.0,177.0
UD Sevnica,,,,,802.0,JAN,izob,223.0,293.0,165.0,121.0
OS Trbovlje,,,,,2750.0,JAN,izob,1004.0,758.0,639.0,349.0
UD Hrastnik,,,,,513.0,JAN,izob,195.0,144.0,111.0,63.0
UD Litija,,,,,622.0,JAN,izob,239.0,180.0,123.0,80.0
UD Trbovlje,,,,,1025.0,JAN,izob,362.0,277.0,248.0,138.0
UD Zagorje,,,,,590.0,JAN,izob,208.0,157.0,157.0,68.0
OS Velenje,,,,,5257.0,JAN,izob,1469.0,1546.0,1427.0,815.0
UD Dravograd,,,,,314.0,JAN,izob,88.0,106.0,79.0,41.0
UD Mozirje,,,,,533.0,JAN,izob,132.0,153.0,164.0,84.0
UD Radlje ob Dravi,,,,,672.0,JAN,izob,178.0,229.0,178.0,87.0
UD Ravne na Koroškem,,,,,866.0,JAN,izob,200.0,294.0,253.0,119.0
UD Slovenj Gradec,,,,,755.0,JAN,izob,182.0,226.0,203.0,144.0
UD Velenje,,,,,2117.0,JAN,izob,689.0,538.0,550.0,340.0
OS Celje,,,,,9394.0,FEB,izob,2781.0,2660.0,2512.0,1441.0
UD Celje,,,,,3130.0,FEB,izob,880.0,815.0,858.0,577.0
UD Laško,,,,,633.0,FEB,izob,196.0,192.0,166.0,79.0
UD Slovenske Konjice,,,,,1337.0,FEB,izob,421.0,379.0,359.0,178.0
UD Šentjur,,,,,875.0,FEB,izob,213.0,284.0,233.0,145.0
UD Šmarje pri Jelšah,,,,,1762.0,FEB,izob,578.0,541.0,443.0,200.0
UD Žalec,,,,,1657.0,FEB,izob,493.0,449.0,453.0,262.0
