Urad za delo,Do 2 mesecev,3 do 5 mesecev,6 do 8 mesecev,9 do 11 mesecev,12 do 23 mesecev,24 do 35 mesecev,36 mesecev ali več,Skupaj,month,year
UD Lenart,146.0,115.0,53.0,31.0,79.0,27.0,18.0,469.0,MAR,2021
UD Maribor,1203.0,1336.0,701.0,643.0,1770.0,770.0,1939.0,8362.0,MAR,2021
UD Pesnica,125.0,161.0,63.0,53.0,167.0,85.0,96.0,750.0,MAR,2021
UD Ruše,134.0,102.0,44.0,59.0,162.0,54.0,86.0,641.0,MAR,2021
UD Slovenska Bistrica,214.0,229.0,135.0,124.0,282.0,95.0,130.0,1209.0,MAR,2021
OS Murska Sobota,969.0,1005.0,418.0,291.0,977.0,451.0,1489.0,5600.0,MAR,2021
UD Gornja Radgona,128.0,159.0,59.0,49.0,131.0,65.0,228.0,819.0,MAR,2021
UD Lendava,211.0,183.0,81.0,56.0,170.0,95.0,447.0,1243.0,MAR,2021
UD Ljutomer,145.0,136.0,52.0,33.0,118.0,59.0,106.0,649.0,MAR,2021
UD Murska Sobota,485.0,527.0,226.0,153.0,558.0,232.0,708.0,2889.0,MAR,2021
OS Nova Gorica,578.0,554.0,354.0,323.0,704.0,234.0,607.0,3354.0,MAR,2021
UD Ajdovščina,95.0,109.0,74.0,69.0,136.0,41.0,179.0,703.0,MAR,2021
UD Idrija,58.0,50.0,59.0,47.0,59.0,26.0,35.0,334.0,MAR,2021
UD Nova Gorica,339.0,296.0,196.0,180.0,410.0,147.0,320.0,1888.0,MAR,2021
UD Tolmin,86.0,99.0,25.0,27.0,99.0,20.0,73.0,429.0,MAR,2021
OS Novo mesto,544.0,445.0,376.0,259.0,754.0,298.0,1067.0,3743.0,MAR,2021
UD Črnomelj,108.0,95.0,64.0,56.0,177.0,75.0,309.0,884.0,MAR,2021
UD Metlika,42.0,48.0,38.0,31.0,72.0,39.0,170.0,440.0,MAR,2021
UD Novo mesto,297.0,239.0,220.0,136.0,404.0,144.0,461.0,1901.0,MAR,2021
UD Trebnje,97.0,63.0,54.0,36.0,101.0,40.0,127.0,518.0,MAR,2021
OS Ptuj,590.0,611.0,404.0,304.0,696.0,275.0,429.0,3309.0,MAR,2021
UD Ormož,111.0,112.0,51.0,56.0,139.0,51.0,104.0,624.0,MAR,2021
UD Ptuj,479.0,499.0,353.0,248.0,557.0,224.0,325.0,2685.0,MAR,2021
OS Sevnica,432.0,423.0,264.0,239.0,617.0,277.0,1091.0,3343.0,MAR,2021
UD Brežice,142.0,170.0,93.0,78.0,193.0,83.0,365.0,1124.0,MAR,2021
UD Krško,152.0,171.0,98.0,100.0,270.0,132.0,577.0,1500.0,MAR,2021
UD Sevnica,138.0,82.0,73.0,61.0,154.0,62.0,149.0,719.0,MAR,2021
OS Trbovlje,374.0,338.0,239.0,203.0,540.0,260.0,555.0,2509.0,MAR,2021
UD Hrastnik,63.0,68.0,36.0,23.0,91.0,52.0,124.0,457.0,MAR,2021
UD Litija,119.0,82.0,73.0,54.0,128.0,41.0,94.0,591.0,MAR,2021
UD Trbovlje,105.0,114.0,82.0,83.0,202.0,107.0,241.0,934.0,MAR,2021
UD Zagorje,87.0,74.0,48.0,43.0,119.0,60.0,96.0,527.0,MAR,2021
OS Velenje,915.0,642.0,409.0,432.0,963.0,321.0,872.0,4554.0,MAR,2021
UD Dravograd,63.0,34.0,21.0,21.0,41.0,22.0,53.0,255.0,MAR,2021
UD Mozirje,84.0,65.0,43.0,52.0,112.0,26.0,81.0,463.0,MAR,2021
UD Radlje ob Dravi,92.0,77.0,49.0,50.0,118.0,56.0,140.0,582.0,MAR,2021
UD Ravne na Koroškem,182.0,108.0,59.0,62.0,136.0,51.0,160.0,758.0,MAR,2021
UD Slovenj Gradec,152.0,99.0,50.0,52.0,141.0,44.0,131.0,669.0,MAR,2021
UD Velenje,342.0,259.0,187.0,195.0,415.0,122.0,307.0,1827.0,MAR,2021
OS Celje,981.0,1314.0,931.0,585.0,1826.0,700.0,2076.0,8413.0,APR,2021
UD Celje,352.0,451.0,346.0,235.0,625.0,218.0,501.0,2728.0,APR,2021
UD Laško,70.0,87.0,49.0,48.0,133.0,52.0,137.0,576.0,APR,2021
UD Slovenske Konjice,109.0,195.0,143.0,66.0,224.0,102.0,359.0,1198.0,APR,2021
UD Šentjur,106.0,99.0,63.0,38.0,174.0,65.0,236.0,781.0,APR,2021
UD Šmarje pri Jelšah,160.0,253.0,175.0,105.0,337.0,158.0,443.0,1631.0,APR,2021
UD Žalec,184.0,229.0,155.0,93.0,333.0,105.0,400.0,1499.0,APR,2021
OS Koper,733.0,1236.0,783.0,524.0,1435.0,431.0,1021.0,6163.0,APR,2021
UD Ilirska Bistrica,44.0,59.0,30.0,30.0,79.0,29.0,103.0,374.0,APR,2021
UD Izola,91.0,180.0,91.0,58.0,169.0,37.0,95.0,721.0,APR,2021
UD Koper,285.0,456.0,327.0,206.0,602.0,196.0,389.0,2461.0,APR,2021
UD Piran,95.0,263.0,147.0,82.0,209.0,61.0,122.0,979.0,APR,2021
UD Postojna,101.0,138.0,88.0,69.0,174.0,50.0,160.0,780.0,APR,2021
UD Sežana,117.0,140.0,100.0,79.0,202.0,58.0,152.0,848.0,APR,2021
OS Kranj,819.0,994.0,775.0,557.0,1556.0,390.0,477.0,5568.0,APR,2021
UD Jesenice,139.0,181.0,127.0,101.0,253.0,60.0,46.0,907.0,APR,2021
UD Kranj,323.0,406.0,337.0,252.0,696.0,192.0,252.0,2458.0,APR,2021
UD Radovljica,141.0,215.0,167.0,82.0,281.0,53.0,81.0,1020.0,APR,2021
UD Škofja Loka,151.0,135.0,97.0,84.0,213.0,58.0,70.0,808.0,APR,2021
UD Tržič,65.0,57.0,47.0,38.0,113.0,27.0,28.0,375.0,APR,2021
OS Ljubljana,2380.0,3044.0,2560.0,1868.0,5275.0,2204.0,5671.0,23002.0,APR,2021
UD Cerknica,47.0,59.0,51.0,34.0,94.0,21.0,53.0,359.0,APR,2021
UD Domžale,219.0,238.0,205.0,139.0,414.0,149.0,410.0,1774.0,APR,2021
UD Grosuplje,150.0,144.0,155.0,106.0,287.0,123.0,256.0,1221.0,APR,2021
UD Kamnik,116.0,135.0,125.0,81.0,248.0,71.0,218.0,994.0,APR,2021
UD Kočevje,80.0,102.0,83.0,69.0,185.0,112.0,385.0,1016.0,APR,2021
UD Ljubljana,1579.0,2134.0,1770.0,1306.0,3671.0,1586.0,4082.0,16128.0,APR,2021
UD Logatec,50.0,61.0,37.0,26.0,75.0,41.0,52.0,342.0,APR,2021
UD Ribnica,43.0,51.0,42.0,26.0,75.0,27.0,68.0,332.0,APR,2021
UD Vrhnika,96.0,120.0,92.0,81.0,226.0,74.0,147.0,836.0,APR,2021
OS Maribor,1310.0,1665.0,1331.0,770.0,2530.0,1020.0,2285.0,10911.0,APR,2021
UD Lenart,96.0,100.0,66.0,37.0,82.0,27.0,21.0,429.0,APR,2021
UD Maribor,880.0,1130.0,930.0,550.0,1817.0,766.0,1950.0,8023.0,APR,2021
UD Pesnica,90.0,143.0,87.0,38.0,178.0,77.0,100.0,713.0,APR,2021
UD Ruše,84.0,106.0,71.0,37.0,162.0,54.0,87.0,601.0,APR,2021
UD Slovenska Bistrica,160.0,186.0,177.0,108.0,291.0,96.0,127.0,1145.0,APR,2021
OS Murska Sobota,622.0,894.0,594.0,273.0,957.0,425.0,1463.0,5228.0,APR,2021
UD Gornja Radgona,83.0,134.0,84.0,38.0,138.0,62.0,224.0,763.0,APR,2021
UD Lendava,124.0,189.0,108.0,60.0,176.0,90.0,436.0,1183.0,APR,2021
UD Ljutomer,93.0,130.0,79.0,26.0,120.0,53.0,106.0,607.0,APR,2021
UD Murska Sobota,322.0,441.0,323.0,149.0,523.0,220.0,697.0,2675.0,APR,2021
OS Nova Gorica,432.0,545.0,398.0,277.0,749.0,231.0,603.0,3235.0,APR,2021
UD Ajdovščina,78.0,101.0,80.0,67.0,148.0,39.0,177.0,690.0,APR,2021
UD Idrija,45.0,43.0,59.0,41.0,65.0,25.0,36.0,314.0,APR,2021
UD Nova Gorica,248.0,300.0,214.0,153.0,437.0,146.0,317.0,1815.0,APR,2021
UD Tolmin,61.0,101.0,45.0,16.0,99.0,21.0,73.0,416.0,APR,2021
OS Novo mesto,408.0,478.0,392.0,253.0,755.0,302.0,1069.0,3657.0,APR,2021
UD Črnomelj,85.0,99.0,67.0,57.0,172.0,79.0,307.0,866.0,APR,2021
UD Metlika,27.0,47.0,38.0,36.0,72.0,36.0,172.0,428.0,APR,2021
UD Novo mesto,226.0,264.0,228.0,127.0,406.0,145.0,461.0,1857.0,APR,2021
UD Trebnje,70.0,68.0,59.0,33.0,105.0,42.0,129.0,506.0,APR,2021
OS Ptuj,383.0,533.0,491.0,262.0,713.0,262.0,426.0,3070.0,APR,2021
UD Ormož,78.0,99.0,69.0,47.0,137.0,49.0,99.0,578.0,APR,2021
UD Ptuj,305.0,434.0,422.0,215.0,576.0,213.0,327.0,2492.0,APR,2021
OS Sevnica,316.0,421.0,320.0,222.0,634.0,262.0,1098.0,3273.0,APR,2021
UD Brežice,108.0,153.0,133.0,67.0,203.0,85.0,364.0,1113.0,APR,2021
UD Krško,118.0,156.0,113.0,96.0,271.0,121.0,580.0,1455.0,APR,2021
UD Sevnica,90.0,112.0,74.0,59.0,160.0,56.0,154.0,705.0,APR,2021
OS Trbovlje,272.0,306.0,286.0,193.0,550.0,250.0,557.0,2414.0,APR,2021
UD Hrastnik,42.0,57.0,54.0,17.0,91.0,47.0,125.0,433.0,APR,2021
UD Litija,74.0,86.0,80.0,53.0,142.0,40.0,96.0,571.0,APR,2021
UD Trbovlje,85.0,101.0,85.0,85.0,200.0,106.0,240.0,902.0,APR,2021
UD Zagorje,71.0,62.0,67.0,38.0,117.0,57.0,96.0,508.0,APR,2021
OS Velenje,647.0,705.0,480.0,379.0,962.0,327.0,851.0,4351.0,APR,2021
UD Dravograd,37.0,41.0,23.0,19.0,39.0,21.0,52.0,232.0,APR,2021
UD Mozirje,63.0,64.0,48.0,46.0,110.0,28.0,82.0,441.0,APR,2021
UD Radlje ob Dravi,61.0,78.0,60.0,49.0,114.0,58.0,140.0,560.0,APR,2021
UD Ravne na Koroškem,120.0,121.0,75.0,48.0,136.0,46.0,158.0,704.0,APR,2021
UD Slovenj Gradec,105.0,119.0,53.0,58.0,131.0,50.0,126.0,642.0,APR,2021
UD Velenje,261.0,282.0,221.0,159.0,432.0,124.0,293.0,1772.0,APR,2021
OS Celje,904.0,1087.0,916.0,573.0,1789.0,688.0,2073.0,8030.0,MAJ,2021
UD Celje,336.0,379.0,317.0,244.0,609.0,216.0,496.0,2597.0,MAJ,2021
UD Laško,68.0,71.0,43.0,46.0,129.0,52.0,135.0,544.0,MAJ,2021
UD Slovenske Konjice,104.0,156.0,151.0,61.0,226.0,101.0,360.0,1159.0,MAJ,2021
UD Šentjur,92.0,94.0,61.0,36.0,162.0,63.0,238.0,746.0,MAJ,2021
UD Šmarje pri Jelšah,137.0,200.0,183.0,100.0,334.0,146.0,452.0,1552.0,MAJ,2021
UD Žalec,167.0,187.0,161.0,86.0,329.0,110.0,392.0,1432.0,MAJ,2021
OS Koper,683.0,776.0,900.0,464.0,1443.0,416.0,1019.0,5701.0,MAJ,2021
UD Ilirska Bistrica,45.0,42.0,30.0,28.0,77.0,30.0,103.0,355.0,MAJ,2021
UD Izola,86.0,104.0,124.0,49.0,168.0,38.0,90.0,659.0,MAJ,2021
UD Koper,273.0,284.0,360.0,191.0,599.0,186.0,386.0,2279.0,MAJ,2021
UD Piran,79.0,135.0,190.0,69.0,218.0,53.0,131.0,875.0,MAJ,2021
UD Postojna,100.0,105.0,93.0,54.0,180.0,51.0,160.0,743.0,MAJ,2021
UD Sežana,100.0,106.0,103.0,73.0,201.0,58.0,149.0,790.0,MAJ,2021
OS Kranj,783.0,714.0,762.0,533.0,1523.0,383.0,473.0,5171.0,MAJ,2021
UD Jesenice,118.0,125.0,135.0,93.0,256.0,59.0,52.0,838.0,MAJ,2021
UD Kranj,327.0,291.0,317.0,226.0,692.0,190.0,247.0,2290.0,MAJ,2021
UD Radovljica,129.0,145.0,175.0,94.0,267.0,54.0,82.0,946.0,MAJ,2021
UD Škofja Loka,154.0,114.0,97.0,82.0,206.0,56.0,64.0,773.0,MAJ,2021
UD Tržič,55.0,39.0,38.0,38.0,102.0,24.0,28.0,324.0,MAJ,2021
OS Ljubljana,2260.0,2401.0,2517.0,1784.0,5236.0,2186.0,5652.0,22036.0,MAJ,2021
UD Cerknica,46.0,45.0,49.0,37.0,78.0,24.0,50.0,329.0,MAJ,2021
UD Domžale,214.0,187.0,190.0,148.0,417.0,142.0,415.0,1713.0,MAJ,2021
UD Grosuplje,147.0,130.0,136.0,100.0,286.0,120.0,247.0,1166.0,MAJ,2021
UD Kamnik,125.0,105.0,111.0,84.0,236.0,79.0,221.0,961.0,MAJ,2021
UD Kočevje,74.0,77.0,85.0,64.0,176.0,106.0,364.0,946.0,MAJ,2021
UD Ljubljana,1475.0,1686.0,1769.0,1234.0,3679.0,1582.0,4081.0,15506.0,MAJ,2021
UD Logatec,44.0,48.0,42.0,26.0,67.0,40.0,52.0,319.0,MAJ,2021
UD Ribnica,39.0,37.0,39.0,26.0,70.0,22.0,67.0,300.0,MAJ,2021
UD Vrhnika,96.0,86.0,96.0,65.0,227.0,71.0,155.0,796.0,MAJ,2021
OS Maribor,1201.0,1271.0,1354.0,734.0,2497.0,979.0,2297.0,10333.0,MAJ,2021
UD Lenart,82.0,83.0,65.0,30.0,84.0,27.0,18.0,389.0,MAJ,2021
UD Maribor,801.0,847.0,975.0,497.0,1802.0,733.0,1956.0,7611.0,MAJ,2021
UD Pesnica,77.0,103.0,98.0,52.0,167.0,74.0,103.0,674.0,MAJ,2021
UD Ruše,81.0,89.0,65.0,36.0,156.0,52.0,86.0,565.0,MAJ,2021
UD Slovenska Bistrica,160.0,149.0,151.0,119.0,288.0,93.0,134.0,1094.0,MAJ,2021
OS Murska Sobota,548.0,641.0,631.0,270.0,889.0,391.0,1422.0,4792.0,MAJ,2021
UD Gornja Radgona,68.0,89.0,84.0,37.0,131.0,63.0,207.0,679.0,MAJ,2021
UD Lendava,104.0,144.0,120.0,60.0,166.0,88.0,418.0,1100.0,MAJ,2021
UD Ljutomer,68.0,112.0,79.0,30.0,102.0,54.0,104.0,549.0,MAJ,2021
UD Murska Sobota,308.0,296.0,348.0,143.0,490.0,186.0,693.0,2464.0,MAJ,2021
OS Nova Gorica,363.0,396.0,431.0,253.0,734.0,230.0,595.0,3002.0,MAJ,2021
UD Ajdovščina,73.0,72.0,81.0,61.0,155.0,37.0,174.0,653.0,MAJ,2021
UD Idrija,35.0,44.0,48.0,37.0,70.0,23.0,37.0,294.0,MAJ,2021
UD Nova Gorica,208.0,217.0,234.0,144.0,413.0,147.0,313.0,1676.0,MAJ,2021
UD Tolmin,47.0,63.0,68.0,11.0,96.0,23.0,71.0,379.0,MAJ,2021
OS Novo mesto,431.0,397.0,366.0,272.0,727.0,292.0,1055.0,3540.0,MAJ,2021
UD Črnomelj,85.0,80.0,76.0,53.0,164.0,78.0,298.0,834.0,MAJ,2021
UD Metlika,20.0,38.0,38.0,36.0,77.0,33.0,166.0,408.0,MAJ,2021
UD Novo mesto,250.0,214.0,198.0,152.0,386.0,144.0,461.0,1805.0,MAJ,2021
UD Trebnje,76.0,65.0,54.0,31.0,100.0,37.0,130.0,493.0,MAJ,2021
OS Ptuj,369.0,376.0,490.0,213.0,730.0,265.0,429.0,2872.0,MAJ,2021
UD Ormož,72.0,71.0,71.0,27.0,144.0,46.0,100.0,531.0,MAJ,2021
UD Ptuj,297.0,305.0,419.0,186.0,586.0,219.0,329.0,2341.0,MAJ,2021
OS Sevnica,335.0,348.0,312.0,219.0,640.0,253.0,1099.0,3206.0,MAJ,2021
UD Brežice,105.0,123.0,121.0,76.0,209.0,84.0,361.0,1079.0,MAJ,2021
UD Krško,151.0,120.0,119.0,85.0,276.0,117.0,581.0,1449.0,MAJ,2021
UD Sevnica,79.0,105.0,72.0,58.0,155.0,52.0,157.0,678.0,MAJ,2021
OS Trbovlje,252.0,248.0,261.0,196.0,556.0,246.0,557.0,2316.0,MAJ,2021
UD Hrastnik,46.0,45.0,48.0,26.0,91.0,50.0,124.0,430.0,MAJ,2021
UD Litija,66.0,77.0,76.0,54.0,138.0,43.0,89.0,543.0,MAJ,2021
UD Trbovlje,85.0,74.0,79.0,77.0,205.0,107.0,244.0,871.0,MAJ,2021
UD Zagorje,55.0,52.0,58.0,39.0,122.0,46.0,100.0,472.0,MAJ,2021
OS Velenje,633.0,594.0,497.0,297.0,972.0,310.0,846.0,4149.0,MAJ,2021
UD Dravograd,38.0,38.0,25.0,17.0,38.0,22.0,52.0,230.0,MAJ,2021
UD Mozirje,53.0,49.0,45.0,38.0,104.0,26.0,82.0,397.0,MAJ,2021
UD Radlje ob Dravi,71.0,61.0,56.0,36.0,115.0,56.0,139.0,534.0,MAJ,2021
UD Ravne na Koroškem,126.0,99.0,80.0,41.0,135.0,42.0,156.0,679.0,MAJ,2021
UD Slovenj Gradec,103.0,92.0,59.0,45.0,136.0,45.0,125.0,605.0,MAJ,2021
UD Velenje,242.0,255.0,232.0,120.0,444.0,119.0,292.0,1704.0,MAJ,2021
OS Celje,879.0,953.0,820.0,567.0,1740.0,686.0,2060.0,7705.0,JUN,2021
UD Celje,319.0,341.0,289.0,225.0,614.0,215.0,486.0,2489.0,JUN,2021
UD Laško,64.0,61.0,49.0,26.0,127.0,53.0,137.0,517.0,JUN,2021
UD Slovenske Konjice,123.0,121.0,137.0,72.0,209.0,103.0,364.0,1129.0,JUN,2021
UD Šentjur,83.0,92.0,64.0,31.0,145.0,64.0,238.0,717.0,JUN,2021
UD Šmarje pri Jelšah,131.0,167.0,143.0,110.0,331.0,135.0,450.0,1467.0,JUN,2021
UD Žalec,159.0,171.0,138.0,103.0,314.0,116.0,385.0,1386.0,JUN,2021
OS Koper,568.0,651.0,595.0,443.0,1354.0,435.0,998.0,5044.0,JUN,2021
UD Ilirska Bistrica,40.0,35.0,25.0,21.0,73.0,31.0,99.0,324.0,JUN,2021
UD Izola,71.0,82.0,73.0,47.0,144.0,35.0,87.0,539.0,JUN,2021
UD Koper,238.0,243.0,239.0,180.0,562.0,207.0,375.0,2044.0,JUN,2021
UD Piran,59.0,99.0,108.0,73.0,210.0,47.0,130.0,726.0,JUN,2021
UD Postojna,83.0,88.0,75.0,54.0,175.0,52.0,158.0,685.0,JUN,2021
UD Sežana,77.0,104.0,75.0,68.0,190.0,63.0,149.0,726.0,JUN,2021
OS Kranj,662.0,669.0,607.0,481.0,1493.0,384.0,449.0,4745.0,JUN,2021
UD Jesenice,99.0,113.0,103.0,76.0,251.0,61.0,47.0,750.0,JUN,2021
UD Kranj,291.0,274.0,261.0,213.0,680.0,198.0,238.0,2155.0,JUN,2021
UD Radovljica,98.0,132.0,131.0,85.0,263.0,50.0,85.0,844.0,JUN,2021
UD Škofja Loka,134.0,112.0,81.0,78.0,206.0,55.0,51.0,717.0,JUN,2021
UD Tržič,40.0,38.0,31.0,29.0,93.0,20.0,28.0,279.0,JUN,2021
OS Ljubljana,2169.0,2239.0,2130.0,1715.0,5235.0,2183.0,5618.0,21289.0,JUN,2021
UD Cerknica,53.0,40.0,35.0,37.0,77.0,26.0,47.0,315.0,JUN,2021
UD Domžale,193.0,178.0,162.0,155.0,419.0,142.0,410.0,1659.0,JUN,2021
UD Grosuplje,152.0,112.0,103.0,93.0,295.0,111.0,235.0,1101.0,JUN,2021
UD Kamnik,120.0,102.0,84.0,83.0,237.0,86.0,220.0,932.0,JUN,2021
UD Kočevje,72.0,78.0,64.0,60.0,163.0,108.0,362.0,907.0,JUN,2021
UD Ljubljana,1403.0,1570.0,1528.0,1183.0,3694.0,1573.0,4068.0,15019.0,JUN,2021
UD Logatec,47.0,39.0,36.0,21.0,66.0,40.0,54.0,303.0,JUN,2021
UD Ribnica,39.0,32.0,36.0,28.0,64.0,24.0,69.0,292.0,JUN,2021
UD Vrhnika,90.0,88.0,82.0,55.0,220.0,73.0,153.0,761.0,JUN,2021
OS Maribor,1120.0,1119.0,1143.0,752.0,2433.0,975.0,2280.0,9822.0,JUN,2021
UD Lenart,69.0,81.0,53.0,31.0,73.0,24.0,18.0,349.0,JUN,2021
UD Maribor,753.0,715.0,807.0,539.0,1760.0,738.0,1945.0,7257.0,JUN,2021
UD Pesnica,80.0,77.0,83.0,48.0,174.0,67.0,100.0,629.0,JUN,2021
UD Ruše,78.0,94.0,64.0,31.0,148.0,55.0,85.0,555.0,JUN,2021
UD Slovenska Bistrica,140.0,152.0,136.0,103.0,278.0,91.0,132.0,1032.0,JUN,2021
OS Murska Sobota,479.0,533.0,507.0,289.0,842.0,388.0,1395.0,4433.0,JUN,2021
UD Gornja Radgona,57.0,74.0,67.0,38.0,124.0,65.0,198.0,623.0,JUN,2021
UD Lendava,94.0,116.0,102.0,59.0,159.0,91.0,413.0,1034.0,JUN,2021
UD Ljutomer,64.0,92.0,58.0,35.0,96.0,53.0,103.0,501.0,JUN,2021
UD Murska Sobota,264.0,251.0,280.0,157.0,463.0,179.0,681.0,2275.0,JUN,2021
OS Nova Gorica,333.0,335.0,326.0,251.0,717.0,236.0,580.0,2778.0,JUN,2021
UD Ajdovščina,71.0,59.0,72.0,49.0,154.0,37.0,172.0,614.0,JUN,2021
UD Idrija,35.0,39.0,33.0,39.0,72.0,21.0,37.0,276.0,JUN,2021
UD Nova Gorica,191.0,191.0,177.0,145.0,402.0,157.0,300.0,1563.0,JUN,2021
UD Tolmin,36.0,46.0,44.0,18.0,89.0,21.0,71.0,325.0,JUN,2021
OS Novo mesto,372.0,371.0,297.0,275.0,727.0,290.0,1037.0,3369.0,JUN,2021
UD Črnomelj,75.0,74.0,65.0,52.0,159.0,72.0,296.0,793.0,JUN,2021
UD Metlika,19.0,30.0,35.0,31.0,78.0,32.0,164.0,389.0,JUN,2021
UD Novo mesto,220.0,201.0,152.0,154.0,399.0,147.0,450.0,1723.0,JUN,2021
UD Trebnje,58.0,66.0,45.0,38.0,91.0,39.0,127.0,464.0,JUN,2021
OS Ptuj,330.0,348.0,328.0,270.0,715.0,255.0,426.0,2672.0,JUN,2021
UD Ormož,60.0,66.0,54.0,36.0,135.0,40.0,100.0,491.0,JUN,2021
UD Ptuj,270.0,282.0,274.0,234.0,580.0,215.0,326.0,2181.0,JUN,2021
OS Sevnica,314.0,284.0,272.0,202.0,631.0,255.0,1104.0,3062.0,JUN,2021
UD Brežice,95.0,84.0,111.0,65.0,204.0,92.0,363.0,1014.0,JUN,2021
UD Krško,146.0,101.0,106.0,76.0,275.0,113.0,579.0,1396.0,JUN,2021
UD Sevnica,73.0,99.0,55.0,61.0,152.0,50.0,162.0,652.0,JUN,2021
OS Trbovlje,259.0,234.0,212.0,182.0,546.0,237.0,558.0,2228.0,JUN,2021
UD Hrastnik,41.0,42.0,44.0,27.0,86.0,51.0,124.0,415.0,JUN,2021
UD Litija,76.0,73.0,45.0,55.0,144.0,39.0,88.0,520.0,JUN,2021
UD Trbovlje,87.0,66.0,79.0,61.0,198.0,103.0,245.0,839.0,JUN,2021
UD Zagorje,55.0,53.0,44.0,39.0,118.0,44.0,101.0,454.0,JUN,2021
OS Velenje,552.0,591.0,403.0,302.0,969.0,302.0,828.0,3947.0,JUN,2021
UD Dravograd,35.0,38.0,26.0,14.0,42.0,18.0,47.0,220.0,JUN,2021
UD Mozirje,53.0,48.0,35.0,29.0,102.0,30.0,81.0,378.0,JUN,2021
UD Radlje ob Dravi,55.0,64.0,43.0,35.0,125.0,51.0,139.0,512.0,JUN,2021
UD Ravne na Koroškem,110.0,103.0,66.0,43.0,132.0,44.0,154.0,652.0,JUN,2021
UD Slovenj Gradec,95.0,84.0,48.0,34.0,137.0,43.0,121.0,562.0,JUN,2021
UD Velenje,204.0,254.0,185.0,147.0,431.0,116.0,286.0,1623.0,JUN,2021
OS Celje,1108.0,629.0,866.0,663.0,1698.0,657.0,2047.0,7668.0,JUL,2021
UD Celje,411.0,241.0,288.0,242.0,602.0,197.0,479.0,2460.0,JUL,2021
UD Laško,74.0,42.0,54.0,32.0,122.0,50.0,144.0,518.0,JUL,2021
UD Slovenske Konjice,152.0,69.0,141.0,104.0,203.0,98.0,362.0,1129.0,JUL,2021
UD Šentjur,103.0,66.0,75.0,42.0,140.0,62.0,239.0,727.0,JUL,2021
UD Šmarje pri Jelšah,170.0,85.0,163.0,127.0,322.0,134.0,454.0,1455.0,JUL,2021
UD Žalec,198.0,126.0,145.0,116.0,309.0,116.0,369.0,1379.0,JUL,2021
OS Koper,678.0,426.0,571.0,481.0,1296.0,423.0,986.0,4861.0,JUL,2021
UD Ilirska Bistrica,48.0,26.0,31.0,17.0,67.0,29.0,98.0,316.0,JUL,2021
UD Izola,70.0,53.0,82.0,51.0,129.0,32.0,86.0,503.0,JUL,2021
UD Koper,300.0,176.0,197.0,213.0,532.0,201.0,372.0,1991.0,JUL,2021
UD Piran,73.0,47.0,102.0,79.0,207.0,50.0,125.0,683.0,JUL,2021
UD Postojna,87.0,63.0,78.0,52.0,170.0,50.0,156.0,656.0,JUL,2021
UD Sežana,100.0,61.0,81.0,69.0,191.0,61.0,149.0,712.0,JUL,2021
OS Kranj,835.0,467.0,587.0,516.0,1460.0,383.0,455.0,4703.0,JUL,2021
UD Jesenice,119.0,77.0,88.0,81.0,238.0,66.0,48.0,717.0,JUL,2021
UD Kranj,388.0,182.0,268.0,235.0,682.0,193.0,238.0,2186.0,JUL,2021
UD Radovljica,107.0,80.0,112.0,105.0,242.0,54.0,84.0,784.0,JUL,2021
UD Škofja Loka,168.0,92.0,91.0,69.0,205.0,52.0,55.0,732.0,JUL,2021
UD Tržič,53.0,36.0,28.0,26.0,93.0,18.0,30.0,284.0,JUL,2021
OS Ljubljana,2499.0,1609.0,2036.0,1911.0,5202.0,2144.0,5644.0,21045.0,JUL,2021
UD Cerknica,62.0,31.0,36.0,38.0,72.0,24.0,47.0,310.0,JUL,2021
UD Domžale,211.0,138.0,161.0,163.0,435.0,139.0,415.0,1662.0,JUL,2021
UD Grosuplje,157.0,99.0,90.0,106.0,282.0,113.0,239.0,1086.0,JUL,2021
UD Kamnik,144.0,65.0,89.0,86.0,237.0,74.0,221.0,916.0,JUL,2021
UD Kočevje,98.0,48.0,70.0,63.0,161.0,97.0,365.0,902.0,JUL,2021
