Občina,Do 2 mesecev,3 do 5 mesecev,6 do 8 mesecev,9 do 11 mesecev,12 do 23 mesecev,24 do 35 mesecev,36 mesecev ali več,Skupaj,month,year
Dobrepolje,9.0,9.0,11.0,7.0,17.0,8.0,24.0,85.0,AVG,2021
Dobrna,7.0,2.0,5.0,8.0,13.0,6.0,9.0,50.0,AVG,2021
Dobrova - Polhov Gradec,27.0,10.0,20.0,16.0,40.0,11.0,30.0,154.0,AVG,2021
Dobrovnik,8.0,3.0,8.0,10.0,10.0,0.0,26.0,65.0,AVG,2021
Dol pri Ljubljani,26.0,17.0,9.0,13.0,47.0,15.0,46.0,173.0,AVG,2021
Dolenjske Toplice,20.0,4.0,9.0,8.0,12.0,7.0,19.0,79.0,AVG,2021
Domžale,140.0,92.0,99.0,87.0,264.0,102.0,273.0,1057.0,AVG,2021
Dornava,10.0,3.0,8.0,6.0,23.0,5.0,8.0,63.0,AVG,2021
Dravograd,56.0,26.0,24.0,19.0,44.0,19.0,51.0,239.0,AVG,2021
Duplek,32.0,22.0,16.0,21.0,69.0,23.0,65.0,248.0,AVG,2021
Gorenja vas - Poljane,21.0,15.0,11.0,15.0,34.0,6.0,11.0,113.0,AVG,2021
Gorišnica,25.0,10.0,16.0,13.0,25.0,7.0,14.0,110.0,AVG,2021
Gorje,18.0,3.0,6.0,7.0,20.0,8.0,4.0,66.0,AVG,2021
Gornja Radgona,54.0,19.0,22.0,23.0,51.0,22.0,89.0,280.0,AVG,2021
Gornji Grad,8.0,7.0,5.0,3.0,9.0,4.0,9.0,45.0,AVG,2021
Gornji Petrovci,11.0,4.0,4.0,8.0,10.0,4.0,16.0,57.0,AVG,2021
Grad,9.0,7.0,4.0,7.0,8.0,5.0,12.0,52.0,AVG,2021
Grosuplje,76.0,62.0,44.0,51.0,149.0,52.0,161.0,595.0,AVG,2021
Hajdina,20.0,8.0,9.0,19.0,28.0,12.0,10.0,106.0,AVG,2021
Hoče - Slivnica,66.0,37.0,29.0,42.0,108.0,44.0,118.0,444.0,AVG,2021
Hodoš,4.0,2.0,1.0,3.0,1.0,0.0,3.0,14.0,AVG,2021
Horjul,16.0,5.0,4.0,6.0,12.0,5.0,15.0,63.0,AVG,2021
Hrastnik,50.0,36.0,33.0,38.0,92.0,49.0,122.0,420.0,AVG,2021
Hrpelje - Kozina,20.0,8.0,14.0,10.0,25.0,14.0,31.0,122.0,AVG,2021
Idrija,40.0,18.0,27.0,34.0,56.0,16.0,30.0,221.0,AVG,2021
Ig,28.0,12.0,19.0,19.0,56.0,16.0,42.0,192.0,AVG,2021
Ilirska Bistrica,45.0,34.0,28.0,14.0,69.0,25.0,96.0,311.0,AVG,2021
Ivančna Gorica,56.0,32.0,34.0,35.0,104.0,49.0,71.0,381.0,AVG,2021
Izola,72.0,49.0,58.0,55.0,137.0,36.0,88.0,495.0,AVG,2021
Jesenice,103.0,59.0,54.0,70.0,191.0,57.0,38.0,572.0,AVG,2021
Jezersko,2.0,0.0,2.0,1.0,0.0,0.0,2.0,7.0,AVG,2021
Juršinci,10.0,8.0,7.0,6.0,13.0,6.0,10.0,60.0,AVG,2021
Kamnik,122.0,68.0,65.0,70.0,215.0,75.0,225.0,840.0,AVG,2021
Kanal,17.0,18.0,18.0,16.0,38.0,21.0,23.0,151.0,AVG,2021
Kidričevo,25.0,24.0,18.0,26.0,63.0,20.0,23.0,199.0,AVG,2021
Kobarid,7.0,7.0,10.0,12.0,18.0,4.0,10.0,68.0,AVG,2021
Kobilje,2.0,1.0,3.0,0.0,2.0,1.0,4.0,13.0,AVG,2021
Kočevje,101.0,51.0,57.0,65.0,155.0,93.0,351.0,873.0,AVG,2021
Komen,17.0,9.0,12.0,9.0,22.0,7.0,20.0,96.0,AVG,2021
Komenda,28.0,19.0,10.0,9.0,35.0,12.0,23.0,136.0,AVG,2021
Koper,244.0,167.0,165.0,171.0,483.0,174.0,357.0,1761.0,AVG,2021
Kostanjevica na Krki,6.0,6.0,3.0,6.0,15.0,8.0,34.0,78.0,AVG,2021
Kostel,4.0,2.0,1.0,2.0,7.0,3.0,7.0,26.0,AVG,2021
Kozje,12.0,10.0,5.0,14.0,29.0,9.0,60.0,139.0,AVG,2021
Kranj,284.0,147.0,167.0,163.0,460.0,159.0,199.0,1579.0,AVG,2021
Kranjska Gora,18.0,9.0,12.0,16.0,36.0,9.0,10.0,110.0,AVG,2021
Križevci,19.0,9.0,15.0,13.0,21.0,9.0,12.0,98.0,AVG,2021
Krško,137.0,92.0,73.0,72.0,252.0,93.0,521.0,1240.0,AVG,2021
Kungota,30.0,14.0,16.0,19.0,48.0,17.0,34.0,178.0,AVG,2021
Kuzma,2.0,7.0,5.0,6.0,17.0,6.0,15.0,58.0,AVG,2021
Laško,75.0,49.0,39.0,31.0,103.0,39.0,120.0,456.0,AVG,2021
Lenart,37.0,18.0,20.0,14.0,32.0,14.0,26.0,161.0,AVG,2021
Lendava,51.0,41.0,42.0,42.0,86.0,55.0,219.0,536.0,AVG,2021
Litija,64.0,39.0,44.0,39.0,106.0,40.0,80.0,412.0,AVG,2021
Ljubljana,1121.0,842.0,923.0,1050.0,2840.0,1183.0,3292.0,11251.0,AVG,2021
Ljubno,14.0,3.0,1.0,2.0,17.0,1.0,17.0,55.0,AVG,2021
Ljutomer,79.0,27.0,47.0,31.0,56.0,34.0,75.0,349.0,AVG,2021
Log - Dragomer,11.0,8.0,8.0,8.0,34.0,11.0,18.0,98.0,AVG,2021
Logatec,54.0,35.0,28.0,20.0,70.0,40.0,59.0,306.0,AVG,2021
Loška dolina,13.0,9.0,8.0,5.0,23.0,2.0,9.0,69.0,AVG,2021
Loški Potok,8.0,2.0,3.0,2.0,5.0,3.0,10.0,33.0,AVG,2021
Lovrenc na Pohorju,14.0,9.0,14.0,9.0,18.0,14.0,13.0,91.0,AVG,2021
Luče,2.0,3.0,4.0,6.0,12.0,3.0,8.0,38.0,AVG,2021
Lukovica,17.0,16.0,8.0,20.0,45.0,13.0,45.0,164.0,AVG,2021
Majšperk,22.0,8.0,6.0,18.0,44.0,8.0,11.0,117.0,AVG,2021
Makole,18.0,7.0,7.0,6.0,14.0,1.0,16.0,69.0,AVG,2021
Maribor,691.0,365.0,436.0,482.0,1240.0,557.0,1545.0,5316.0,AVG,2021
Markovci,21.0,13.0,7.0,18.0,31.0,6.0,14.0,110.0,AVG,2021
Medvode,65.0,44.0,47.0,50.0,124.0,51.0,121.0,502.0,AVG,2021
Mengeš,25.0,27.0,21.0,21.0,56.0,16.0,63.0,229.0,AVG,2021
Metlika,35.0,16.0,30.0,30.0,87.0,33.0,164.0,395.0,AVG,2021
Mežica,18.0,5.0,9.0,7.0,16.0,8.0,23.0,86.0,AVG,2021
Miklavž na Dravskem polju,35.0,18.0,21.0,30.0,60.0,23.0,62.0,249.0,AVG,2021
Miren - Kostanjevica,18.0,6.0,11.0,12.0,23.0,9.0,18.0,97.0,AVG,2021
Mirna,6.0,3.0,4.0,3.0,5.0,3.0,12.0,36.0,AVG,2021
Mirna Peč,6.0,5.0,4.0,6.0,11.0,5.0,16.0,53.0,AVG,2021
Mislinja,34.0,20.0,9.0,9.0,36.0,6.0,18.0,132.0,AVG,2021
Mokronog - Trebelno,9.0,7.0,8.0,6.0,17.0,4.0,12.0,63.0,AVG,2021
Moravče,17.0,12.0,12.0,14.0,25.0,7.0,23.0,110.0,AVG,2021
Moravske Toplice,23.0,23.0,19.0,18.0,39.0,17.0,45.0,184.0,AVG,2021
Mozirje,12.0,9.0,6.0,12.0,32.0,9.0,23.0,103.0,AVG,2021
Murska Sobota,126.0,64.0,70.0,81.0,158.0,66.0,247.0,812.0,AVG,2021
Muta,15.0,10.0,9.0,7.0,20.0,10.0,25.0,96.0,AVG,2021
Naklo,21.0,12.0,13.0,12.0,36.0,8.0,14.0,116.0,AVG,2021
Nazarje,16.0,7.0,6.0,4.0,12.0,5.0,12.0,62.0,AVG,2021
Nova Gorica,137.0,68.0,82.0,97.0,212.0,83.0,189.0,868.0,AVG,2021
Novo mesto,160.0,102.0,96.0,89.0,244.0,107.0,296.0,1094.0,AVG,2021
Odranci,4.0,2.0,6.0,4.0,7.0,5.0,16.0,44.0,AVG,2021
Oplotnica,18.0,9.0,9.0,17.0,23.0,12.0,14.0,102.0,AVG,2021
Ormož,287.0,39.0,35.0,34.0,98.0,31.0,77.0,601.0,AVG,2021
Osilnica,0.0,2.0,0.0,0.0,4.0,0.0,4.0,10.0,AVG,2021
Pesnica,37.0,21.0,16.0,21.0,65.0,15.0,40.0,215.0,AVG,2021
Piran,107.0,47.0,67.0,93.0,204.0,61.0,123.0,702.0,AVG,2021
Pivka,26.0,18.0,19.0,7.0,42.0,13.0,42.0,167.0,AVG,2021
Podčetrtek,18.0,5.0,23.0,12.0,36.0,10.0,35.0,139.0,AVG,2021
Podlehnik,8.0,3.0,8.0,9.0,14.0,10.0,16.0,68.0,AVG,2021
Podvelka,5.0,4.0,6.0,14.0,13.0,8.0,25.0,75.0,AVG,2021
Poljčane,15.0,16.0,14.0,9.0,43.0,9.0,17.0,123.0,AVG,2021
Polzela,31.0,14.0,19.0,24.0,45.0,19.0,43.0,195.0,AVG,2021
Postojna,59.0,49.0,52.0,42.0,129.0,39.0,120.0,490.0,AVG,2021
Prebold,24.0,9.0,14.0,8.0,45.0,18.0,46.0,164.0,AVG,2021
Preddvor,16.0,7.0,5.0,10.0,22.0,10.0,7.0,77.0,AVG,2021
Prevalje,39.0,21.0,18.0,22.0,31.0,14.0,45.0,190.0,AVG,2021
Ptuj,116.0,75.0,90.0,107.0,210.0,92.0,155.0,845.0,AVG,2021
Puconci,37.0,21.0,14.0,31.0,37.0,17.0,84.0,241.0,AVG,2021
Rače - Fram,34.0,26.0,30.0,31.0,53.0,17.0,61.0,252.0,AVG,2021
Radeče,15.0,15.0,17.0,8.0,39.0,14.0,29.0,137.0,AVG,2021
Radenci,44.0,13.0,16.0,10.0,30.0,8.0,33.0,154.0,AVG,2021
Radlje ob Dravi,25.0,17.0,18.0,12.0,50.0,16.0,59.0,197.0,AVG,2021
Radovljica,64.0,53.0,51.0,57.0,141.0,30.0,54.0,450.0,AVG,2021
Ravne na Koroškem,81.0,53.0,38.0,21.0,72.0,26.0,66.0,357.0,AVG,2021
Razkrižje,6.0,6.0,0.0,3.0,5.0,2.0,9.0,31.0,AVG,2021
Rečica ob Savinji,13.0,4.0,7.0,4.0,16.0,4.0,6.0,54.0,AVG,2021
Renče - Vogrsko,21.0,11.0,7.0,7.0,29.0,8.0,19.0,102.0,AVG,2021
Ribnica,30.0,21.0,17.0,20.0,55.0,21.0,61.0,225.0,AVG,2021
Ribnica na Pohorju,7.0,4.0,4.0,5.0,9.0,6.0,14.0,49.0,AVG,2021
Rogaška Slatina,72.0,37.0,48.0,50.0,105.0,57.0,162.0,531.0,AVG,2021
Rogašovci,15.0,9.0,9.0,14.0,26.0,18.0,75.0,166.0,AVG,2021
Rogatec,14.0,14.0,19.0,21.0,48.0,10.0,56.0,182.0,AVG,2021
Ruše,44.0,33.0,32.0,30.0,81.0,33.0,58.0,311.0,AVG,2021
Selnica ob Dravi,28.0,12.0,17.0,15.0,47.0,13.0,20.0,152.0,AVG,2021
Semič,17.0,12.0,16.0,7.0,29.0,16.0,55.0,152.0,AVG,2021
Sevnica,76.0,45.0,85.0,47.0,127.0,50.0,158.0,588.0,AVG,2021
Sežana,61.0,37.0,30.0,39.0,113.0,36.0,81.0,397.0,AVG,2021
Slovenj Gradec,118.0,55.0,52.0,27.0,106.0,45.0,107.0,510.0,AVG,2021
Slovenska Bistrica,146.0,92.0,84.0,81.0,192.0,70.0,101.0,766.0,AVG,2021
Slovenske Konjice,79.0,44.0,60.0,63.0,136.0,52.0,226.0,660.0,AVG,2021
Sodražica,12.0,4.0,5.0,5.0,11.0,5.0,9.0,51.0,AVG,2021
Solčava,0.0,2.0,2.0,0.0,2.0,1.0,0.0,7.0,AVG,2021
Središče ob Dravi,51.0,6.0,8.0,9.0,13.0,9.0,9.0,105.0,AVG,2021
Starše,28.0,5.0,11.0,19.0,32.0,12.0,33.0,140.0,AVG,2021
Straža,13.0,9.0,10.0,10.0,18.0,7.0,20.0,87.0,AVG,2021
Sveta Ana,11.0,8.0,5.0,6.0,9.0,2.0,5.0,46.0,AVG,2021
Sveta Trojica v Slovenskih goricah,12.0,4.0,2.0,3.0,9.0,5.0,6.0,41.0,AVG,2021
Sveti Andraž v Slovenskih goricah,5.0,4.0,4.0,9.0,7.0,3.0,5.0,37.0,AVG,2021
Sveti Jurij ob Ščavnici,21.0,11.0,12.0,3.0,23.0,6.0,26.0,102.0,AVG,2021
Sveti Jurij v Slovenskih goricah,10.0,5.0,5.0,5.0,2.0,1.0,0.0,28.0,AVG,2021
Sveti Tomaž,48.0,6.0,6.0,9.0,15.0,7.0,16.0,107.0,AVG,2021
Šalovci,6.0,5.0,7.0,0.0,7.0,1.0,12.0,38.0,AVG,2021
Šempeter - Vrtojba,27.0,21.0,8.0,12.0,34.0,13.0,32.0,147.0,AVG,2021
Šenčur,33.0,18.0,11.0,15.0,54.0,20.0,19.0,170.0,AVG,2021
Šentilj,47.0,29.0,38.0,34.0,75.0,32.0,46.0,301.0,AVG,2021
Šentjernej,25.0,16.0,22.0,19.0,56.0,29.0,66.0,233.0,AVG,2021
Šentjur,112.0,70.0,71.0,46.0,133.0,61.0,203.0,696.0,AVG,2021
Šentrupert,11.0,5.0,2.0,4.0,14.0,4.0,5.0,45.0,AVG,2021
Škocjan,18.0,13.0,6.0,16.0,34.0,6.0,44.0,137.0,AVG,2021
Škofja Loka,102.0,58.0,37.0,38.0,134.0,41.0,36.0,446.0,AVG,2021
Škofljica,43.0,34.0,35.0,29.0,77.0,32.0,68.0,318.0,AVG,2021
Šmarje pri Jelšah,46.0,28.0,43.0,35.0,99.0,38.0,139.0,428.0,AVG,2021
Šmarješke Toplice,8.0,3.0,5.0,2.0,18.0,6.0,11.0,53.0,AVG,2021
Šmartno ob Paki,14.0,12.0,17.0,12.0,28.0,7.0,12.0,102.0,AVG,2021
Šmartno pri Litiji,30.0,14.0,17.0,12.0,37.0,7.0,28.0,145.0,AVG,2021
Šoštanj,38.0,22.0,46.0,31.0,61.0,24.0,40.0,262.0,AVG,2021
Štore,16.0,18.0,11.0,8.0,35.0,8.0,28.0,124.0,AVG,2021
Tabor,6.0,4.0,5.0,7.0,16.0,3.0,11.0,52.0,AVG,2021
Tišina,27.0,20.0,9.0,20.0,28.0,14.0,35.0,153.0,AVG,2021
Tolmin,30.0,19.0,19.0,23.0,58.0,21.0,58.0,228.0,AVG,2021
Trbovlje,92.0,67.0,61.0,59.0,213.0,99.0,250.0,841.0,AVG,2021
Trebnje,30.0,48.0,34.0,25.0,59.0,30.0,99.0,325.0,AVG,2021
Trnovska vas,9.0,4.0,2.0,3.0,6.0,3.0,1.0,28.0,AVG,2021
Trzin,11.0,2.0,10.0,7.0,28.0,13.0,19.0,90.0,AVG,2021
Tržič,72.0,29.0,28.0,28.0,102.0,19.0,34.0,312.0,AVG,2021
Turnišče,20.0,11.0,14.0,8.0,18.0,11.0,43.0,125.0,AVG,2021
Velenje,188.0,133.0,127.0,135.0,311.0,96.0,230.0,1220.0,AVG,2021
Velika Polana,3.0,3.0,3.0,3.0,9.0,1.0,16.0,38.0,AVG,2021
Velike Lašče,22.0,10.0,11.0,12.0,32.0,9.0,21.0,117.0,AVG,2021
Veržej,10.0,3.0,3.0,4.0,8.0,4.0,4.0,36.0,AVG,2021
Videm,27.0,18.0,16.0,26.0,47.0,23.0,31.0,188.0,AVG,2021
Vipava,27.0,7.0,10.0,15.0,27.0,7.0,32.0,125.0,AVG,2021
Vitanje,8.0,9.0,12.0,6.0,8.0,7.0,27.0,77.0,AVG,2021
Vodice,23.0,9.0,10.0,11.0,24.0,12.0,34.0,123.0,AVG,2021
Vojnik,54.0,30.0,34.0,16.0,57.0,20.0,36.0,247.0,AVG,2021
Vransko,6.0,5.0,7.0,6.0,18.0,3.0,16.0,61.0,AVG,2021
Vrhnika,81.0,39.0,44.0,39.0,146.0,51.0,121.0,521.0,AVG,2021
Vuzenica,7.0,13.0,4.0,9.0,21.0,6.0,20.0,80.0,AVG,2021
Zagorje ob Savi,85.0,41.0,34.0,48.0,123.0,53.0,99.0,483.0,AVG,2021
Zavrč,10.0,4.0,10.0,9.0,20.0,6.0,13.0,72.0,AVG,2021
Zreče,36.0,24.0,24.0,42.0,41.0,30.0,76.0,273.0,AVG,2021
Žalec,124.0,80.0,83.0,81.0,176.0,68.0,214.0,826.0,AVG,2021
Železniki,14.0,12.0,14.0,11.0,17.0,2.0,8.0,78.0,AVG,2021
Žetale,4.0,6.0,2.0,7.0,6.0,2.0,8.0,35.0,AVG,2021
Žiri,14.0,14.0,13.0,8.0,29.0,3.0,5.0,86.0,AVG,2021
Žirovnica,16.0,11.0,6.0,6.0,20.0,11.0,7.0,77.0,AVG,2021
Žužemberk,15.0,13.0,7.0,14.0,26.0,10.0,26.0,111.0,AVG,2021
Občina izven RS,159.0,64.0,57.0,38.0,123.0,37.0,20.0,498.0,AVG,2021
Ajdovščina,64.0,34.0,38.0,43.0,111.0,26.0,139.0,455.0,SEP,2021
Ankaran,16.0,11.0,6.0,4.0,27.0,9.0,19.0,92.0,SEP,2021
Apače,19.0,7.0,8.0,7.0,16.0,16.0,34.0,107.0,SEP,2021
Beltinci,53.0,21.0,17.0,15.0,54.0,20.0,82.0,262.0,SEP,2021
Benedikt,13.0,2.0,9.0,6.0,10.0,1.0,3.0,44.0,SEP,2021
Bistrica ob Sotli,4.0,4.0,6.0,2.0,17.0,4.0,15.0,52.0,SEP,2021
Bled,35.0,17.0,15.0,22.0,55.0,8.0,16.0,168.0,SEP,2021
Bloke,5.0,6.0,5.0,3.0,9.0,5.0,3.0,36.0,SEP,2021
Bohinj,14.0,5.0,11.0,14.0,22.0,3.0,8.0,77.0,SEP,2021
Borovnica,16.0,4.0,13.0,15.0,24.0,14.0,40.0,126.0,SEP,2021
Bovec,5.0,4.0,2.0,7.0,12.0,2.0,8.0,40.0,SEP,2021
Braslovče,32.0,4.0,17.0,12.0,25.0,13.0,35.0,138.0,SEP,2021
Brda,20.0,12.0,7.0,7.0,23.0,14.0,16.0,99.0,SEP,2021
Brezovica,51.0,18.0,25.0,31.0,95.0,38.0,79.0,337.0,SEP,2021
Brežice,126.0,53.0,67.0,86.0,177.0,93.0,367.0,969.0,SEP,2021
Cankova,16.0,6.0,6.0,10.0,13.0,7.0,25.0,83.0,SEP,2021
Celje,313.0,179.0,194.0,154.0,464.0,170.0,443.0,1917.0,SEP,2021
Cerklje na Gorenjskem,23.0,12.0,9.0,12.0,50.0,6.0,17.0,129.0,SEP,2021
Cerknica,48.0,22.0,30.0,19.0,57.0,18.0,43.0,237.0,SEP,2021
Cerkno,18.0,2.0,7.0,2.0,13.0,5.0,7.0,54.0,SEP,2021
Cerkvenjak,13.0,5.0,6.0,2.0,9.0,5.0,3.0,43.0,SEP,2021
Cirkulane,19.0,7.0,6.0,5.0,25.0,10.0,13.0,85.0,SEP,2021
Črenšovci,30.0,16.0,15.0,18.0,18.0,15.0,84.0,196.0,SEP,2021
Črna na Koroškem,10.0,14.0,5.0,4.0,14.0,6.0,17.0,70.0,SEP,2021
Črnomelj,61.0,51.0,44.0,48.0,113.0,64.0,264.0,645.0,SEP,2021
Destrnik,10.0,8.0,6.0,8.0,12.0,6.0,14.0,64.0,SEP,2021
Divača,15.0,8.0,11.0,12.0,36.0,8.0,25.0,115.0,SEP,2021
Dobje,0.0,2.0,1.0,2.0,1.0,2.0,9.0,17.0,SEP,2021
Dobrepolje,10.0,8.0,6.0,7.0,16.0,7.0,24.0,78.0,SEP,2021
Dobrna,12.0,2.0,3.0,7.0,13.0,4.0,10.0,51.0,SEP,2021
Dobrova - Polhov Gradec,27.0,10.0,17.0,10.0,42.0,9.0,32.0,147.0,SEP,2021
Dobrovnik,5.0,5.0,7.0,10.0,10.0,1.0,26.0,64.0,SEP,2021
Dol pri Ljubljani,30.0,17.0,9.0,13.0,43.0,17.0,46.0,175.0,SEP,2021
Dolenjske Toplice,18.0,9.0,8.0,6.0,14.0,6.0,19.0,80.0,SEP,2021
Domžale,143.0,84.0,89.0,68.0,255.0,108.0,272.0,1019.0,SEP,2021
Dornava,12.0,6.0,7.0,0.0,27.0,5.0,8.0,65.0,SEP,2021
Dravograd,51.0,22.0,25.0,13.0,47.0,15.0,51.0,224.0,SEP,2021
Duplek,25.0,24.0,14.0,17.0,64.0,27.0,65.0,236.0,SEP,2021
Gorenja vas - Poljane,23.0,13.0,14.0,10.0,36.0,5.0,12.0,113.0,SEP,2021
Gorišnica,24.0,12.0,11.0,12.0,27.0,8.0,14.0,108.0,SEP,2021
Gorje,17.0,5.0,6.0,5.0,21.0,7.0,4.0,65.0,SEP,2021
Gornja Radgona,52.0,15.0,16.0,16.0,54.0,20.0,91.0,264.0,SEP,2021
Gornji Grad,8.0,6.0,7.0,2.0,9.0,3.0,9.0,44.0,SEP,2021
Gornji Petrovci,8.0,3.0,4.0,8.0,10.0,2.0,16.0,51.0,SEP,2021
Grad,15.0,8.0,2.0,6.0,10.0,5.0,12.0,58.0,SEP,2021
Grosuplje,84.0,54.0,43.0,42.0,141.0,51.0,156.0,571.0,SEP,2021
Hajdina,18.0,7.0,9.0,10.0,33.0,11.0,10.0,98.0,SEP,2021
Hoče - Slivnica,58.0,41.0,20.0,33.0,105.0,45.0,119.0,421.0,SEP,2021
Hodoš,4.0,1.0,1.0,1.0,2.0,0.0,3.0,12.0,SEP,2021
Horjul,11.0,6.0,4.0,4.0,11.0,6.0,14.0,56.0,SEP,2021
Hrastnik,47.0,30.0,33.0,34.0,85.0,52.0,123.0,404.0,SEP,2021
Hrpelje - Kozina,22.0,7.0,10.0,10.0,26.0,14.0,29.0,118.0,SEP,2021
Idrija,38.0,22.0,18.0,27.0,55.0,12.0,29.0,201.0,SEP,2021
Ig,22.0,13.0,14.0,18.0,57.0,16.0,44.0,184.0,SEP,2021
Ilirska Bistrica,38.0,30.0,23.0,14.0,60.0,29.0,94.0,288.0,SEP,2021
Ivančna Gorica,48.0,36.0,31.0,25.0,97.0,50.0,70.0,357.0,SEP,2021
Izola,95.0,37.0,53.0,54.0,129.0,34.0,84.0,486.0,SEP,2021
Jesenice,91.0,55.0,53.0,55.0,173.0,64.0,39.0,530.0,SEP,2021
Jezersko,1.0,0.0,2.0,1.0,0.0,0.0,2.0,6.0,SEP,2021
Juršinci,10.0,5.0,9.0,6.0,13.0,5.0,11.0,59.0,SEP,2021
Kamnik,119.0,57.0,59.0,56.0,206.0,75.0,223.0,795.0,SEP,2021
Kanal,17.0,17.0,14.0,11.0,40.0,19.0,26.0,144.0,SEP,2021
Kidričevo,22.0,17.0,19.0,19.0,61.0,19.0,27.0,184.0,SEP,2021
Kobarid,7.0,5.0,9.0,10.0,21.0,4.0,9.0,65.0,SEP,2021
Kobilje,3.0,1.0,3.0,0.0,2.0,1.0,4.0,14.0,SEP,2021
Kočevje,94.0,48.0,54.0,45.0,155.0,91.0,350.0,837.0,SEP,2021
Komen,16.0,6.0,12.0,9.0,18.0,6.0,19.0,86.0,SEP,2021
Komenda,35.0,15.0,11.0,7.0,33.0,11.0,25.0,137.0,SEP,2021
Koper,268.0,146.0,160.0,139.0,458.0,176.0,350.0,1697.0,SEP,2021
Kostanjevica na Krki,9.0,3.0,4.0,5.0,13.0,12.0,33.0,79.0,SEP,2021
Kostel,2.0,2.0,2.0,2.0,5.0,4.0,7.0,24.0,SEP,2021
Kozje,9.0,7.0,5.0,12.0,26.0,12.0,59.0,130.0,SEP,2021
Kranj,242.0,142.0,144.0,133.0,437.0,164.0,201.0,1463.0,SEP,2021
Kranjska Gora,14.0,8.0,14.0,11.0,39.0,7.0,11.0,104.0,SEP,2021
Križevci,18.0,5.0,15.0,8.0,21.0,8.0,11.0,86.0,SEP,2021
Krško,139.0,80.0,61.0,65.0,219.0,101.0,525.0,1190.0,SEP,2021
Kungota,22.0,18.0,14.0,20.0,42.0,20.0,34.0,170.0,SEP,2021
Kuzma,3.0,5.0,3.0,6.0,15.0,7.0,15.0,54.0,SEP,2021
Laško,65.0,46.0,36.0,37.0,98.0,38.0,119.0,439.0,SEP,2021
Lenart,33.0,15.0,21.0,12.0,30.0,10.0,27.0,148.0,SEP,2021
Lendava,60.0,38.0,39.0,31.0,85.0,54.0,215.0,522.0,SEP,2021
Litija,65.0,42.0,45.0,28.0,108.0,40.0,77.0,405.0,SEP,2021
Ljubljana,1142.0,782.0,843.0,894.0,2707.0,1186.0,3293.0,10847.0,SEP,2021
Ljubno,9.0,7.0,3.0,2.0,14.0,3.0,16.0,54.0,SEP,2021
Ljutomer,60.0,30.0,43.0,27.0,55.0,33.0,74.0,322.0,SEP,2021
Log - Dragomer,13.0,6.0,8.0,8.0,25.0,16.0,17.0,93.0,SEP,2021
Logatec,47.0,29.0,31.0,21.0,68.0,37.0,63.0,296.0,SEP,2021
Loška dolina,14.0,8.0,7.0,4.0,22.0,3.0,9.0,67.0,SEP,2021
Loški Potok,7.0,3.0,2.0,0.0,3.0,4.0,10.0,29.0,SEP,2021
Lovrenc na Pohorju,8.0,7.0,16.0,8.0,15.0,15.0,13.0,82.0,SEP,2021
Luče,6.0,2.0,4.0,5.0,12.0,3.0,7.0,39.0,SEP,2021
Lukovica,19.0,8.0,13.0,16.0,41.0,17.0,44.0,158.0,SEP,2021
Majšperk,23.0,8.0,8.0,12.0,48.0,8.0,9.0,116.0,SEP,2021
Makole,12.0,11.0,6.0,4.0,14.0,2.0,16.0,65.0,SEP,2021
Maribor,633.0,345.0,377.0,414.0,1202.0,555.0,1554.0,5080.0,SEP,2021
Markovci,18.0,11.0,7.0,12.0,31.0,6.0,15.0,100.0,SEP,2021
Medvode,68.0,42.0,53.0,29.0,119.0,48.0,125.0,484.0,SEP,2021
Mengeš,27.0,20.0,21.0,16.0,57.0,19.0,63.0,223.0,SEP,2021
Metlika,50.0,18.0,22.0,26.0,82.0,30.0,164.0,392.0,SEP,2021
Mežica,15.0,2.0,8.0,3.0,15.0,7.0,22.0,72.0,SEP,2021
Miklavž na Dravskem polju,30.0,18.0,17.0,30.0,61.0,23.0,57.0,236.0,SEP,2021
Miren - Kostanjevica,17.0,7.0,9.0,13.0,21.0,10.0,18.0,95.0,SEP,2021
Mirna,4.0,1.0,6.0,1.0,6.0,3.0,12.0,33.0,SEP,2021
Mirna Peč,8.0,5.0,3.0,8.0,10.0,6.0,14.0,54.0,SEP,2021
Mislinja,26.0,16.0,14.0,6.0,36.0,5.0,18.0,121.0,SEP,2021
Mokronog - Trebelno,13.0,5.0,8.0,6.0,15.0,5.0,12.0,64.0,SEP,2021
Moravče,13.0,11.0,8.0,14.0,24.0,9.0,23.0,102.0,SEP,2021
Moravske Toplice,29.0,11.0,23.0,17.0,36.0,17.0,46.0,179.0,SEP,2021
Mozirje,18.0,6.0,8.0,7.0,35.0,9.0,21.0,104.0,SEP,2021
Murska Sobota,118.0,62.0,59.0,67.0,142.0,66.0,244.0,758.0,SEP,2021
Muta,16.0,6.0,9.0,6.0,17.0,10.0,26.0,90.0,SEP,2021
Naklo,16.0,9.0,15.0,7.0,31.0,9.0,14.0,101.0,SEP,2021
Nazarje,17.0,9.0,6.0,1.0,14.0,3.0,13.0,63.0,SEP,2021
Nova Gorica,125.0,62.0,80.0,79.0,200.0,84.0,188.0,818.0,SEP,2021
Novo mesto,197.0,96.0,85.0,69.0,243.0,108.0,299.0,1097.0,SEP,2021
Odranci,3.0,2.0,4.0,6.0,7.0,5.0,15.0,42.0,SEP,2021
Oplotnica,16.0,6.0,9.0,11.0,25.0,11.0,15.0,93.0,SEP,2021
